x,y,z,sx,sy,sz
717281.97,1606193.72,0.00,0.0279,0.0157,0.0762
716842.88,1606159.65,-0.58,0.0346,0.0229,0.1244
716983.64,1606285.74,-1.37,0.0191,0.0190,0.0731
716832.15,1606165.04,-0.43,0.0540,0.0302,0.1696
717264.95,1606129.55,0.73,0.0111,0.0094,0.0419
717176.85,1605793.19,-0.72,0.1555,0.1524,0.6158
717909.80,1605742.73,2.46,0.0184,0.0293,0.1237
717271.93,1605870.23,18.73,0.0689,0.0946,0.4630
717303.64,1606030.70,1.77,0.0167,0.0147,0.0831
717247.27,1606064.00,10.68,0.0336,0.0176,0.0997
717463.72,1605749.34,2.39,0.0059,0.0060,0.0236
717198.82,1606107.61,4.35,0.0175,0.0165,0.0845
717459.42,1605372.15,2.33,0.0210,0.0239,0.0841
717274.76,1606218.57,1.86,0.0222,0.0180,0.0818
717678.98,1605747.15,3.05,0.0239,0.0146,0.1000
717056.48,1606313.18,-1.75,0.0081,0.0080,0.0299
717074.47,1606293.84,-1.16,0.0066,0.0072,0.0276
717272.44,1605419.22,-0.93,0.0715,0.0379,0.1774
717305.43,1605478.54,0.87,0.0151,0.0222,0.0786
717533.23,1605580.43,11.91,0.0433,0.0202,0.1221
717409.55,1605508.66,0.48,0.0238,0.0263,0.1597
717256.79,1605582.79,1.20,0.0118,0.0099,0.0467
717140.87,1605980.80,1.37,0.0125,0.0108,0.0503
717364.71,1605477.53,1.84,0.0106,0.0103,0.0404
717109.06,1605881.51,-0.61,0.0134,0.0133,0.0783
716935.56,1606213.90,-0.57,0.0376,0.0335,0.1375
717640.21,1605516.36,-0.03,0.3712,0.1128,0.9068
717275.88,1606123.82,-0.72,0.0117,0.0115,0.0381
717275.61,1606124.96,-0.73,0.0073,0.0071,0.0246
717300.56,1605880.02,1.21,0.0077,0.0077,0.0343
717330.57,1606216.93,1.03,0.0221,0.0227,0.0698
717608.05,1606169.10,10.63,0.0832,0.0911,0.2908
717093.27,1606291.85,-1.13,0.0076,0.0070,0.0312
717523.49,1605549.68,0.34,0.0433,0.0266,0.2000
717602.07,1605691.79,2.65,0.0126,0.0126,0.0421
717603.02,1606126.87,11.61,0.0150,0.0145,0.0915
717805.76,1606021.09,20.97,0.0336,0.0413,0.1360
717053.47,1606275.33,-0.01,0.0256,0.0295,0.1394
717467.04,1605679.39,2.38,0.0167,0.0168,0.0588
717186.84,1605807.83,1.51,0.1652,0.1429,0.8018
717606.30,1606219.57,5.31,0.0185,0.0146,0.0881
717569.84,1606213.64,15.12,0.0124,0.0134,0.0572
717566.04,1606217.95,4.60,0.0177,0.0163,0.0632
716839.10,1606264.00,-1.49,0.0384,0.0174,0.1200
717053.17,1606175.62,-0.55,0.0125,0.0126,0.0493
717344.20,1606435.95,15.62,0.0392,0.0639,0.2689
717333.21,1606155.95,-0.89,0.0157,0.0161,0.0580
717048.20,1606117.13,0.53,0.0272,0.0272,0.1677
717546.26,1606189.82,14.98,0.0157,0.0110,0.0635
717851.93,1605956.88,16.17,0.0557,0.0346,0.1899
716924.64,1606256.40,-0.49,0.0164,0.0131,0.0657
716851.87,1606273.11,-1.86,0.0333,0.0187,0.1198
717522.56,1605491.12,6.25,0.0209,0.0156,0.0704
717296.04,1605792.62,1.98,0.0153,0.0187,0.0787
717638.83,1606235.97,8.78,0.0425,0.0438,0.3569
717685.37,1605722.18,2.53,0.0374,0.0465,0.2180
717102.27,1606166.65,-0.73,0.0083,0.0081,0.0311
717314.65,1606160.64,-0.82,0.0257,0.0247,0.0979
717832.14,1606134.21,11.23,0.0963,0.0231,0.2506
717313.03,1606184.23,0.14,0.0131,0.0127,0.0455
717705.53,1606223.01,7.27,0.1144,0.0347,0.3545
717286.78,1606161.50,1.28,0.0161,0.0162,0.0602
717271.30,1606007.84,10.12,0.0107,0.0106,0.0589
717044.02,1606249.55,7.02,0.0172,0.0193,0.0837
717454.97,1605752.63,2.41,0.0159,0.0154,0.0643
717570.60,1606443.17,2.83,0.1488,0.1997,0.6215
717297.67,1606217.11,1.59,0.0182,0.0201,0.0934
717315.03,1606188.06,-0.36,0.0455,0.0381,0.1705
716849.05,1606259.97,-0.99,0.0578,0.0392,0.2113
717288.12,1606216.69,1.08,0.0133,0.0130,0.0503
717449.45,1605506.21,3.72,0.0629,0.0527,0.2707
717325.32,1606214.84,0.34,0.0219,0.0215,0.1252
717308.35,1606281.44,1.35,0.0134,0.0191,0.0779
717053.61,1606131.57,-0.79,0.0241,0.0329,0.1670
717103.50,1606181.22,-0.77,0.0098,0.0130,0.0480
717070.37,1606234.29,-1.61,0.0107,0.0104,0.0407
717312.24,1606136.26,-0.52,0.0097,0.0096,0.0355
716850.36,1606216.78,-1.21,0.0551,0.0206,0.1953
717132.44,1606109.49,-0.38,0.0203,0.0144,0.0885
717062.97,1606131.43,-0.48,0.0229,0.0139,0.0905
717100.95,1606172.42,-1.10,0.0096,0.0097,0.0380
717305.11,1606168.17,-0.30,0.0131,0.0117,0.0618
717376.65,1605476.74,14.15,0.0145,0.0123,0.0627
717580.71,1606167.53,11.46,0.0123,0.0124,0.0559
717408.74,1606329.00,13.31,0.0768,0.0454,0.3773
717364.25,1605476.70,1.74,0.0112,0.0108,0.0422
717307.08,1605801.95,5.45,0.0060,0.0061,0.0219
717150.40,1606106.46,12.36,0.0674,0.0354,0.2147
717346.25,1606227.45,1.86,0.0214,0.0329,0.1233
717091.95,1605908.09,-0.97,0.0101,0.0107,0.0577
717334.31,1606088.79,-0.08,0.0072,0.0072,0.0262
717103.04,1606146.47,-0.49,0.0125,0.0123,0.0608
717338.66,1606193.25,0.58,0.0186,0.0270,0.1511
717312.50,1606211.75,0.03,0.0301,0.0272,0.1783
717369.30,1606271.32,0.74,0.0341,0.0472,0.1666
717430.33,1606355.30,20.71,0.0335,0.0201,0.1523
717331.95,1606149.26,-0.65,0.0139,0.0139,0.0546
717193.94,1605823.46,0.15,0.1988,0.0782,0.7194
717420.52,1606309.64,13.18,0.0183,0.0273,0.0793
717101.82,1606173.10,-0.97,0.0260,0.0343,0.1232
717456.57,1605536.75,0.56,0.1094,0.0375,0.2920
717089.72,1606145.78,-0.18,0.0197,0.0241,0.0884
717314.51,1605828.74,13.21,0.0781,0.0231,0.1900
717316.47,1605977.20,1.95,0.0105,0.0106,0.0424
717336.13,1606232.68,1.74,0.0184,0.0153,0.0726
717560.18,1606224.85,5.23,0.0075,0.0076,0.0264
717647.57,1606154.23,6.25,0.0343,0.0311,0.1510
717677.48,1605679.64,1.57,0.0429,0.0414,0.1505
717308.12,1606188.12,0.48,0.0127,0.0121,0.0433
716945.80,1606004.67,-1.03,0.0348,0.0286,0.1220
717461.57,1606114.59,1.22,0.0074,0.0073,0.0256
717249.03,1606108.46,0.93,0.0118,0.0104,0.0504
717079.83,1605900.56,-0.68,0.0240,0.0236,0.1204
717011.25,1606173.42,-0.16,0.0145,0.0146,0.0578
717619.87,1605854.85,4.08,0.0174,0.0185,0.0723
717317.85,1606178.81,0.41,0.0118,0.0111,0.0485
717553.89,1605727.75,2.75,0.0086,0.0086,0.0321
717337.52,1606253.08,2.18,0.0440,0.0361,0.1768
717374.28,1606168.65,-0.49,0.0094,0.0088,0.0332
717578.81,1606158.09,10.76,0.0140,0.0138,0.0706
717109.04,1606294.30,-0.93,0.0088,0.0090,0.0424
717534.03,1606014.38,5.11,0.1577,0.0566,0.4488
717459.18,1606454.28,11.61,0.1766,0.1151,0.7327
717324.90,1605807.87,1.34,0.0322,0.0159,0.0888
717385.28,1605487.40,1.53,0.0121,0.0122,0.0500
717310.59,1606201.72,-0.08,0.0358,0.0252,0.1385
717381.57,1606240.30,0.23,0.0122,0.0104,0.0465
717082.35,1605905.58,-0.71,0.0148,0.0147,0.0709
717573.14,1605543.92,2.06,0.0606,0.0214,0.2072
717569.97,1605627.68,1.54,0.0706,0.0466,0.2106
717488.17,1605554.77,3.11,0.0233,0.0160,0.0939
717470.58,1605529.45,0.05,0.0355,0.0279,0.1447
717281.19,1605428.23,-0.01,0.0549,0.0278,0.1538
717239.51,1605563.97,1.22,0.0219,0.0192,0.0824
717365.26,1606166.97,-0.58,0.0071,0.0071,0.0267
717209.96,1605824.73,-0.23,0.0605,0.0329,0.2995
716886.23,1606248.64,-0.69,0.0157,0.0153,0.0631
717551.02,1606206.65,4.88,0.0098,0.0094,0.0339
717954.58,1605741.44,8.78,0.0246,0.0263,0.1331
717020.66,1606332.09,-1.04,0.0277,0.0348,0.1257
717427.05,1606324.61,18.45,0.0228,0.0260,0.1005
717098.17,1605868.84,-0.89,0.1295,0.1058,0.9476
717445.30,1606312.96,17.11,0.0178,0.0344,0.1396
717970.28,1605764.11,7.65,0.0800,0.1182,0.3344
717569.32,1605749.20,4.91,0.0196,0.0320,0.1371
717578.34,1605581.78,1.74,0.0269,0.0158,0.1028
717112.12,1606078.98,-0.92,0.0101,0.0095,0.0382
717496.96,1605533.61,12.58,0.0751,0.0623,0.3678
717907.90,1606105.78,8.74,0.0325,0.0191,0.0976
717299.89,1606091.48,0.59,0.0178,0.0172,0.0731
717590.54,1606241.63,4.80,0.0193,0.0257,0.0927
717438.73,1605766.75,2.15,0.0100,0.0097,0.0419
717010.31,1606233.25,-0.57,0.0171,0.0152,0.0659
717000.80,1606388.38,-1.54,0.0437,0.0710,0.2221
717161.59,1605999.94,2.74,0.0420,0.0486,0.2037
717349.65,1606212.94,1.04,0.0704,0.0480,0.2261
717306.17,1606103.42,-0.66,0.0146,0.0145,0.0570
717056.72,1606220.85,-1.62,0.0096,0.0090,0.0326
717558.80,1606221.78,4.97,0.0128,0.0128,0.0425
716882.88,1606252.51,-0.58,0.0237,0.0430,0.1566
717301.89,1606103.52,-0.59,0.0077,0.0075,0.0300
717354.19,1605949.61,2.48,0.0086,0.0087,0.0339
717765.42,1605782.08,4.08,0.0371,0.0236,0.1212
717002.06,1606231.77,-0.13,0.0161,0.0162,0.0732
717613.26,1605637.27,1.31,0.0160,0.0134,0.0647
717379.56,1606450.86,12.13,0.0254,0.0561,0.1618
717795.46,1605620.92,2.74,0.0390,0.0833,0.2575
717774.50,1605921.59,15.39,0.0163,0.0134,0.0656
717562.12,1605727.53,2.85,0.0106,0.0124,0.0409
717805.33,1605635.55,2.67,0.0176,0.0264,0.1010
717558.39,1606005.42,4.76,0.0396,0.0377,0.1799
717478.53,1605701.18,11.37,0.0522,0.0594,0.2557
717503.69,1605518.50,7.98,0.0368,0.0466,0.1670
717542.60,1605743.81,2.69,0.0087,0.0087,0.0329
717288.81,1606032.77,6.69,0.0272,0.0209,0.0942
717298.49,1606040.99,0.18,0.0062,0.0064,0.0242
717955.02,1605990.76,6.13,0.0206,0.0188,0.0836
717196.05,1606187.51,0.38,0.0063,0.0061,0.0220
717266.24,1606105.43,-1.00,0.0082,0.0081,0.0262
717471.59,1605491.42,5.07,0.0160,0.0251,0.0960
717102.73,1606334.14,-0.45,0.0130,0.0116,0.0487
717959.74,1605990.65,6.39,0.0190,0.0160,0.0714
717884.68,1606084.32,18.25,0.0770,0.0503,0.3121
717631.40,1605874.68,4.73,0.0076,0.0074,0.0252
717639.60,1605871.01,4.63,0.0074,0.0073,0.0268
717567.58,1605795.94,2.99,0.0267,0.0287,0.1043
717397.98,1606336.07,11.61,0.0354,0.0217,0.1048
717573.10,1606199.08,11.21,0.1620,0.0654,0.5017
717294.29,1606326.67,0.26,0.0249,0.0238,0.0851
717197.11,1606196.00,0.63,0.0132,0.0127,0.0451
717189.82,1606205.05,0.95,0.0117,0.0112,0.0418
717158.16,1606259.36,4.00,0.0987,0.1806,0.4879
717193.75,1606185.86,-0.08,0.0081,0.0080,0.0299
717189.84,1606137.01,-0.53,0.0107,0.0096,0.0462
717251.59,1606162.24,0.73,0.0138,0.0141,0.0541
717069.35,1606271.73,-1.04,0.0132,0.0134,0.0621
717125.39,1606404.26,-0.42,0.0137,0.0160,0.0567
717518.23,1605751.06,2.83,0.0092,0.0099,0.0356
717111.31,1605971.75,4.86,0.0922,0.0451,0.2741
717172.95,1606119.64,-1.09,0.0169,0.0118,0.0651
717759.15,1606144.97,20.35,0.0684,0.0841,0.2544
717082.14,1606233.78,-0.33,0.0117,0.0108,0.0628
717791.17,1605626.33,3.75,0.0331,0.0759,0.2200
717187.24,1606404.47,1.00,0.0200,0.0202,0.0770
717286.12,1606045.15,6.77,0.0165,0.0165,0.0588
717197.40,1606183.53,0.15,0.0098,0.0096,0.0354
717190.33,1606192.45,0.77,0.0123,0.0125,0.0458
717357.37,1606165.49,0.13,0.0189,0.0189,0.0676
717266.50,1606039.92,4.70,0.0169,0.0170,0.0782
717283.66,1606046.09,6.94,0.0233,0.0198,0.0836
717390.62,1606399.55,10.63,0.0705,0.1945,0.6233
717282.65,1606118.92,-0.81,0.0155,0.0156,0.0503
717548.98,1606108.84,17.52,0.0302,0.0194,0.1133
717184.10,1606193.92,0.85,0.0086,0.0087,0.0324
717230.91,1606157.41,-0.31,0.0067,0.0067,0.0230
717265.06,1606140.04,0.40,0.0141,0.0155,0.0665
717295.55,1606312.59,0.41,0.0108,0.0108,0.0368
717580.52,1606134.97,3.50,0.0134,0.0155,0.0658
717358.29,1606158.06,-0.45,0.0089,0.0090,0.0313
717196.85,1606197.93,0.42,0.0079,0.0077,0.0274
717194.03,1606401.60,1.36,0.0107,0.0109,0.0403
717624.99,1605621.02,10.13,0.0938,0.0965,0.3377
717133.52,1606398.19,-0.16,0.0116,0.0128,0.0449
717386.07,1606332.85,2.01,0.0436,0.0213,0.1580
717929.63,1605986.00,6.25,0.0433,0.0261,0.1791
716820.80,1606151.35,-0.92,0.0703,0.0440,0.2048
717532.70,1605773.70,3.02,0.0092,0.0095,0.0358
717318.59,1606274.22,5.08,0.0330,0.0585,0.1897
717271.15,1606122.64,-0.74,0.0071,0.0071,0.0238
717277.31,1606118.78,-0.69,0.0075,0.0072,0.0249
717268.45,1606118.31,-0.42,0.0081,0.0081,0.0292
717520.79,1606518.73,4.21,0.0119,0.0182,0.0803
717436.63,1606358.60,15.99,0.0242,0.0267,0.2233
717043.41,1606319.81,-1.82,0.0091,0.0088,0.0350
717641.40,1605872.36,4.73,0.0064,0.0063,0.0226
716847.54,1606161.73,-0.45,0.0954,0.0709,0.3644
717650.77,1605882.49,4.78,0.0158,0.0158,0.0592
717647.17,1605874.30,4.74,0.0071,0.0071,0.0265
717082.12,1606282.90,-0.57,0.0153,0.0113,0.0650
717643.51,1605878.85,4.66,0.0173,0.0172,0.0581
717647.00,1605878.31,4.77,0.0077,0.0076,0.0266
717493.14,1605765.16,2.77,0.0174,0.0165,0.0568
717643.02,1605877.54,4.76,0.0080,0.0080,0.0276
717641.42,1605879.05,4.75,0.0096,0.0095,0.0326
717645.65,1605872.67,4.55,0.0257,0.0255,0.0880
717439.34,1605725.53,2.01,0.0081,0.0079,0.0339
717620.61,1605545.61,6.00,2.7711,0.3294,8.4353
717649.42,1605879.42,4.77,0.0080,0.0080,0.0297
717632.25,1605876.60,4.69,0.0097,0.0090,0.0330
717463.99,1605673.38,2.26,0.0232,0.0278,0.0897
717645.24,1605870.27,4.63,0.0097,0.0097,0.0337
717597.54,1606266.90,20.03,0.0241,0.0195,0.1040
717526.88,1605739.14,2.80,0.0094,0.0089,0.0347
717494.41,1605450.90,1.16,0.0147,0.0184,0.0727
717723.81,1605726.58,1.68,0.0693,0.0439,0.2010
717479.09,1606403.85,14.12,0.0738,0.0302,0.2504
717541.50,1606108.69,19.32,0.0361,0.0171,0.1308
717216.05,1606319.38,0.63,0.1950,0.1326,0.7805
716993.98,1606208.64,-1.48,0.0097,0.0095,0.0399
717288.31,1606186.90,0.87,0.0133,0.0135,0.0508
717229.46,1606188.33,-1.02,0.0373,0.0416,0.1624
717180.69,1606159.17,0.31,0.0304,0.0158,0.0993
717552.14,1606106.50,17.71,0.0304,0.0226,0.1567
717503.40,1605527.09,9.28,0.0217,0.0245,0.1179
717512.90,1606395.84,10.91,0.0501,0.0505,0.2824
717404.03,1606346.78,16.81,0.0936,0.0613,0.2569
717461.38,1605730.55,2.45,0.0120,0.0117,0.0478
717448.05,1605770.23,2.40,0.0074,0.0076,0.0289
717296.50,1606203.09,0.78,0.0136,0.0126,0.0618
717311.72,1606311.72,6.71,0.0147,0.0098,0.0530
717019.78,1606178.57,-0.57,0.0183,0.0146,0.0730
717338.18,1606243.21,2.53,0.0180,0.0163,0.0721
717137.47,1605896.42,-0.65,0.0097,0.0097,0.0424
717280.00,1606207.40,0.71,0.0315,0.0229,0.1112
717014.01,1606194.22,-1.03,0.0121,0.0120,0.0770
716870.00,1606278.08,0.94,0.0241,0.0184,0.0927
717625.08,1605978.85,6.13,0.0265,0.0257,0.0925
717577.43,1606145.25,6.83,0.0874,0.0536,0.3055
717582.92,1606506.42,18.29,0.0279,0.0269,0.1186
717341.25,1606139.91,-0.54,0.0067,0.0067,0.0256
717338.39,1606140.44,-0.45,0.0307,0.0307,0.1138
717335.78,1606144.51,-0.44,0.0245,0.0245,0.0906
717310.14,1606103.24,-0.57,0.0123,0.0123,0.0471
717371.80,1606466.74,14.48,0.0333,0.0320,0.1512
717776.78,1605893.32,8.48,0.0231,0.0453,0.1754
717209.74,1605809.32,6.48,0.0387,0.0203,0.1487
717202.80,1606193.68,0.22,0.0111,0.0106,0.0383
717703.35,1606117.32,9.04,0.0425,0.0641,0.4173
717571.15,1606165.86,9.57,0.0112,0.0120,0.0490
717570.65,1606178.62,13.10,0.0400,0.0388,0.1453
717349.17,1605858.38,2.09,0.0097,0.0089,0.0476
717394.05,1605873.20,3.05,0.0094,0.0088,0.0385
717538.48,1606188.01,13.19,0.0383,0.0342,0.1510
717497.44,1605544.99,5.80,0.0125,0.0131,0.0829
717479.51,1605999.77,3.24,0.0102,0.0098,0.0363
717350.57,1606110.28,0.09,0.0081,0.0080,0.0273
717186.33,1605971.93,1.00,0.0075,0.0075,0.0298
716874.86,1606286.32,1.14,0.0200,0.0171,0.0719
717001.74,1606185.34,0.03,0.0437,0.0332,0.1322
716999.42,1606172.28,-0.39,0.0275,0.0318,0.0957
717350.66,1605969.94,2.39,0.0086,0.0085,0.0291
717008.26,1606315.47,-1.48,0.0262,0.0207,0.1288
717658.54,1605825.05,4.16,0.0149,0.0158,0.0632
717007.12,1606177.34,0.41,0.0308,0.0312,0.1159
717477.95,1606367.67,3.69,0.0378,0.0194,0.1598
717625.33,1605951.08,5.71,0.0144,0.0143,0.0551
717036.10,1606366.55,-0.71,0.0170,0.0283,0.1178
717369.33,1606078.91,1.10,0.0092,0.0088,0.0298
717080.21,1606251.87,-1.73,0.0069,0.0068,0.0264
717428.77,1605553.88,0.89,0.0085,0.0085,0.0321
717198.23,1606144.33,0.72,0.0152,0.0270,0.1351
717463.40,1606265.72,8.23,0.0117,0.0104,0.0565
717606.27,1605993.77,5.85,0.0096,0.0102,0.0415
717294.29,1605808.71,5.50,0.0278,0.0282,0.1249
717088.14,1606258.66,-1.47,0.0057,0.0057,0.0213
717428.77,1606365.37,5.88,0.0302,0.0195,0.1306
717088.88,1606262.58,-1.43,0.0064,0.0064,0.0232
717086.86,1606259.61,-1.59,0.0053,0.0054,0.0195
717110.17,1605903.55,-0.94,0.0151,0.0141,0.0595
716834.37,1606147.42,-0.56,0.0402,0.0329,0.1426
717623.93,1606225.38,5.24,0.0233,0.0196,0.0892
717065.90,1606300.49,-1.62,0.0056,0.0056,0.0223
716819.40,1606151.76,-0.95,0.0525,0.0296,0.1470
717003.65,1606184.21,-0.20,0.0407,0.0210,0.1061
717077.43,1605882.27,-0.47,0.0111,0.0111,0.0489
717177.25,1605813.25,0.09,0.2109,0.0937,0.6228
717309.37,1605560.86,1.76,0.0110,0.0109,0.0461
717544.73,1606131.07,14.74,0.0112,0.0108,0.0682
717109.92,1605878.54,-1.02,0.0365,0.0329,0.1099
717499.80,1606192.91,21.00,0.0282,0.0164,0.0802
717549.28,1606264.58,9.25,0.0180,0.0185,0.0674
717619.37,1606470.02,20.29,0.0360,0.0393,0.1627
717184.07,1605892.14,1.00,0.0107,0.0107,0.0380
717817.50,1606028.30,22.46,0.1046,0.1219,0.4474
717187.83,1605888.48,0.94,0.0153,0.0153,0.0535
717577.70,1606098.75,6.87,0.0251,0.0425,0.2726
717401.36,1605775.47,12.13,0.0450,0.0771,0.2180
717014.40,1606195.33,-1.63,0.0108,0.0127,0.0495
716999.90,1606243.56,-0.53,0.0136,0.0133,0.0640
717024.99,1606242.73,-0.43,0.0134,0.0139,0.0448
717580.20,1606224.80,4.76,0.0111,0.0114,0.0445
717413.12,1606352.16,15.74,0.0265,0.0295,0.1496
717319.10,1606144.04,-0.69,0.0090,0.0088,0.0293
717091.72,1605938.98,-0.90,0.0152,0.0153,0.0561
717000.42,1606250.31,-0.45,0.0298,0.0582,0.1639
717299.09,1606203.08,0.64,0.0332,0.0358,0.1420
717294.92,1605514.89,1.46,0.0190,0.0178,0.0698
717299.57,1605812.70,5.51,0.0107,0.0116,0.0413
717052.11,1606311.42,-1.74,0.0064,0.0063,0.0251
717442.76,1605945.30,3.07,0.0115,0.0118,0.0430
717383.03,1606292.42,2.12,0.0118,0.0152,0.0697
717324.83,1606205.49,0.80,0.0395,0.0391,0.1925
717597.35,1606138.20,8.52,0.0749,0.1553,0.4157
717130.45,1605882.19,-0.65,0.0982,0.0856,0.3351
717090.99,1606264.22,-1.30,0.0138,0.0105,0.0516
717111.08,1605903.14,-0.89,0.0101,0.0101,0.0428
717778.17,1605918.94,18.89,0.0210,0.0181,0.0896
717601.55,1605708.29,2.78,0.0090,0.0090,0.0318
717786.53,1605908.91,17.18,0.0211,0.0161,0.0921
717328.39,1606118.04,-0.48,0.0151,0.0150,0.0488
717656.83,1605806.28,3.37,0.0185,0.0183,0.0727
717238.67,1606147.36,0.48,0.0291,0.0291,0.1190
717568.67,1606181.61,12.69,0.0221,0.0219,0.1082
717035.86,1606245.69,-0.39,0.0080,0.0078,0.0264
717259.94,1605902.76,5.38,0.0311,0.0284,0.1053
717278.06,1605519.55,1.35,0.0162,0.0135,0.0557
717438.58,1606272.60,16.24,0.0503,0.0362,0.2080
717196.21,1606410.75,1.67,0.0226,0.0231,0.0816
716929.97,1606305.65,-0.71,0.0177,0.0221,0.0810
717300.23,1605519.49,1.65,0.0100,0.0093,0.0398
717539.22,1606000.22,11.53,0.0593,0.0715,0.2336
716904.59,1606305.99,-0.58,0.0173,0.0188,0.0725
717476.58,1606085.08,2.05,0.0145,0.0144,0.0534
717306.24,1605527.58,1.69,0.0092,0.0088,0.0386
717345.95,1605959.02,2.40,0.0065,0.0063,0.0229
717535.60,1606178.82,10.70,0.0101,0.0109,0.0438
717609.30,1606472.09,19.87,0.0400,0.0454,0.1996
717074.80,1605843.58,-1.04,0.0473,0.0406,0.2527
717395.18,1605864.30,2.50,0.0121,0.0123,0.0457
717286.76,1605515.30,1.46,0.0500,0.0436,0.1648
717074.56,1606300.73,-1.50,0.0078,0.0077,0.0284
717379.74,1605880.72,2.53,0.0119,0.0123,0.0496
717307.32,1606028.43,2.10,0.0105,0.0105,0.0375
716915.71,1606316.46,-0.86,0.0224,0.0258,0.0844
716852.63,1606189.84,-0.96,0.0601,0.0510,0.2542
717003.69,1606207.01,-0.56,0.0247,0.0249,0.1083
717380.48,1606150.72,-0.29,0.0147,0.0124,0.0435
717299.50,1605980.69,4.46,0.0278,0.0273,0.1526
717460.94,1605987.50,3.30,0.0073,0.0072,0.0289
717303.44,1605528.03,1.73,0.0286,0.0264,0.1107
717280.26,1606026.12,7.16,0.0145,0.0155,0.0710
717592.63,1606161.47,8.45,0.0241,0.0226,0.0817
717287.73,1605507.83,1.81,0.0156,0.0145,0.0548
717758.67,1606136.72,19.64,0.0960,0.0967,0.3543
717256.53,1606103.82,1.30,0.0142,0.0137,0.0564
717305.05,1605525.46,1.71,0.0116,0.0110,0.0482
717277.41,1605511.20,1.77,0.0157,0.0143,0.0538
717455.19,1605589.59,1.08,0.0064,0.0063,0.0212
717316.47,1605477.55,0.55,0.0344,0.0702,0.2433
717222.38,1605513.22,0.62,0.0312,0.0172,0.0795
717308.76,1606177.35,-0.12,0.0138,0.0169,0.0618
717252.21,1606014.69,9.47,0.0182,0.0175,0.1027
717221.59,1605510.65,0.76,0.0296,0.0182,0.0771
717434.05,1606175.61,0.23,0.0192,0.0179,0.0695
717350.73,1605461.68,1.15,0.0290,0.0139,0.0914
717117.20,1606111.52,-0.07,0.0320,0.0188,0.1075
717562.24,1606222.80,5.06,0.0154,0.0151,0.0604
717675.80,1606108.91,8.57,0.0167,0.0250,0.0837
717562.66,1606226.99,4.94,0.0107,0.0131,0.0498
717650.64,1605890.39,4.86,0.0085,0.0083,0.0337
717276.06,1605415.99,-0.28,0.1143,0.0691,0.2970
717052.93,1606345.44,-0.78,0.0091,0.0086,0.0392
717684.55,1606105.84,9.47,0.0182,0.0270,0.0914
717439.60,1605738.12,1.86,0.0178,0.0174,0.0846
717284.90,1606206.26,0.63,0.0153,0.0146,0.0557
717326.97,1606178.61,0.42,0.1010,0.0445,0.3600
717302.39,1605533.93,1.74,0.0122,0.0115,0.0504
717450.09,1605591.70,1.01,0.0071,0.0069,0.0235
717297.14,1605530.12,1.61,0.0187,0.0173,0.0726
716837.69,1606177.16,-0.42,0.0744,0.0489,0.2623
717273.59,1605525.72,1.35,0.0141,0.0113,0.0486
717287.72,1605527.85,1.53,0.0174,0.0143,0.0586
717610.70,1605987.59,5.80,0.0132,0.0133,0.0529
717281.61,1605524.22,1.43,0.0136,0.0111,0.0463
717282.69,1605541.17,1.57,0.0231,0.0190,0.0862
717604.79,1605965.14,5.41,0.0093,0.0090,0.0349
717046.10,1606070.73,0.17,0.0092,0.0092,0.0343
717328.99,1606220.27,1.20,0.0405,0.0654,0.1807
717344.20,1606169.34,-0.55,0.0120,0.0136,0.0481
717226.18,1605501.35,1.10,0.0740,0.0367,0.1805
717499.34,1605516.43,5.51,0.0165,0.0130,0.0638
717267.39,1605843.05,2.72,0.0320,0.0258,0.1938
717395.52,1605878.49,2.80,0.0185,0.0168,0.0713
717884.39,1605741.42,1.94,0.0559,0.0244,0.1801
717358.04,1605896.48,8.49,0.0161,0.0155,0.0737
717865.75,1605734.00,3.22,0.0574,0.0214,0.1448
717273.32,1606167.98,0.42,0.0150,0.0137,0.0576
717220.51,1605968.87,1.03,0.0080,0.0078,0.0265
717427.55,1605880.94,3.30,0.0760,0.0213,0.1953
717221.45,1605969.06,1.05,0.0059,0.0058,0.0202
717472.62,1605773.03,2.58,0.0068,0.0067,0.0241
717267.42,1606001.52,11.15,0.0132,0.0139,0.0738
717377.02,1605879.08,2.64,0.0072,0.0071,0.0299
717391.65,1605906.78,3.79,0.0159,0.0115,0.0542
717302.16,1606201.50,2.23,0.0115,0.0154,0.0564
717311.48,1606017.39,2.11,0.0131,0.0128,0.0441
717644.96,1606054.18,12.42,0.1108,0.0256,0.3187
717473.67,1605753.98,2.43,0.0080,0.0083,0.0299
717448.11,1605712.26,2.12,0.0158,0.0150,0.0657
717380.48,1605876.66,2.55,0.0067,0.0070,0.0268
717135.61,1605931.40,-0.70,0.0221,0.0186,0.0811
717139.44,1605923.22,-0.69,0.0095,0.0091,0.0410
717891.20,1605721.51,12.22,0.0658,0.0236,0.2496
717913.49,1605758.55,1.08,0.0327,0.0341,0.2827
717578.85,1605562.27,2.41,0.0854,0.0200,0.2855
717891.73,1605747.09,2.37,0.0494,0.0290,0.2581
717633.13,1605470.93,2.14,0.0192,0.0226,0.1035
717638.04,1605475.83,2.00,0.0136,0.0154,0.0695
717668.27,1606240.57,11.29,0.0864,0.2342,0.6327
717037.74,1606064.71,0.23,0.0183,0.0183,0.0684
717274.85,1605978.32,10.00,0.0100,0.0123,0.0585
