S0004.JPG,717396.814917,1605368.253190,184.428232
S0005.JPG,717383.954737,1605389.494141,184.537871
S0006.JPG,717370.790816,1605410.829827,184.514498
S0007.JPG,717357.910877,1605431.809143,184.334286
S0008.JPG,717344.759770,1605453.437653,183.911404
S0009.JPG,717331.443467,1605474.573456,183.829412
S0010.JPG,717317.821386,1605495.483539,184.217817
S0011.JPG,717304.281566,1605516.451475,184.571689
S0012.JPG,717290.949013,1605537.637743,185.212492
S0013.JPG,717277.446341,1605558.638500,185.322589
S0014.JPG,717264.179144,1605579.818139,184.552265
S0015.JPG,717250.931055,1605600.891443,184.226024
S0016.JPG,717237.313821,1605621.694719,184.297283
S0017.JPG,717223.583789,1605642.601580,184.014820
S0018.JPG,717209.998097,1605663.572073,183.666103
S0019.JPG,717196.281651,1605684.468319,183.892415
S0020.JPG,717182.684373,1605705.268620,184.176698
S0021.JPG,717169.255228,1605726.118161,184.373944
S0022.JPG,717155.698900,1605747.311967,184.512109
S0023.JPG,717142.249447,1605768.257335,184.656483
S0024.JPG,717128.583912,1605789.286045,184.479862
S0025.JPG,717115.040895,1605810.432293,184.563502
S0026.JPG,717101.523534,1605831.531031,184.597749
S0027.JPG,717087.936944,1605852.675403,184.671525
S0028.JPG,717074.214006,1605873.582856,184.907763
S0029.JPG,717061.082295,1605894.599555,184.938308
S0030.JPG,717047.830131,1605916.415944,184.487383
S0031.JPG,717034.805604,1605937.629069,184.062882
S0032.JPG,717021.794088,1605958.758133,184.365031
S0033.JPG,717008.176124,1605980.188210,184.444553
S0034.JPG,716994.268551,1606001.006647,184.219952
S0035.JPG,716980.811641,1606021.808956,184.013459
S0036.JPG,716967.025320,1606042.658430,184.212572
S0037.JPG,716953.290474,1606063.579815,184.376435
S0038.JPG,716939.613569,1606084.549833,184.621301
S0039.JPG,716926.223951,1606105.263646,184.544053
S0040.JPG,716912.622991,1606126.471775,184.925939
S0041.JPG,716899.256218,1606147.446453,185.157890
S0042.JPG,716886.109922,1606168.725752,184.489117
S0043.JPG,716872.257648,1606190.124138,183.923245
S0044.JPG,716858.849740,1606211.305330,184.243655
S0045.JPG,716869.039023,1606250.512926,184.992029
S0046.JPG,716882.791560,1606229.558191,184.830857
S0047.JPG,716896.152677,1606208.624280,184.469596
S0048.JPG,716909.594471,1606187.316502,184.458067
S0049.JPG,716922.752495,1606166.353176,184.643892
S0050.JPG,716935.882488,1606144.983334,185.025325
S0051.JPG,716948.858388,1606123.863051,184.933667
S0052.JPG,716962.128707,1606102.588724,184.826873
