31029.672937 DSC01035
31031.505527 DSC01036
31033.677241 DSC01037
31035.502791 DSC01038
31037.651674 DSC01039
31039.496675 DSC01040
31041.666138 DSC01041
31043.496856 DSC01042
31045.686364 DSC01043
31047.501076 DSC01044
31049.666041 DSC01045
31051.492032 DSC01046
31053.663861 DSC01047
31055.496019 DSC01048
31057.497987 DSC01049
31059.660442 DSC01050
31061.502742 DSC01051
31063.523712 DSC01052
31065.682913 DSC01053
31067.494037 DSC01054
31069.638248 DSC01055
31071.491557 DSC01056
31073.510342 DSC01057
31075.495449 DSC01058
31077.679305 DSC01059
31079.500879 DSC01060
31081.522748 DSC01061
31083.536113 DSC01062
31085.495690 DSC01063
31087.672485 DSC01064
31089.497245 DSC01065
31091.677490 DSC01066
31093.497715 DSC01067
31095.689108 DSC01068
31097.500754 DSC01069
31099.507430 DSC01070
31101.504978 DSC01071
31103.500958 DSC01072
31105.520441 DSC01073
31107.514667 DSC01074
31109.494946 DSC01075
31111.499088 DSC01076
31113.503937 DSC01077
31115.505925 DSC01078
31117.683578 DSC01079
31119.500597 DSC01080
31121.495377 DSC01081
31123.664295 DSC01082
31125.499568 DSC01083
31127.677219 DSC01084
31129.498797 DSC01085
31131.641671 DSC01086
31133.504392 DSC01087
31135.643757 DSC01088
31137.508318 DSC01089
31139.500854 DSC01090
31141.501243 DSC01091
31143.683898 DSC01092
31145.502997 DSC01093
31147.680712 DSC01094
31149.514375 DSC01095
31151.644652 DSC01096
31153.494611 DSC01097
31155.609293 DSC01098
31157.501170 DSC01099
31159.640200 DSC01100
31161.504845 DSC01101
31163.621127 DSC01102
31165.508463 DSC01103
31167.508792 DSC01104
31169.626691 DSC01105
31171.504441 DSC01106
31173.616985 DSC01107
31175.505881 DSC01108
31177.620693 DSC01109
31179.511943 DSC01110
31181.622169 DSC01111
31183.517337 DSC01112
31185.659314 DSC01113
31187.508398 DSC01114
31189.630656 DSC01115
31191.500920 DSC01116
31193.497668 DSC01117
31195.514872 DSC01118
31197.504621 DSC01119
31199.500028 DSC01120
31201.508502 DSC01121
31203.505515 DSC01122
31205.500744 DSC01123
31207.501218 DSC01124
31209.502838 DSC01125
31211.501841 DSC01126
31213.500101 DSC01127
31215.498334 DSC01128
31217.504022 DSC01129
31219.522874 DSC01130
31221.508027 DSC01131
31223.506339 DSC01132
31225.632595 DSC01133
31227.508632 DSC01134
31229.639425 DSC01135
31231.504641 DSC01136
31233.643916 DSC01137
31235.497423 DSC01138
31237.644557 DSC01139
31239.515423 DSC01140
31241.675457 DSC01141
31243.503900 DSC01142
31245.505501 DSC01143
31247.659559 DSC01144
31249.510382 DSC01145
31251.667783 DSC01146
31253.507641 DSC01147
31255.512500 DSC01148
31257.511640 DSC01149
31259.517141 DSC01150
31261.510489 DSC01151
31263.667794 DSC01152
31265.501904 DSC01153
31267.508390 DSC01154
31269.693606 DSC01155
31271.509178 DSC01156
31273.680854 DSC01157
31275.504040 DSC01158
31277.501357 DSC01159
31279.520147 DSC01160
31281.505040 DSC01161
31283.691080 DSC01162
31285.509243 DSC01163
31287.515282 DSC01164
31289.515642 DSC01165
31291.517444 DSC01166
31293.509129 DSC01167
31295.514665 DSC01168
31297.688398 DSC01169
31299.506939 DSC01170
31301.676038 DSC01171
31303.510666 DSC01172
31305.664918 DSC01173
31307.509899 DSC01174
31309.518795 DSC01175
31311.658423 DSC01176
31313.517871 DSC01177
31315.675440 DSC01178
31317.505019 DSC01179
31319.523532 DSC01180
31321.514182 DSC01181
31323.677814 DSC01182
31325.515584 DSC01183
31327.691119 DSC01184
31329.513108 DSC01185
31331.684044 DSC01186
31333.513853 DSC01187
31335.663981 DSC01188
31337.513466 DSC01189
31339.682902 DSC01190
31341.515074 DSC01191
31343.516962 DSC01192
31345.669215 DSC01193
31347.518438 DSC01194
31349.690710 DSC01195
31351.508439 DSC01196
31353.681733 DSC01197
31355.512654 DSC01198
31357.684112 DSC01199
31359.519288 DSC01200
31361.665204 DSC01201
31363.522942 DSC01202
31365.545668 DSC01203
31367.690607 DSC01204
31369.510855 DSC01205
31371.508817 DSC01206
31373.684874 DSC01207
31375.516391 DSC01208
31377.522363 DSC01209
31379.519749 DSC01210
31381.522281 DSC01211
31383.518568 DSC01212
31385.542401 DSC01213
31387.513771 DSC01214
31389.705690 DSC01215
31391.513391 DSC01216
31393.709021 DSC01217
31395.513389 DSC01218
31397.521208 DSC01219
31399.517377 DSC01220
31401.518212 DSC01221
31403.697868 DSC01222
31405.512238 DSC01223
31407.559853 DSC01224
31409.516674 DSC01225
31411.513737 DSC01226
31413.520924 DSC01227
31415.523141 DSC01228
31417.547482 DSC01229
31419.534964 DSC01230
31421.538361 DSC01231
31423.530996 DSC01232
31425.518505 DSC01233
31427.517904 DSC01234
31429.686639 DSC01235
31431.518676 DSC01236
31433.517907 DSC01237
31435.516202 DSC01238
31437.671957 DSC01239
31439.515941 DSC01240
31441.654873 DSC01241
31443.518879 DSC01242
31445.640509 DSC01243
31447.520962 DSC01244
31449.651202 DSC01245
31451.524724 DSC01246
31453.643485 DSC01247
31455.525233 DSC01248
31457.706369 DSC01249
31459.521191 DSC01250
31461.637955 DSC01251
31463.520191 DSC01252
31465.622082 DSC01253
31467.520927 DSC01254
31469.635447 DSC01255
31471.528170 DSC01256
31473.633291 DSC01257
31475.532227 DSC01258
31477.709566 DSC01259
31479.523586 DSC01260
31481.634937 DSC01261
31483.530970 DSC01262
31485.638548 DSC01263
31487.528757 DSC01264
31489.636133 DSC01265
31491.531582 DSC01266
31493.655173 DSC01267
31495.523385 DSC01268
31497.644318 DSC01269
31499.520186 DSC01270
31501.654813 DSC01271
31503.529997 DSC01272
31505.536384 DSC01273
31507.672880 DSC01274
31509.532805 DSC01275
31511.651532 DSC01276
31513.527102 DSC01277
31515.648110 DSC01278
31517.528687 DSC01279
31519.644131 DSC01280
31521.532474 DSC01281
31523.667670 DSC01282
31525.532577 DSC01283
31527.637291 DSC01284
31529.531063 DSC01285
31531.628849 DSC01286
31533.524098 DSC01287
31535.654115 DSC01288
31537.535251 DSC01289
31539.632514 DSC01290
31541.532304 DSC01291
31543.629790 DSC01292
31545.535380 DSC01293
31547.644104 DSC01294
31549.531156 DSC01295
31551.653955 DSC01296
31553.535312 DSC01297
31555.712904 DSC01298
31557.530867 DSC01299
31559.646136 DSC01300
31561.531977 DSC01301
31563.658158 DSC01302
31565.535076 DSC01303
31567.532812 DSC01304
31569.536268 DSC01305
31571.545279 DSC01306
31573.532125 DSC01307
31575.532837 DSC01308
31577.734050 DSC01309
31579.536304 DSC01310
31581.528370 DSC01311
31583.541262 DSC01312
31585.536478 DSC01313
31587.538652 DSC01314
31589.532268 DSC01315
31591.634612 DSC01316
31593.536365 DSC01317
31595.618898 DSC01318
31597.544635 DSC01319
31599.640056 DSC01320
