30351.427091 DSC00696
30353.432856 DSC00697
30355.434987 DSC00698
30357.433007 DSC00699
30359.434255 DSC00700
30361.432548 DSC00701
30363.441653 DSC00702
30365.433841 DSC00703
30367.435777 DSC00704
30369.440391 DSC00705
30371.441972 DSC00706
30373.436415 DSC00707
30375.434385 DSC00708
30377.446559 DSC00709
30379.454573 DSC00710
30381.429693 DSC00711
30383.431650 DSC00712
30385.433793 DSC00713
30387.438242 DSC00714
30389.432896 DSC00715
30391.435796 DSC00716
30393.438054 DSC00717
30395.441628 DSC00718
30397.439003 DSC00719
30399.441390 DSC00720
30401.443054 DSC00721
30403.441064 DSC00722
30405.438881 DSC00723
30407.430976 DSC00724
30409.451548 DSC00725
30411.432583 DSC00726
30413.435476 DSC00727
30415.437434 DSC00728
30417.437603 DSC00729
30419.431029 DSC00730
30421.432607 DSC00731
30423.437365 DSC00732
30425.438202 DSC00733
30427.450298 DSC00734
30429.437606 DSC00735
30431.434446 DSC00736
30433.441519 DSC00737
30435.438915 DSC00738
30437.448094 DSC00739
30439.448594 DSC00740
30441.461879 DSC00741
30443.451592 DSC00742
30445.443424 DSC00743
30447.448943 DSC00744
30449.445514 DSC00745
30451.442964 DSC00746
30453.451113 DSC00747
30455.455517 DSC00748
30457.462143 DSC00749
30459.453922 DSC00750
30461.446227 DSC00751
30463.449328 DSC00752
30465.453169 DSC00753
30467.445168 DSC00754
30469.452693 DSC00755
30471.446893 DSC00756
30473.459066 DSC00757
30475.451697 DSC00758
30477.454866 DSC00759
30479.454257 DSC00760
30481.442474 DSC00761
30483.454212 DSC00762
30485.460958 DSC00763
30487.462778 DSC00764
30489.467183 DSC00765
30491.466197 DSC00766
30493.479585 DSC00767
30495.462504 DSC00768
30497.462094 DSC00769
30499.454910 DSC00770
30501.462460 DSC00771
30503.461490 DSC00772
30505.464031 DSC00773
30507.462543 DSC00774
30509.467766 DSC00775
30511.466575 DSC00776
30513.458220 DSC00777
30515.460176 DSC00778
30517.465436 DSC00779
30519.458068 DSC00780
30521.459259 DSC00781
30523.476966 DSC00782
30525.478967 DSC00783
30527.465188 DSC00784
30529.462704 DSC00785
30531.462702 DSC00786
30533.458088 DSC00787
30535.470460 DSC00788
30537.462725 DSC00789
30539.467369 DSC00790
30541.463665 DSC00791
30543.461727 DSC00792
30545.467292 DSC00793
30547.462766 DSC00794
30549.648306 DSC00795
30551.454874 DSC00796
30553.466375 DSC00797
30555.656004 DSC00798
30557.460870 DSC00799
30559.463698 DSC00800
30561.647129 DSC00801
30563.457129 DSC00802
30565.469575 DSC00803
30567.611821 DSC00804
30569.457923 DSC00805
30571.626261 DSC00806
30573.467095 DSC00807
30575.590438 DSC00808
30577.469343 DSC00809
30579.594475 DSC00810
30581.463190 DSC00811
30583.558636 DSC00812
30585.494115 DSC00813
30587.474365 DSC00814
30589.629266 DSC00815
30591.466239 DSC00816
30593.598632 DSC00817
30595.466206 DSC00818
30597.589427 DSC00819
30599.474082 DSC00820
30601.489765 DSC00821
30603.642219 DSC00822
30605.459667 DSC00823
30607.465269 DSC00824
30609.652880 DSC00825
30611.465556 DSC00826
30613.652268 DSC00827
30615.457742 DSC00828
30617.648662 DSC00829
30619.461452 DSC00830
30621.459734 DSC00831
30623.648671 DSC00832
30625.461416 DSC00833
30627.473164 DSC00834
30629.471298 DSC00835
30631.640268 DSC00836
30633.470785 DSC00837
30635.464575 DSC00838
30637.468737 DSC00839
30639.637263 DSC00840
30641.463417 DSC00841
30643.467743 DSC00842
30645.663485 DSC00843
30647.464033 DSC00844
30649.653709 DSC00845
30651.467120 DSC00846
30653.662046 DSC00847
30655.470598 DSC00848
30657.469947 DSC00849
30659.651346 DSC00850
30661.469990 DSC00851
30663.644823 DSC00852
30665.466729 DSC00853
30667.628171 DSC00854
30669.469541 DSC00855
30671.655137 DSC00856
30673.471520 DSC00857
30675.466593 DSC00858
30677.502037 DSC00859
30679.473552 DSC00860
30681.473508 DSC00861
30683.479465 DSC00862
30685.479495 DSC00863
30687.478846 DSC00864
30689.481214 DSC00865
30691.482653 DSC00866
30693.487481 DSC00867
30695.472792 DSC00868
30697.474531 DSC00869
30699.473823 DSC00870
30701.476258 DSC00871
30703.477815 DSC00872
30705.470457 DSC00873
30707.470022 DSC00874
30709.481373 DSC00875
30711.472711 DSC00876
30713.471020 DSC00877
30715.473529 DSC00878
30717.486504 DSC00879
30719.473519 DSC00880
30721.479128 DSC00881
30723.481279 DSC00882
30725.475719 DSC00883
30727.658836 DSC00884
30729.473974 DSC00885
30731.472723 DSC00886
30733.475130 DSC00887
30735.473284 DSC00888
30737.478331 DSC00889
30739.492087 DSC00890
30741.466714 DSC00891
30743.677179 DSC00892
30745.470923 DSC00893
30747.489618 DSC00894
30749.477084 DSC00895
30751.476665 DSC00896
30753.488785 DSC00897
30755.509474 DSC00898
30757.482383 DSC00899
30759.651178 DSC00900
30761.473775 DSC00901
30763.475662 DSC00902
30765.480859 DSC00903
30767.504743 DSC00904
30769.483793 DSC00905
30771.646032 DSC00906
30773.474378 DSC00907
30775.650462 DSC00908
30777.471435 DSC00909
30779.623114 DSC00910
30781.475343 DSC00911
30783.474346 DSC00912
30785.643471 DSC00913
30787.479230 DSC00914
30789.633594 DSC00915
30791.478693 DSC00916
30793.481153 DSC00917
30795.610311 DSC00918
30797.472421 DSC00919
30799.643089 DSC00920
30801.478920 DSC00921
30803.655815 DSC00922
30805.479787 DSC00923
30807.658652 DSC00924
30809.480971 DSC00925
30811.657456 DSC00926
30813.468420 DSC00927
30815.644539 DSC00928
30817.475927 DSC00929
30819.677488 DSC00930
30821.471091 DSC00931
30823.648511 DSC00932
30825.469645 DSC00933
30827.652434 DSC00934
30829.470997 DSC00935
30831.483329 DSC00936
30833.477295 DSC00937
30835.473527 DSC00938
30837.488393 DSC00939
30839.489476 DSC00940
30841.486981 DSC00941
30843.480678 DSC00942
30845.486384 DSC00943
30847.492439 DSC00944
30849.491243 DSC00945
30851.487355 DSC00946
30853.491457 DSC00947
30855.492539 DSC00948
30857.494020 DSC00949
30859.486031 DSC00950
30861.485603 DSC00951
30863.488825 DSC00952
30865.485746 DSC00953
30867.486569 DSC00954
30869.489919 DSC00955
30871.483938 DSC00956
30873.491160 DSC00957
30875.489575 DSC00958
30877.488438 DSC00959
30879.495633 DSC00960
30881.489007 DSC00961
30883.494172 DSC00962
30885.493746 DSC00963
30887.491269 DSC00964
30889.483265 DSC00965
30891.491339 DSC00966
30893.484504 DSC00967
30895.489395 DSC00968
30897.504808 DSC00969
30899.486482 DSC00970
30901.651577 DSC00971
30903.486573 DSC00972
30905.671748 DSC00973
30907.490015 DSC00974
30909.490387 DSC00975
30911.671628 DSC00976
30913.487577 DSC00977
30915.496231 DSC00978
30917.494936 DSC00979
30919.680997 DSC00980
30921.483606 DSC00981
30923.492424 DSC00982
30925.676503 DSC00983
30927.485609 DSC00984
30929.486189 DSC00985
30931.675408 DSC00986
30933.487276 DSC00987
30935.679261 DSC00988
30937.488569 DSC00989
30939.482572 DSC00990
30941.495541 DSC00991
30943.495798 DSC00992
30945.494912 DSC00993
30947.497315 DSC00994
30949.498894 DSC00995
30951.488375 DSC00996
30953.497661 DSC00997
30955.496934 DSC00998
30957.494206 DSC00999
30959.486855 DSC01000
30961.489303 DSC01001
30963.487429 DSC01002
30965.506170 DSC01003
30967.491501 DSC01004
30969.489700 DSC01005
30971.495975 DSC01006
30973.498179 DSC01007
30975.496758 DSC01008
30977.498529 DSC01009
30979.489223 DSC01010
30981.489362 DSC01011
30983.487111 DSC01012
30985.493450 DSC01013
30987.494831 DSC01014
30989.494027 DSC01015
30991.498819 DSC01016
30993.494244 DSC01017
30995.486658 DSC01018
30997.488230 DSC01019
30999.495040 DSC01020
31001.492536 DSC01021
31003.501786 DSC01022
31005.496192 DSC01023
31007.498914 DSC01024
31009.496833 DSC01025
31011.496392 DSC01026
31013.501259 DSC01027
31015.489656 DSC01028
31017.686850 DSC01029
31019.490843 DSC01030
31021.496485 DSC01031
31023.664609 DSC01032
31025.496066 DSC01033
31027.502503 DSC01034
