EVENT,Lat_EOP,Lng_EOP,h_EOP
216,14.517581700,101.019712711,202.500
217,14.517427473,101.019799354,202.531
218,14.517265609,101.019889504,202.411
219,14.517106437,101.019979259,202.409
220,14.516945419,101.020069312,202.393
221,14.516786989,101.020159111,202.341
222,14.516622874,101.020251895,202.318
223,14.516464486,101.020341968,202.327
224,14.516297905,101.020436124,202.322
225,14.516144605,101.020522287,202.299
226,14.515978466,101.020615085,202.230
227,14.515819789,101.020704813,202.202
228,14.515654103,101.020798680,202.203
229,14.515498208,101.020885853,202.137
230,14.515336993,101.020976433,202.100
231,14.515186506,101.021061812,202.181
232,14.515140762,101.021085434,202.172
233,14.515140314,101.021077673,202.220
234,14.515073437,101.020885221,201.928
235,14.514986400,101.020716524,201.731
236,14.514897854,101.020545967,201.651
237,14.514818984,101.020394856,201.495
238,14.514807587,101.020371515,201.543
239,14.514820890,101.020376644,201.552
240,14.515005475,101.020299234,201.408
241,14.515167780,101.020207073,201.424
242,14.515333641,101.020113878,201.482
243,14.515486660,101.020028367,201.480
244,14.515650768,101.019935587,201.440
245,14.515810711,101.019845521,201.460
246,14.515971468,101.019754241,201.420
247,14.516131528,101.019664203,201.365
248,14.516296796,101.019571794,201.369
249,14.516453873,101.019483423,201.442
250,14.516615701,101.019393944,201.440
251,14.516771576,101.019306367,201.421
252,14.516935528,101.019213727,201.341
253,14.517097734,101.019120758,201.354
254,14.517252273,101.019032723,201.378
255,14.517417068,101.018940152,201.413
256,14.517583345,101.018846156,201.404
257,14.517738843,101.018759607,201.432
258,14.517902304,101.018667493,201.361
259,14.518059798,101.018578285,201.343
260,14.518223584,101.018486112,201.369
261,14.518378610,101.018397887,201.400
262,14.518545329,101.018303201,201.348
263,14.518704418,101.018214675,201.396
264,14.518864578,101.018125679,201.331
265,14.519026326,101.018035175,201.338
266,14.519191511,101.017942972,201.312
267,14.519347757,101.017854978,201.313
268,14.519512625,101.017761577,201.315
269,14.519668906,101.017672690,201.331
270,14.519837734,101.017577722,201.296
271,14.519990622,101.017491685,201.291
272,14.520157164,101.017399501,201.325
273,14.520314407,101.017312062,201.316
274,14.520479320,101.017219184,201.316
275,14.520634154,101.017131445,201.378
276,14.520802771,101.017035206,201.324
277,14.520953984,101.016949386,201.323
278,14.521119800,101.016855614,201.328
279,14.521273145,101.016768268,201.295
280,14.521440948,101.016674058,201.253
281,14.521600450,101.016584807,201.160
282,14.521759835,101.016495082,201.196
283,14.521928007,101.016400095,201.239
284,14.522080575,101.016315046,201.277
285,14.522247396,101.016222701,201.323
286,14.522404623,101.016133814,201.336
287,14.522561295,101.016045283,201.355
288,14.522725438,101.015952225,201.294
289,14.522879720,101.015863245,201.249
290,14.523034089,101.015778249,201.379
291,14.523067300,101.015759609,201.304
292,14.523059711,101.015756522,201.207
293,14.522944751,101.015597393,201.120
294,14.522852042,101.015420615,201.074
295,14.522764074,101.015251612,201.106
296,14.522687992,101.015106012,201.219
297,14.522675688,101.015081662,201.272
298,14.522675079,101.015093689,201.233
299,14.522513439,101.015212020,201.271
300,14.522347392,101.015304407,201.328
301,14.522185025,101.015394010,201.443
302,14.522024429,101.015484318,201.450
303,14.521869845,101.015572301,201.486
304,14.521702713,101.015666196,201.469
305,14.521546027,101.015753829,201.549
306,14.521377339,101.015848285,201.566
307,14.521226186,101.015933374,201.629
308,14.521061813,101.016026092,201.664
309,14.520905759,101.016113957,201.704
310,14.520739070,101.016207583,201.704
311,14.520584137,101.016295347,201.729
312,14.520419710,101.016386842,201.798
313,14.520255216,101.016478534,201.811
314,14.520098932,101.016567048,201.859
315,14.519932667,101.016661356,201.936
316,14.519775741,101.016750202,201.951
317,14.519616278,101.016840641,201.958
318,14.519455267,101.016930816,201.893
319,14.519299332,101.017018516,201.975
320,14.519134627,101.017111118,202.015
321,14.518978108,101.017198996,202.041
322,14.518813227,101.017291734,202.124
323,14.518658057,101.017379639,202.214
324,14.518493675,101.017471829,202.233
325,14.518329162,101.017563981,202.250
326,14.518170171,101.017652697,202.287
327,14.518014895,101.017740653,202.346
328,14.517851493,101.017833130,202.405
329,14.517686685,101.017925881,202.433
330,14.517526802,101.018015038,202.430
331,14.517365965,101.018104570,202.454
332,14.517210072,101.018192433,202.505
333,14.517046733,101.018284960,202.566
334,14.516891043,101.018373484,202.613
335,14.516727262,101.018465977,202.664
336,14.516571342,101.018553864,202.720
337,14.516404935,101.018648991,202.738
338,14.516250124,101.018736734,202.736
339,14.516083053,101.018831172,202.743
340,14.515928805,101.018917349,202.822
341,14.515763872,101.019009473,202.850
342,14.515606115,101.019098642,202.900
343,14.515439171,101.019191130,202.923
344,14.515284216,101.019277509,202.908
345,14.515119921,101.019370794,202.963
346,14.514956042,101.019463821,202.992
347,14.514795183,101.019553931,203.038
348,14.514639003,101.019641611,203.090
349,14.514489913,101.019725781,203.255
350,14.514451111,101.019746624,203.219
351,14.514452281,101.019736490,203.223
352,14.514383902,101.019547469,203.436
353,14.514293881,101.019374971,203.702
354,14.514206240,101.019208044,204.004
355,14.514128943,101.019059118,204.330
356,14.514117600,101.019034686,204.455
357,14.514131393,101.019039914,204.430
358,14.514315189,101.018962497,204.160
359,14.514480706,101.018869641,204.110
360,14.514644473,101.018777584,204.084
361,14.514798498,101.018690778,204.088
362,14.514966645,101.018594655,203.973
363,14.515125986,101.018505476,203.897
364,14.515285729,101.018415750,203.846
365,14.515447527,101.018325202,203.780
366,14.515603919,101.018236815,203.730
367,14.515767402,101.018142848,203.582
368,14.515924381,101.018054247,203.532
369,14.516087496,101.017963357,203.464
370,14.516242385,101.017876414,203.353
371,14.516413405,101.017779656,203.315
372,14.516568020,101.017691682,203.209
373,14.516728588,101.017602308,203.163
374,14.516893979,101.017509175,203.094
375,14.517049656,101.017420946,203.001
376,14.517219807,101.017325294,202.972
377,14.517372776,101.017240400,202.935
378,14.517538156,101.017147798,202.903
379,14.517699875,101.017056179,202.857
380,14.517853825,101.016968815,202.789
381,14.518022435,101.016874281,202.693
382,14.518179085,101.016786299,202.664
383,14.518344572,101.016694116,202.650
384,14.518501539,101.016606321,202.557
385,14.518665919,101.016512795,202.483
386,14.518825105,101.016422351,202.344
387,14.518988163,101.016329582,202.255
388,14.519141056,101.016244972,202.250
389,14.519306712,101.016152261,202.175
390,14.519470776,101.016060154,202.134
391,14.519633538,101.015968496,202.068
392,14.519790374,101.015879831,201.952
393,14.519955821,101.015786326,201.840
394,14.520106513,101.015700799,201.793
395,14.520271204,101.015607766,201.700
396,14.520440705,101.015513323,201.622
397,14.520591688,101.015428604,201.624
398,14.520756311,101.015334905,201.577
399,14.520921385,101.015241959,201.536
400,14.521077029,101.015152258,201.361
401,14.521240848,101.015059800,201.310
402,14.521403450,101.014969441,201.295
403,14.521554996,101.014884451,201.251
404,14.521721585,101.014792200,201.220
405,14.521884087,101.014701726,201.110
406,14.522046930,101.014610352,201.085
407,14.522203523,101.014522353,201.039
408,14.522351864,101.014438983,200.999
409,14.522373111,101.014427297,200.812
410,14.522362277,101.014423156,200.802
411,14.522245227,101.014263452,200.486
412,14.522150677,101.014082464,200.028
413,14.522064538,101.013919713,199.737
414,14.521985352,101.013770712,199.608
415,14.521974938,101.013749556,199.660
416,14.521974026,101.013761220,199.661
417,14.521814232,101.013881277,199.587
418,14.521646616,101.013974059,199.646
419,14.521482052,101.014064622,199.792
420,14.521319784,101.014155831,199.836
421,14.521168535,101.014241336,199.952
422,14.521003223,101.014333932,199.988
423,14.520846259,101.014421526,200.044
424,14.520680316,101.014514345,200.043
425,14.520527537,101.014600852,200.130
426,14.520358031,101.014696301,200.235
427,14.520202904,101.014783639,200.325
428,14.520040011,101.014874876,200.419
429,14.519884380,101.014962897,200.526
430,14.519717885,101.015057520,200.664
431,14.519560229,101.015145797,200.833
432,14.519396378,101.015237948,200.909
433,14.519239918,101.015326272,200.994
434,14.519075501,101.015419092,201.034
435,14.518907186,101.015513952,201.138
436,14.518753495,101.015600160,201.187
437,14.518586176,101.015694606,201.257
438,14.518434667,101.015779937,201.320
439,14.518270329,101.015872368,201.423
440,14.518108751,101.015963293,201.435
441,14.517949561,101.016052850,201.472
442,14.517786513,101.016145100,201.570
443,14.517622924,101.016237300,201.651
444,14.517463363,101.016326570,201.690
445,14.517299871,101.016417602,201.769
446,14.517143521,101.016504233,201.786
447,14.516977486,101.016597932,201.869
448,14.516820860,101.016686356,201.949
449,14.516655501,101.016779775,202.047
450,14.516499093,101.016867877,202.146
451,14.516340861,101.016956830,202.223
452,14.516176569,101.017048843,202.279
453,14.516011900,101.017142570,202.351
454,14.515857316,101.017230229,202.430
455,14.515696928,101.017320394,202.575
456,14.515533891,101.017411104,202.596
457,14.515377125,101.017500690,202.634
458,14.515213114,101.017592645,202.657
459,14.515057013,101.017679887,202.691
460,14.514888644,101.017775132,202.824
461,14.514736443,101.017861336,202.921
462,14.514570010,101.017955517,202.984
463,14.514412681,101.018044397,203.031
464,14.514249538,101.018136968,203.093
465,14.514091073,101.018226044,203.116
466,14.513925007,101.018318277,203.190
467,14.513780229,101.018398971,203.335
468,14.513758214,101.018409676,203.322
469,14.513758839,101.018401404,203.360
470,14.513692187,101.018209057,202.982
471,14.513604374,101.018039828,202.647
472,14.513516314,101.017871974,202.412
473,14.513436234,101.017719614,202.168
474,14.513424719,101.017695849,202.227
475,14.513446137,101.017701119,202.251
476,14.513620837,101.017625979,202.052
477,14.513781776,101.017534968,201.995
478,14.513944976,101.017442716,202.010
479,14.514104435,101.017352614,202.002
480,14.514268311,101.017259521,201.919
481,14.514427152,101.017170023,201.812
482,14.514592042,101.017078305,201.803
483,14.514743927,101.016993048,201.765
484,14.514910180,101.016899635,201.728
485,14.515067230,101.016811708,201.726
486,14.515231602,101.016718929,201.568
487,14.515395579,101.016625905,201.500
488,14.515551773,101.016537929,201.406
489,14.515716534,101.016445514,201.359
490,14.515873387,101.016358099,201.344
491,14.516033764,101.016268007,201.306
492,14.516201213,101.016174197,201.201
493,14.516355206,101.016086951,201.214
494,14.516522501,101.015993092,201.186
495,14.516678900,101.015904522,201.059
496,14.516835995,101.015815731,201.014
497,14.517002200,101.015719936,200.890
498,14.517160663,101.015630872,200.874
499,14.517320606,101.015542070,200.851
500,14.517484027,101.015450173,200.808
501,14.517638988,101.015362579,200.721
502,14.517803313,101.015268661,200.627
503,14.517970003,101.015175104,200.608
504,14.518127305,101.015087723,200.654
505,14.518285502,101.015000067,200.635
506,14.518447883,101.014908442,200.536
507,14.518614929,101.014813394,200.449
508,14.518771110,101.014724532,200.354
509,14.518933548,101.014632968,200.308
510,14.519093343,101.014543328,200.216
511,14.519255107,101.014452957,200.225
512,14.519411908,101.014364210,200.208
513,14.519579616,101.014269951,200.165
514,14.519737800,101.014181498,200.102
515,14.519892673,101.014094418,200.055
516,14.520057204,101.014001447,200.000
517,14.520223646,101.013907234,199.942
518,14.520377928,101.013820084,199.896
519,14.520542839,101.013727370,199.855
520,14.520699363,101.013640220,199.715
521,14.520862040,101.013547450,199.618
522,14.521026696,101.013455609,199.580
523,14.521181643,101.013367693,199.502
524,14.521345646,101.013275185,199.515
525,14.521502706,101.013186749,199.472
526,14.521653089,101.013104300,199.689
527,14.521668157,101.013094449,199.495
528,14.521657399,101.013089338,199.471
529,14.521546611,101.012930799,199.162
530,14.521455002,101.012757900,198.973
531,14.521367920,101.012591816,198.808
532,14.521287416,101.012437989,198.723
533,14.521276529,101.012416562,198.779
534,14.521269551,101.012438235,198.766
535,14.521113362,101.012547894,198.661
536,14.520951599,101.012637623,198.745
537,14.520786425,101.012729195,198.833
538,14.520628273,101.012817044,198.881
539,14.520463457,101.012910579,198.917
540,14.520307254,101.012998858,198.970
541,14.520145378,101.013089951,199.023
542,14.519979412,101.013182872,199.050
543,14.519824765,101.013269980,199.135
544,14.519653228,101.013366365,199.219
545,14.519501515,101.013451767,199.295
546,14.519345434,101.013539516,199.347
547,14.519181178,101.013632377,199.401
548,14.519017378,101.013725307,199.455
549,14.518857598,101.013815133,199.503
550,14.518695862,101.013906197,199.573
551,14.518536229,101.013995052,199.590
552,14.518372816,101.014085853,199.673
553,14.518215023,101.014174703,199.729
554,14.518053598,101.014265871,199.753
555,14.517886915,101.014360177,199.814
556,14.517728067,101.014450541,199.866
557,14.517564625,101.014542222,199.919
558,14.517407000,101.014630732,200.001
559,14.517249096,101.014718723,200.051
560,14.517084335,101.014811358,200.086
561,14.516927171,101.014900565,200.161
562,14.516771357,101.014989401,200.238
563,14.516606156,101.015082040,200.390
564,14.516445418,101.015171799,200.516
565,14.516287389,101.015261278,200.569
566,14.516122945,101.015354219,200.634
567,14.515965594,101.015442818,200.664
568,14.515800925,101.015535453,200.752
569,14.515644966,101.015623651,200.810
570,14.515488036,101.015712662,200.898
571,14.515328541,101.015802077,200.904
572,14.515163300,101.015894814,200.995
573,14.514994326,101.015988643,200.986
574,14.514839562,101.016076367,201.070
575,14.514682826,101.016163772,201.125
576,14.514518227,101.016256003,201.186
577,14.514362643,101.016344585,201.267
578,14.514192244,101.016440837,201.332
579,14.514034948,101.016528975,201.389
580,14.513878884,101.016616326,201.439
581,14.513713156,101.016709281,201.479
582,14.513553041,101.016799048,201.476
583,14.513397682,101.016887285,201.557
584,14.513234467,101.016979851,201.631
585,14.513084939,101.017063500,201.713
586,14.513067654,101.017072110,201.761
