DJI_20211224092312_0125.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00272898, 0.0117999, -0.150428, -0.0096376, -0.00203364, -0.00646383
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00747905, -0.00192546, 0.0376024, 0.431109, -0.00476157, -0.00049146
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00453055, 0.0179854, -0.0774343, -0.0134516, 0.482549, -0.00781629
0.0269472, -0.00757214, 0.0108234, -0.00640596, 7.04773e-05, -0.00272898, 0.00747905, -0.00453055, 1, -0.0345712, 0.0265211, 0.423156, 0.690657, -0.00979832
-0.0836915, 0.0148344, -0.0180847, 0.0225085, -0.0015143, 0.0117999, -0.00192546, 0.0179854, -0.0345712, 1, -0.0807815, -0.72486, 0.367985, 0.0184841
0.997902, -0.120653, 0.242408, -0.272293, 0.0274599, -0.150428, 0.0376024, -0.0774343, 0.0265211, -0.0807815, 1, 0.0970052, -0.0680241, -0.0241632
0.0996483, -0.0139232, 0.469433, -0.0211813, -0.00298633, -0.0096376, 0.431109, -0.0134516, 0.423156, -0.72486, 0.0970052, 1, 0.0121093, 0.0886619
-0.0704477, 0.519793, -0.0177956, 0.00399801, 0.0118485, -0.00203364, -0.00476157, 0.482549, 0.690657, 0.367985, -0.0680241, 0.0121093, 1, -0.00153456
-0.0251157, -0.00930117, -0.00649793, -0.00142599, 0.00897891, -0.00646383, -0.00049146, -0.00781629, -0.00979832, 0.0184841, -0.0241632, 0.0886619, -0.00153456, 1
DJI_20211224092533_0215.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0261211, -0.0821364, 0.997739, 0.101177, -0.0692452, -0.0217875
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00688991, 0.0147673, -0.120861, -0.0138011, 0.513658, -0.00651999
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0103674, -0.0186455, 0.242316, 0.467859, -0.0178438, -0.00454796
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00756294, 0.0229057, -0.272392, -0.0239373, 0.00148673, -0.00147489
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00220921, -0.00251397, 0.0276548, -0.000197344, 0.0148272, 0.00789984
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00526971, 0.0127116, -0.150632, -0.0127628, -0.00556551, -0.00567708
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00720792, -0.00223877, 0.0374887, 0.428838, -0.0048217, -0.000392089
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00438286, 0.0167557, -0.0775963, -0.012349, 0.476113, -0.00529169
0.0261211, -0.00688991, 0.0103674, -0.00756294, 0.00220921, -0.00526971, 0.00720792, -0.00438286, 1, -0.0306517, 0.0243116, 0.419675, 0.694955, -0.010265
-0.0821364, 0.0147673, -0.0186455, 0.0229057, -0.00251397, 0.0127116, -0.00223877, 0.0167557, -0.0306517, 1, -0.0811442, -0.726429, 0.370948, 0.00799866
0.997739, -0.120861, 0.242316, -0.272392, 0.0276548, -0.150632, 0.0374887, -0.0775963, 0.0243116, -0.0811442, 1, 0.0996044, -0.0698322, -0.0209421
0.101177, -0.0138011, 0.467859, -0.0239373, -0.000197344, -0.0127628, 0.428838, -0.012349, 0.419675, -0.726429, 0.0996044, 1, 0.0106803, 0.0684
-0.0692452, 0.513658, -0.0178438, 0.00148673, 0.0148272, -0.00556551, -0.0048217, 0.476113, 0.694955, 0.370948, -0.0698322, 0.0106803, 1, -0.00564268
-0.0217875, -0.00651999, -0.00454796, -0.00147489, 0.00789984, -0.00567708, -0.000392089, -0.00529169, -0.010265, 0.00799866, -0.0209421, 0.0684, -0.00564268, 1
DJI_20211224092535_0216.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0247536, -0.0812659, 0.997862, 0.103942, -0.0718183, -0.0187961
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00671887, 0.015299, -0.121024, -0.0145106, 0.516491, -0.00331652
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0095526, -0.0167415, 0.242475, 0.473143, -0.0179765, -0.00304797
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00643802, 0.021776, -0.272401, -0.0236189, 0.000906807, -0.00298959
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00129589, -0.00140416, 0.0275835, -0.00164371, 0.0159497, 0.00857666
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00416023, 0.0115543, -0.15053, -0.0115673, -0.00617425, -0.00644601
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00767063, -0.00146503, 0.037486, 0.434902, -0.00390913, -1.26113e-05
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00357867, 0.0169903, -0.0778441, -0.0120527, 0.479364, -0.00317174
0.0247536, -0.00671887, 0.0095526, -0.00643802, 0.00129589, -0.00416023, 0.00767063, -0.00357867, 1, -0.0278238, 0.0234873, 0.413364, 0.693137, -0.0222776
-0.0812659, 0.015299, -0.0167415, 0.021776, -0.00140416, 0.0115543, -0.00146503, 0.0169903, -0.0278238, 1, -0.0811591, -0.726073, 0.37712, -0.00155235
0.997862, -0.121024, 0.242475, -0.272401, 0.0275835, -0.15053, 0.037486, -0.0778441, 0.0234873, -0.0811591, 1, 0.103204, -0.0725002, -0.0176267
0.103942, -0.0145106, 0.473143, -0.0236189, -0.00164371, -0.0115673, 0.434902, -0.0120527, 0.413364, -0.726073, 0.103204, 1, 0.00206735, 0.0665345
-0.0718183, 0.516491, -0.0179765, 0.000906807, 0.0159497, -0.00617425, -0.00390913, 0.479364, 0.693137, 0.37712, -0.0725002, 0.00206735, 1, -0.013902
-0.0187961, -0.00331652, -0.00304797, -0.00298959, 0.00857666, -0.00644601, -1.26113e-05, -0.00317174, -0.0222776, -0.00155235, -0.0176267, 0.0665345, -0.013902, 1
DJI_20211224092536_0217.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0249148, -0.0802907, 0.998032, 0.106343, -0.0735848, -0.0153078
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00817948, 0.0156204, -0.120835, -0.015981, 0.518698, 0.00438896
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00779906, -0.015586, 0.242794, 0.478517, -0.0194093, 0.00181435
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00514546, 0.0274107, -0.272113, -0.0282823, 0.00470299, -0.00193999
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.000864962, -0.0085147, 0.0272726, 0.00291229, 0.0113882, 0.00665936
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00142472, 0.019059, -0.150277, -0.016434, -0.000555479, -0.00489885
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00600062, -0.00176469, 0.0375676, 0.441006, -0.00490627, 0.0041315
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00427917, 0.0177806, -0.0777338, -0.0128381, 0.482076, 0.00198468
0.0249148, -0.00817948, 0.00779906, -0.00514546, -0.000864962, -0.00142472, 0.00600062, -0.00427917, 1, -0.027375, 0.0237836, 0.405926, 0.69193, 0.00377525
-0.0802907, 0.0156204, -0.015586, 0.0274107, -0.0085147, 0.019059, -0.00176469, 0.0177806, -0.027375, 1, -0.0824603, -0.728408, 0.381545, 0.00257628
0.998032, -0.120835, 0.242794, -0.272113, 0.0272726, -0.150277, 0.0375676, -0.0777338, 0.0237836, -0.0824603, 1, 0.109116, -0.0748899, -0.0146628
0.106343, -0.015981, 0.478517, -0.0282823, 0.00291229, -0.016434, 0.441006, -0.0128381, 0.405926, -0.728408, 0.109116, 1, -0.00825345, 0.084938
-0.0735848, 0.518698, -0.0194093, 0.00470299, 0.0113882, -0.000555479, -0.00490627, 0.482076, 0.69193, 0.381545, -0.0748899, -0.00825345, 1, -0.00947202
-0.0153078, 0.00438896, 0.00181435, -0.00193999, 0.00665936, -0.00489885, 0.0041315, 0.00198468, 0.00377525, 0.00257628, -0.0146628, 0.084938, -0.00947202, 1
DJI_20211224092538_0218.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0199711, -0.082927, 0.998404, 0.105111, -0.085164, -0.00746488
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00806192, 0.0141052, -0.120695, -0.0159836, 0.531274, 0.0205256
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00564499, -0.0178563, 0.24366, 0.472491, -0.0246898, 0.00399881
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0105212, 0.0187775, -0.272401, -0.0243457, -0.0038045, 0.00644015
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00654514, 0.00274378, 0.0276842, -0.00253682, 0.0246394, -0.00374978
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00858723, 0.00752123, -0.150912, -0.0101131, -0.0130549, 0.00384705
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.0056376, -0.000992136, 0.0378733, 0.432767, -0.00508968, 0.00650467
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00417957, 0.0157199, -0.0775715, -0.0119851, 0.493389, 0.0112038
0.0199711, -0.00806192, 0.00564499, -0.0105212, 0.00654514, -0.00858723, 0.0056376, -0.00417957, 1, -0.0284822, 0.0237872, 0.387807, 0.676315, 0.0408475
-0.082927, 0.0141052, -0.0178563, 0.0187775, 0.00274378, 0.00752123, -0.000992136, 0.0157199, -0.0284822, 1, -0.0880485, -0.751876, 0.400697, 0.0505878
0.998404, -0.120695, 0.24366, -0.272401, 0.0276842, -0.150912, 0.0378733, -0.0775715, 0.0237872, -0.0880485, 1, 0.114424, -0.0802965, -0.00529533
0.105111, -0.0159836, 0.472491, -0.0243457, -0.00253682, -0.0101131, 0.432767, -0.0119851, 0.387807, -0.751876, 0.114424, 1, -0.0531727, 0.14088
-0.085164, 0.531274, -0.0246898, -0.0038045, 0.0246394, -0.0130549, -0.00508968, 0.493389, 0.676315, 0.400697, -0.0802965, -0.0531727, 1, 0.00200724
-0.00746488, 0.0205256, 0.00399881, 0.00644015, -0.00374978, 0.00384705, 0.00650467, 0.0112038, 0.0408475, 0.0505878, -0.00529533, 0.14088, 0.00200724, 1
DJI_20211224092539_0219.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0238167, -0.0846634, 0.998523, 0.115527, -0.0841144, -0.00884156
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.010359, 0.0120508, -0.120183, -0.0147797, 0.532692, 0.0141851
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00799356, -0.0197635, 0.243287, 0.479239, -0.0214142, 0.0134178
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0117796, 0.0212596, -0.272419, -0.0283487, -0.00402121, 0.00258953
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00796163, 0.000519836, 0.0275319, -0.000585801, 0.0259529, -0.000999594
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0111297, 0.0100048, -0.150699, -0.0135846, -0.0152187, 0.00244435
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00754209, -0.00395168, 0.0377505, 0.438191, -0.00305057, 0.0174309
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00643727, 0.0134394, -0.0769515, -0.0115421, 0.49374, 0.00896256
0.0238167, -0.010359, 0.00799356, -0.0117796, 0.00796163, -0.0111297, 0.00754209, -0.00643727, 1, -0.0249089, 0.0252489, 0.398479, 0.682408, 0.00363946
-0.0846634, 0.0120508, -0.0197635, 0.0212596, 0.000519836, 0.0100048, -0.00395168, 0.0134394, -0.0249089, 1, -0.0870061, -0.745192, 0.390633, 0.0466831
0.998523, -0.120183, 0.243287, -0.272419, 0.0275319, -0.150699, 0.0377505, -0.0769515, 0.0252489, -0.0870061, 1, 0.119575, -0.0795043, -0.00747
0.115527, -0.0147797, 0.479239, -0.0283487, -0.000585801, -0.0135846, 0.438191, -0.0115421, 0.398479, -0.745192, 0.119575, 1, -0.02837, 0.139112
-0.0841144, 0.532692, -0.0214142, -0.00402121, 0.0259529, -0.0152187, -0.00305057, 0.49374, 0.682408, 0.390633, -0.0795043, -0.02837, 1, 0.0216486
-0.00884156, 0.0141851, 0.0134178, 0.00258953, -0.000999594, 0.00244435, 0.0174309, 0.00896256, 0.00363946, 0.0466831, -0.00747, 0.139112, 0.0216486, 1
DJI_20211224092541_0220.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0250006, -0.0850792, 0.998564, 0.12721, -0.0844774, -0.0093302
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00974271, 0.00964059, -0.120285, -0.0135395, 0.533665, 0.00733423
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00901493, -0.0182967, 0.242879, 0.483797, -0.0174884, 0.00964549
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00734013, 0.0214306, -0.272244, -0.0281026, -6.45762e-05, -5.27526e-05
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00165927, 0.000926142, 0.0273012, -0.00491871, 0.0208802, 0.000990741
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00415481, 0.00905152, -0.15045, -0.00981139, -0.009617, 0.00138474
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.0087559, -0.0025934, 0.0376024, 0.440651, 0.000797392, 0.0133556
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00457143, 0.0109731, -0.077161, -0.0104465, 0.494991, 0.00679984
0.0250006, -0.00974271, 0.00901493, -0.00734013, 0.00165927, -0.00415481, 0.0087559, -0.00457143, 1, -0.0237346, 0.0263181, 0.404634, 0.683228, -0.0407465
-0.0850792, 0.00964059, -0.0182967, 0.0214306, 0.000926142, 0.00905152, -0.0025934, 0.0109731, -0.0237346, 1, -0.0835653, -0.737673, 0.383896, 0.0482056
0.998564, -0.120285, 0.242879, -0.272244, 0.0273012, -0.15045, 0.0376024, -0.077161, 0.0263181, -0.0835653, 1, 0.126382, -0.0782042, -0.00830398
0.12721, -0.0135395, 0.483797, -0.0281026, -0.00491871, -0.00981139, 0.440651, -0.0104465, 0.404634, -0.737673, 0.126382, 1, -0.0124591, 0.124898
-0.0844774, 0.533665, -0.0174884, -6.45762e-05, 0.0208802, -0.009617, 0.000797392, 0.494991, 0.683228, 0.383896, -0.0782042, -0.0124591, 1, 0.0351209
-0.0093302, 0.00733423, 0.00964549, -5.27526e-05, 0.000990741, 0.00138474, 0.0133556, 0.00679984, -0.0407465, 0.0482056, -0.00830398, 0.124898, 0.0351209, 1
DJI_20211224092542_0221.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0230597, -0.0892228, 0.998611, 0.133089, -0.0845124, -0.0082375
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0117332, 0.0168724, -0.120215, -0.020227, 0.539328, -0.00623843
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00365498, -0.0179242, 0.242669, 0.488835, -0.0171336, 0.00854724
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00569917, 0.0256653, -0.271986, -0.02925, 0.0032681, 0.000795665
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.000599578, -0.00536397, 0.027068, -0.0030437, 0.0146245, -0.000585448
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0006728, 0.0178885, -0.150219, -0.0138508, -0.00124858, 0.00333505
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00242433, -0.00384587, 0.0377341, 0.445991, -0.00125222, 0.010591
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00540428, 0.0216659, -0.0771661, -0.0203112, 0.50294, -0.00342242
0.0230597, -0.0117332, 0.00365498, -0.00569917, -0.000599578, -0.0006728, 0.00242433, -0.00540428, 1, -0.0381793, 0.0225383, 0.424105, 0.681761, -0.0847719
-0.0892228, 0.0168724, -0.0179242, 0.0256653, -0.00536397, 0.0178885, -0.00384587, 0.0216659, -0.0381793, 1, -0.083795, -0.723021, 0.359961, 0.0208555
0.998611, -0.120215, 0.242669, -0.271986, 0.027068, -0.150219, 0.0377341, -0.0771661, 0.0225383, -0.083795, 1, 0.126716, -0.0782793, -0.00782948
0.133089, -0.020227, 0.488835, -0.02925, -0.0030437, -0.0138508, 0.445991, -0.0203112, 0.424105, -0.723021, 0.126716, 1, 0.0222583, 0.130138
-0.0845124, 0.539328, -0.0171336, 0.0032681, 0.0146245, -0.00124858, -0.00125222, 0.50294, 0.681761, 0.359961, -0.0782793, 0.0222583, 1, 0.0376668
-0.0082375, -0.00623843, 0.00854724, 0.000795665, -0.000585448, 0.00333505, 0.010591, -0.00342242, -0.0847719, 0.0208555, -0.00782948, 0.130138, 0.0376668, 1
DJI_20211224092544_0222.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0258375, -0.0819207, 0.998325, 0.13663, -0.0768913, -0.00217321
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00971968, 0.0145459, -0.120162, -0.0186351, 0.525781, 0.00626099
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00757626, -0.0181991, 0.242681, 0.482692, -0.0125455, 0.0186072
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0054293, 0.0214565, -0.272204, -0.0286314, 0.0020614, 0.00224923
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.00090741, -0.0016847, 0.0273187, -0.00575047, 0.0151715, -0.00377024
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00123006, 0.0127271, -0.150415, -0.0109902, -0.00357634, 0.00583418
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00545717, -0.00488145, 0.0375979, 0.438427, 0.00163942, 0.0172186
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00520448, 0.018596, -0.0768992, -0.0184675, 0.48845, 0.00557918
0.0258375, -0.00971968, 0.00757626, -0.0054293, -0.00090741, -0.00123006, 0.00545717, -0.00520448, 1, -0.0319363, 0.0232568, 0.416894, 0.682199, -0.0170601
-0.0819207, 0.0145459, -0.0181991, 0.0214565, -0.0016847, 0.0127271, -0.00488145, 0.018596, -0.0319363, 1, -0.0818721, -0.720474, 0.362135, -0.00358997
0.998325, -0.120162, 0.242681, -0.272204, 0.0273187, -0.150415, 0.0375979, -0.0768992, 0.0232568, -0.0818721, 1, 0.134431, -0.0766609, -0.0024581
0.13663, -0.0186351, 0.482692, -0.0286314, -0.00575047, -0.0109902, 0.438427, -0.0184675, 0.416894, -0.720474, 0.134431, 1, 0.0180224, 0.131957
-0.0768913, 0.525781, -0.0125455, 0.0020614, 0.0151715, -0.00357634, 0.00163942, 0.48845, 0.682199, 0.362135, -0.0766609, 0.0180224, 1, 0.0656241
-0.00217321, 0.00626099, 0.0186072, 0.00224923, -0.00377024, 0.00583418, 0.0172186, 0.00557918, -0.0170601, -0.00358997, -0.0024581, 0.131957, 0.0656241, 1
DJI_20211224092545_0223.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0261248, -0.0819119, 0.998253, 0.14068, -0.076238, 4.29773e-05
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00956871, 0.0137582, -0.120396, -0.0186309, 0.520429, 0.0102936
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0077921, -0.0178855, 0.242515, 0.478045, -0.0103854, 0.0142683
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00624135, 0.0191918, -0.272426, -0.028137, -0.000379664, 0.00139795
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.000225864, 0.00139945, 0.0276544, -0.00802251, 0.0181222, -0.00382038
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0027771, 0.00914891, -0.150815, -0.00879075, -0.00713234, 0.00580413
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00512583, -0.00358446, 0.0374547, 0.432186, 0.00322295, 0.0114358
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00508783, 0.0174884, -0.0771326, -0.0184125, 0.483205, 0.00946587
0.0261248, -0.00956871, 0.0077921, -0.00624135, 0.000225864, -0.0027771, 0.00512583, -0.00508783, 1, -0.0329358, 0.0243487, 0.417231, 0.678644, -0.0161273
-0.0819119, 0.0137582, -0.0178855, 0.0191918, 0.00139945, 0.00914891, -0.00358446, 0.0174884, -0.0329358, 1, -0.0825526, -0.716019, 0.357122, -0.00243984
0.998253, -0.120396, 0.242515, -0.272426, 0.0276544, -0.150815, 0.0374547, -0.0771326, 0.0243487, -0.0825526, 1, 0.139051, -0.0760105, -0.000530915
0.14068, -0.0186309, 0.478045, -0.028137, -0.00802251, -0.00879075, 0.432186, -0.0184125, 0.417231, -0.716019, 0.139051, 1, 0.0224499, 0.130952
-0.076238, 0.520429, -0.0103854, -0.000379664, 0.0181222, -0.00713234, 0.00322295, 0.483205, 0.678644, 0.357122, -0.0760105, 0.0224499, 1, 0.0861678
4.29773e-05, 0.0102936, 0.0142683, 0.00139795, -0.00382038, 0.00580413, 0.0114358, 0.00946587, -0.0161273, -0.00243984, -0.000530915, 0.130952, 0.0861678, 1
DJI_20211224092546_0224.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
