imageName longitude latitude altitude Omega Phi Kappa
DJI_20211224092355_0154.JPG 101.01459571 14.51816385 154.39455370 -0.08723131 -0.12547859 25.16384710
DJI_20211224092356_0155.JPG 101.01451205 14.51832333 154.41264957 -0.07949690 -0.12241706 25.15782458
DJI_20211224092358_0156.JPG 101.01442413 14.51849048 154.39740529 -0.05803410 -0.12071904 25.15641151
DJI_20211224092359_0157.JPG 101.01433287 14.51866386 154.41304779 -0.03064444 -0.11406170 25.16845883
DJI_20211224092401_0158.JPG 101.01424703 14.51882653 154.41368724 -0.01918111 -0.11616020 25.18144334
DJI_20211224092402_0159.JPG 101.01416212 14.51898695 154.40633060 -0.04263572 -0.12690226 25.16987392
DJI_20211224092404_0160.JPG 101.01407259 14.51915668 154.37937249 -0.05627814 -0.11905062 25.14159688
DJI_20211224092405_0161.JPG 101.01398264 14.51932696 154.34089212 -0.08846654 -0.10380413 25.13905649
DJI_20211224092406_0162.JPG 101.01390307 14.51947750 154.36891970 -0.11543151 -0.10030765 25.14375857
DJI_20211224092408_0163.JPG 101.01381251 14.51965049 154.37226702 -0.11898032 -0.09940858 25.15411325
DJI_20211224092409_0164.JPG 101.01372640 14.51981498 154.37413048 -0.12221197 -0.09990503 25.15555222
DJI_20211224092411_0165.JPG 101.01363780 14.51998336 154.37900677 -0.12159429 -0.09752076 25.13808727
DJI_20211224092412_0166.JPG 101.01355387 14.52014286 154.36413875 -0.11219886 -0.10309896 25.14710200
DJI_20211224092414_0167.JPG 101.01346768 14.52030735 154.40932631 -0.09774329 -0.10341118 25.17044061
DJI_20211224092415_0168.JPG 101.01337860 14.52047707 154.40102866 -0.08658926 -0.09807272 25.17607595
DJI_20211224092417_0169.JPG 101.01329042 14.52064520 154.33342810 -0.09538111 -0.10735043 25.19708508
DJI_20211224092451_0186.JPG 101.01382205 14.52085431 154.41562182 0.21413793 -0.03389271 -151.23670768
DJI_20211224092452_0187.JPG 101.01390247 14.52070203 154.38909835 0.17117465 -0.07054128 -151.23817051
DJI_20211224092453_0188.JPG 101.01399060 14.52053498 154.38742485 0.14205639 -0.08752440 -151.25052877
DJI_20211224092455_0189.JPG 101.01407875 14.52036768 154.34723919 0.15832152 -0.09590702 -151.28088184
DJI_20211224092456_0190.JPG 101.01416803 14.52019711 154.39423068 0.16013785 -0.09722479 -151.30471119
DJI_20211224092458_0191.JPG 101.01424998 14.52004172 154.41975540 0.14403540 -0.10801318 -151.30724218
DJI_20211224092459_0192.JPG 101.01433832 14.51987376 154.40696146 0.13557902 -0.11249567 -151.30092188
DJI_20211224092501_0193.JPG 101.01442752 14.51970399 154.39659516 0.13840592 -0.10122677 -151.29875890
DJI_20211224092502_0194.JPG 101.01451494 14.51953788 154.45102511 0.14248461 -0.08074340 -151.29464982
DJI_20211224092504_0195.JPG 101.01459713 14.51938122 154.43638410 0.14050686 -0.06365448 -151.26505902
DJI_20211224092505_0196.JPG 101.01468631 14.51921142 154.39645379 0.15917234 -0.05926779 -151.29587711
DJI_20211224092507_0197.JPG 101.01477418 14.51904455 154.43344402 0.14880141 -0.05059182 -151.36252762
DJI_20211224092508_0198.JPG 101.01486436 14.51887493 154.40472217 0.15956961 -0.04471873 -151.34024710
DJI_20211224092510_0199.JPG 101.01494529 14.51872203 154.39701430 0.17164227 -0.03513714 -151.31720578
DJI_20211224092511_0200.JPG 101.01503410 14.51855374 154.38732122 0.20097269 -0.03682872 -151.32194880
DJI_20211224092513_0201.JPG 101.01512590 14.51837812 154.35689526 0.22733988 -0.02456672 -151.34242985
DJI_20211224092514_0202.JPG 101.01520604 14.51822433 154.34654016 0.23841924 -0.00634470 -151.36162153
DJI_20211224092516_0203.JPG 101.01529734 14.51805115 154.31669327 0.23573911 0.00224265 -151.38545666
DJI_20211224092517_0204.JPG 101.01538279 14.51788865 154.31248538 0.25884638 0.01418034 -151.37673420
DJI_20211224092519_0205.JPG 101.01547113 14.51772139 154.32648989 0.24724757 0.02377487 -151.38341655
DJI_20211224092520_0206.JPG 101.01555385 14.51756425 154.33975629 0.27251483 0.03858539 -151.37841260
DJI_20211224092521_0207.JPG 101.01564223 14.51739630 154.35257632 0.29800338 0.05026503 -151.38242671
DJI_20211224092523_0208.JPG 101.01573309 14.51722339 154.34038676 0.31269782 0.05990174 -151.38092048
DJI_20211224092524_0209.JPG 101.01582116 14.51705633 154.32863079 0.33456257 0.07833512 -151.39259868
DJI_20211224092526_0210.JPG 101.01590693 14.51689389 154.33481799 0.34432520 0.08646692 -151.38512331
DJI_20211224092527_0211.JPG 101.01599346 14.51672981 154.35897128 0.35059491 0.09662983 -151.38653576
DJI_20211224092529_0212.JPG 101.01608164 14.51656259 154.37146116 0.35658568 0.08663807 -151.39020321
DJI_20211224092530_0213.JPG 101.01616920 14.51639606 154.39777806 0.35893465 0.08573453 -151.40727356
DJI_20211224092532_0214.JPG 101.01625098 14.51624029 154.38980171 0.36995630 0.09013323 -151.42325480
DJI_20211224092533_0215.JPG 101.01633951 14.51607177 154.37745078 0.36157833 0.07219546 -151.43578520
DJI_20211224092535_0216.JPG 101.01643036 14.51589883 154.38234681 0.35148915 0.06572127 -151.42765769
DJI_20211224092536_0217.JPG 101.01650989 14.51574695 154.38371379 0.34537299 0.06504875 -151.40795753
DJI_20211224092538_0218.JPG 101.01659824 14.51557838 154.39972818 0.35800765 0.06776872 -151.40547291
DJI_20211224092539_0219.JPG 101.01668718 14.51541024 154.40105484 0.34690978 0.06269341 -151.41454204
DJI_20211224092541_0220.JPG 101.01677032 14.51525326 154.37981355 0.32083938 0.05412894 -151.41031973
DJI_20211224092542_0221.JPG 101.01685892 14.51508537 154.38297436 0.33464039 0.04646492 -151.38791617
DJI_20211224092544_0222.JPG 101.01694730 14.51491744 154.38285888 0.30250919 0.03501256 -151.40789883
DJI_20211224092545_0223.JPG 101.01703570 14.51475001 154.40061961 0.29577754 0.03509612 -151.42086837
DJI_20211224092546_0224.JPG 101.01711941 14.51459072 154.43082740 0.26887873 0.03651336 -151.44271538
DJI_20211224092548_0225.JPG 101.01720761 14.51442372 154.43361255 0.23163246 0.02620412 -151.46436907
DJI_20211224092549_0226.JPG 101.01729643 14.51425543 154.46100353 0.20289500 0.00543143 -151.49690651
DJI_20211224092551_0227.JPG 101.01738195 14.51409154 154.41722195 0.18412700 0.00568449 -151.50679059
DJI_20211224092552_0228.JPG 101.01746743 14.51392732 154.39189534 0.20083215 0.02952241 -151.49896838
DJI_20211224092554_0229.JPG 101.01755567 14.51375861 154.39650837 0.21356467 0.04040974 -151.47401426
DJI_20211224092555_0230.JPG 101.01764348 14.51359166 154.39993304 0.20581719 0.05469861 -151.44196254
DJI_20211224092638_0253.JPG 101.01812451 14.51390142 154.44074463 0.02868510 -0.08111159 24.98858513
DJI_20211224092639_0254.JPG 101.01803628 14.51406930 154.45093856 0.03093346 -0.03719124 25.04538857
DJI_20211224092641_0255.JPG 101.01794865 14.51423648 154.41434766 0.00762445 -0.01648368 25.07427606
DJI_20211224092642_0256.JPG 101.01786046 14.51440525 154.36742647 -0.03076693 0.00136517 25.14133383
DJI_20211224092644_0257.JPG 101.01777804 14.51456231 154.33100665 -0.05745532 0.00834431 25.17986169
DJI_20211224092645_0258.JPG 101.01768952 14.51473054 154.33835463 -0.07131265 0.02887050 25.20197279
DJI_20211224092647_0259.JPG 101.01760163 14.51489687 154.34956165 -0.10376007 0.03059468 25.21305909
DJI_20211224092648_0260.JPG 101.01751417 14.51506291 154.34834120 -0.09442705 0.05160513 25.19629047
DJI_20211224092650_0261.JPG 101.01742879 14.51522515 154.32943316 -0.08509448 0.06139079 25.17920811
DJI_20211224092651_0262.JPG 101.01734056 14.51539371 154.33210771 -0.08489708 0.06185595 25.18167654
DJI_20211224092653_0263.JPG 101.01725848 14.51554972 154.32625458 -0.08234748 0.06793833 25.16805388
DJI_20211224092654_0264.JPG 101.01717022 14.51571659 154.33712281 -0.09015679 0.07276097 25.17627289
DJI_20211224092656_0265.JPG 101.01708066 14.51588632 154.33705379 -0.08991506 0.05297166 25.16229593
DJI_20211224092657_0266.JPG 101.01699204 14.51605495 154.33298017 -0.08292026 0.03820592 25.15629380
DJI_20211224092659_0267.JPG 101.01691044 14.51621023 154.34567628 -0.07506476 0.03352039 25.14851125
DJI_20211224092700_0268.JPG 101.01682092 14.51637975 154.36271616 -0.05768124 0.02036701 25.13720344
DJI_20211224092702_0269.JPG 101.01673164 14.51654942 154.37545733 -0.04143417 0.00630606 25.13941396
DJI_20211224092703_0270.JPG 101.01664985 14.51670529 154.38809778 -0.03275938 -0.01493290 25.14109425
DJI_20211224092704_0271.JPG 101.01656165 14.51687344 154.35141740 -0.03615078 -0.03183260 25.12882150
DJI_20211224092706_0272.JPG 101.01647092 14.51704646 154.39594771 -0.02963444 -0.04243931 25.14678312
DJI_20211224092707_0273.JPG 101.01638811 14.51720381 154.38024435 -0.02391931 -0.05200406 25.14775962
DJI_20211224092709_0274.JPG 101.01630290 14.51736643 154.38087647 -0.02517039 -0.05660414 25.16269544
DJI_20211224092710_0275.JPG 101.01621231 14.51753845 154.37851475 -0.02856062 -0.06039087 25.15830130
DJI_20211224092712_0276.JPG 101.01612134 14.51771125 154.36953691 -0.03066231 -0.05090588 25.16432320
DJI_20211224092713_0277.JPG 101.01604138 14.51786280 154.36263384 -0.02433104 -0.04441884 25.17479954
DJI_20211224092715_0278.JPG 101.01595159 14.51803277 154.34835198 -0.02808624 -0.05061114 25.18596722
DJI_20211224092716_0279.JPG 101.01586414 14.51819885 154.33684100 -0.04250143 -0.05623212 25.19478575
DJI_20211224092718_0280.JPG 101.01577555 14.51836700 154.35091532 -0.06072031 -0.05750595 25.20721133
DJI_20211224092719_0281.JPG 101.01569251 14.51852406 154.36704392 -0.08307471 -0.06701306 25.20728699
DJI_20211224092721_0282.JPG 101.01560447 14.51869176 154.38371448 -0.09655881 -0.08032375 25.19595644
DJI_20211224092722_0283.JPG 101.01551428 14.51886247 154.36440867 -0.11145865 -0.08375972 25.19406469
DJI_20211224092724_0284.JPG 101.01542756 14.51902696 154.37860357 -0.11998995 -0.09200860 25.18573773
DJI_20211224092725_0285.JPG 101.01534390 14.51918602 154.39553957 -0.11305334 -0.10017758 25.19349186
DJI_20211224092727_0286.JPG 101.01525559 14.51935397 154.39157188 -0.09735760 -0.12274076 25.18146898
DJI_20211224092728_0287.JPG 101.01516780 14.51952101 154.35535744 -0.07162984 -0.13355567 25.19685954
DJI_20211224092729_0288.JPG 101.01508528 14.51967822 154.37304318 -0.04942021 -0.13541614 25.20265825
DJI_20211224092731_0289.JPG 101.01499674 14.51984668 154.38362548 -0.04908497 -0.13325362 25.22042949
DJI_20211224092732_0290.JPG 101.01490773 14.52001483 154.36105901 -0.04174459 -0.13612130 25.21223940
DJI_20211224092734_0291.JPG 101.01482371 14.52017326 154.35013098 -0.05902531 -0.11653252 25.19686825
DJI_20211224092735_0292.JPG 101.01473546 14.52034195 154.36961476 -0.04489034 -0.10352964 25.17829045
DJI_20211224092737_0293.JPG 101.01464810 14.52050863 154.35273685 -0.04830026 -0.09324073 25.17091718
DJI_20211224092738_0294.JPG 101.01455838 14.52067927 154.36632363 -0.02427009 -0.06826771 25.15127659
DJI_20211224092740_0295.JPG 101.01447703 14.52083440 154.34472158 -0.01680819 -0.05681247 25.15932434
DJI_20211224092741_0296.JPG 101.01438627 14.52100724 154.33831648 -0.01814499 -0.04971655 25.14399721
DJI_20211224092818_0315.JPG 101.01490314 14.52124420 154.46545089 0.49182023 0.07697665 -150.89783062
DJI_20211224092820_0316.JPG 101.01499170 14.52107726 154.45205892 0.47337692 0.05948715 -150.95637883
DJI_20211224092821_0317.JPG 101.01507566 14.52091693 154.40223628 0.46225066 0.05241332 -150.98533871
DJI_20211224092822_0318.JPG 101.01516395 14.52074788 154.40841111 0.44302023 0.04888904 -151.01988342
DJI_20211224092824_0319.JPG 101.01525477 14.52057697 154.39765976 0.43358472 0.04625411 -151.02670022
DJI_20211224092825_0320.JPG 101.01533480 14.52042464 154.36773415 0.47121405 0.05630511 -151.05477577
DJI_20211224092827_0321.JPG 101.01542347 14.52025677 154.38085895 0.49382644 0.07608498 -151.07446180
DJI_20211224092828_0322.JPG 101.01551469 14.52008519 154.37547447 0.47774559 0.06259185 -151.05539632
DJI_20211224092830_0323.JPG 101.01559666 14.51993014 154.38548548 0.49068858 0.05856100 -151.04862048
DJI_20211224092831_0324.JPG 101.01568489 14.51976202 154.39320107 0.48017120 0.05174711 -151.02318595
DJI_20211224092833_0325.JPG 101.01577389 14.51959168 154.38328890 0.46795154 0.05601637 -150.99752264
DJI_20211224092834_0326.JPG 101.01586222 14.51942414 154.33078653 0.48985107 0.06689937 -150.99490301
DJI_20211224092836_0327.JPG 101.01594488 14.51926669 154.36913540 0.48410377 0.07130981 -151.01008219
DJI_20211224092837_0328.JPG 101.01603288 14.51909992 154.37261563 0.47338170 0.07603871 -151.03262611
DJI_20211224092839_0329.JPG 101.01612110 14.51893238 154.35847038 0.47487373 0.07566079 -151.04093358
DJI_20211224092840_0330.JPG 101.01621047 14.51876211 154.38019909 0.48024634 0.09232572 -151.05489914
DJI_20211224092842_0331.JPG 101.01629178 14.51860734 154.37464841 0.49036222 0.09629471 -151.06531784
DJI_20211224092843_0332.JPG 101.01638060 14.51843927 154.39882302 0.51102092 0.09652180 -151.08057832
DJI_20211224092845_0333.JPG 101.01646911 14.51827143 154.38701882 0.53969218 0.08630818 -151.09531074
DJI_20211224092846_0334.JPG 101.01655712 14.51810350 154.37973992 0.55645995 0.08537859 -151.09966935
DJI_20211224092847_0335.JPG 101.01663980 14.51794588 154.41629817 0.56660278 0.08077495 -151.10137331
DJI_20211224092849_0336.JPG 101.01672830 14.51777744 154.40434241 0.57236579 0.08953342 -151.08049710
DJI_20211224092851_0337.JPG 101.01681716 14.51760875 154.42574742 0.55321349 0.08578331 -151.06749391
DJI_20211224092852_0338.JPG 101.01690621 14.51743989 154.40885761 0.56312750 0.10554927 -151.06698649
DJI_20211224092853_0339.JPG 101.01698791 14.51728501 154.41087511 0.54989282 0.09636329 -151.06985321
DJI_20211224092855_0340.JPG 101.01707592 14.51711699 154.40197381 0.54865310 0.10795149 -151.06995918
DJI_20211224092856_0341.JPG 101.01716493 14.51694720 154.38216115 0.53935352 0.11340839 -151.07410939
DJI_20211224092858_0342.JPG 101.01724818 14.51678943 154.42012107 0.54396649 0.11122401 -151.08956677
DJI_20211224092859_0343.JPG 101.01733570 14.51662295 154.40544638 0.55551558 0.11260716 -151.10164124
DJI_20211224092901_0344.JPG 101.01742480 14.51645341 154.35423394 0.55485736 0.13274616 -151.08816521
DJI_20211224092902_0345.JPG 101.01751253 14.51628674 154.38787817 0.57299588 0.14492512 -151.06262495
DJI_20211224092904_0346.JPG 101.01759657 14.51612811 154.36669135 0.58601583 0.15517911 -151.06568425
DJI_20211224092905_0347.JPG 101.01768436 14.51596224 154.34315256 0.60631309 0.15053201 -151.03797479
DJI_20211224092907_0348.JPG 101.01777409 14.51579251 154.35412183 0.61307109 0.15000286 -151.04490210
DJI_20211224092908_0349.JPG 101.01785620 14.51563606 154.38050026 0.60727353 0.13514901 -151.04879166
DJI_20211224092910_0350.JPG 101.01794506 14.51546758 154.36502282 0.60747520 0.13824192 -151.06368109
DJI_20211224092911_0351.JPG 101.01803402 14.51529803 154.39898052 0.57333878 0.13606657 -151.09349597
DJI_20211224092913_0352.JPG 101.01811607 14.51514081 154.40989166 0.55104532 0.15526489 -151.13084219
DJI_20211224092914_0353.JPG 101.01820437 14.51497271 154.38796261 0.54100227 0.17964749 -151.11675378
DJI_20211224092916_0354.JPG 101.01829286 14.51480465 154.41189419 0.52633965 0.18750904 -151.09253694
DJI_20211224092917_0355.JPG 101.01838097 14.51463690 154.35413443 0.53900770 0.19062830 -151.08603503
DJI_20211224092918_0356.JPG 101.01846340 14.51447982 154.33059437 0.53016558 0.18052531 -151.09356992
DJI_20211224092920_0357.JPG 101.01855133 14.51431353 154.34249555 0.53740888 0.17905722 -151.08774192
DJI_20211224092921_0358.JPG 101.01864061 14.51414510 154.35989803 0.54790134 0.17801550 -151.09160860
DJI_20211224093004_0381.JPG 101.01912897 14.51443919 154.36403578 -0.16788917 -0.12692509 25.46950366
DJI_20211224093006_0382.JPG 101.01904383 14.51460161 154.39958852 -0.15715974 -0.04327567 25.50815697
DJI_20211224093007_0383.JPG 101.01896125 14.51475851 154.39126894 -0.17878918 0.01499091 25.52683978
DJI_20211224093009_0384.JPG 101.01887174 14.51492816 154.36201061 -0.19628639 0.06404832 25.54223892
DJI_20211224093010_0385.JPG 101.01878383 14.51509460 154.34860703 -0.21422159 0.10431569 25.56686425
DJI_20211224093012_0386.JPG 101.01869784 14.51525782 154.38009015 -0.20558938 0.10700266 25.57815107
DJI_20211224093013_0387.JPG 101.01861238 14.51542086 154.38377181 -0.20648388 0.11453739 25.57978198
DJI_20211224093015_0388.JPG 101.01852131 14.51559462 154.38392701 -0.21389727 0.11173407 25.60230201
DJI_20211224093016_0389.JPG 101.01843358 14.51576237 154.39204802 -0.22574910 0.09517252 25.63354230
DJI_20211224093017_0390.JPG 101.01835333 14.51591453 154.36720792 -0.22376754 0.08668756 25.63453669
DJI_20211224093019_0391.JPG 101.01826482 14.51608220 154.37139417 -0.21575285 0.07869353 25.63506273
DJI_20211224093020_0392.JPG 101.01817220 14.51625879 154.38569871 -0.21287435 0.05779264 25.62649654
DJI_20211224093022_0393.JPG 101.01809198 14.51641017 154.37866061 -0.23123112 0.03604054 25.62999164
DJI_20211224093023_0394.JPG 101.01800116 14.51658275 154.37506390 -0.21591757 0.03382183 25.63096073
DJI_20211224093025_0395.JPG 101.01791113 14.51675374 154.38217432 -0.20644846 0.03027383 25.60214692
DJI_20211224093026_0396.JPG 101.01783173 14.51690472 154.36735149 -0.20132729 0.01936532 25.58163803
DJI_20211224093028_0397.JPG 101.01774107 14.51707747 154.35061723 -0.18736761 0.01528364 25.55426953
DJI_20211224093029_0398.JPG 101.01765535 14.51723988 154.38853513 -0.18185162 -0.01154941 25.54603625
DJI_20211224093031_0399.JPG 101.01756689 14.51740815 154.39936293 -0.16586327 -0.01813931 25.56608173
DJI_20211224093032_0400.JPG 101.01748245 14.51757002 154.39539195 -0.17254213 -0.02058795 25.56974901
DJI_20211224093034_0401.JPG 101.01739371 14.51773850 154.36924489 -0.15947874 -0.01547778 25.59972431
DJI_20211224093035_0402.JPG 101.01730548 14.51790507 154.35388077 -0.14387786 -0.01714398 25.61928867
DJI_20211224093037_0403.JPG 101.01722192 14.51806382 154.35841161 -0.14641725 -0.02987888 25.61937317
DJI_20211224093038_0404.JPG 101.01713342 14.51823225 154.37373269 -0.15171765 -0.02859721 25.63885742
DJI_20211224093040_0405.JPG 101.01704474 14.51840078 154.38057930 -0.15741077 -0.03947340 25.63906300
DJI_20211224093041_0406.JPG 101.01695565 14.51857078 154.35950992 -0.16242771 -0.05275154 25.63710280
DJI_20211224093043_0407.JPG 101.01687378 14.51872640 154.36153399 -0.16656399 -0.05703441 25.64655894
DJI_20211224093044_0408.JPG 101.01678643 14.51889223 154.34426072 -0.17164861 -0.07518683 25.65125582
DJI_20211224093046_0409.JPG 101.01669695 14.51906212 154.34312418 -0.18128704 -0.07574486 25.67395694
DJI_20211224093047_0410.JPG 101.01660684 14.51923322 154.36629483 -0.18936583 -0.09292304 25.66377846
DJI_20211224093048_0411.JPG 101.01652602 14.51938617 154.37376601 -0.19015599 -0.08519182 25.64712365
DJI_20211224093050_0412.JPG 101.01643848 14.51955205 154.36934495 -0.19847518 -0.07973564 25.65342490
DJI_20211224093051_0413.JPG 101.01634888 14.51972226 154.36760619 -0.20298834 -0.08122115 25.63405527
DJI_20211224093053_0414.JPG 101.01626468 14.51988229 154.36713355 -0.22242652 -0.08503286 25.61604155
DJI_20211224093054_0415.JPG 101.01617827 14.52004624 154.36628680 -0.24167453 -0.08601401 25.60330195
DJI_20211224093056_0416.JPG 101.01608745 14.52021918 154.36083474 -0.24735489 -0.10703948 25.58907358
DJI_20211224093057_0417.JPG 101.01600444 14.52037713 154.33816749 -0.25282705 -0.11349453 25.57964847
DJI_20211224093059_0418.JPG 101.01591421 14.52054853 154.38029142 -0.23484685 -0.10596486 25.59345923
DJI_20211224093100_0419.JPG 101.01582862 14.52071231 154.45823164 -0.20413205 -0.11162020 25.60834524
DJI_20211224093102_0420.JPG 101.01574621 14.52086938 154.44664228 -0.19369158 -0.10814637 25.61656557
DJI_20211224093103_0421.JPG 101.01565631 14.52103933 154.41839699 -0.17898816 -0.11568963 25.61885202
DJI_20211224093105_0422.JPG 101.01556827 14.52120629 154.39904330 -0.18337374 -0.10225040 25.61160973
DJI_20211224093106_0423.JPG 101.01548198 14.52137063 154.41655582 -0.16889284 -0.10217991 25.60614520
DJI_20211224093108_0424.JPG 101.01539343 14.52153765 154.34834471 -0.15911623 -0.08165433 25.60822824
DJI_20211224093144_0443.JPG 101.01590577 14.52178394 154.40364058 0.32241771 0.03833418 -150.32675629
DJI_20211224093146_0444.JPG 101.01599175 14.52162125 154.41770508 0.27272917 0.00603993 -150.31909195
DJI_20211224093147_0445.JPG 101.01608306 14.52144791 154.36152119 0.25845592 -0.04674465 -150.33372308
DJI_20211224093149_0446.JPG 101.01616328 14.52129681 154.40351140 0.25516237 -0.08165348 -150.35826736
DJI_20211224093150_0447.JPG 101.01625201 14.52112899 154.36703713 0.24338558 -0.10980170 -150.37495175
DJI_20211224093152_0448.JPG 101.01634020 14.52096144 154.37016504 0.28096777 -0.10646547 -150.41534656
DJI_20211224093153_0449.JPG 101.01642829 14.52079299 154.39488103 0.27379508 -0.10917108 -150.42845876
DJI_20211224093155_0450.JPG 101.01651294 14.52063189 154.38188235 0.28434781 -0.10756810 -150.46042968
DJI_20211224093156_0451.JPG 101.01660060 14.52046466 154.37610876 0.30646933 -0.09670172 -150.46537572
DJI_20211224093158_0452.JPG 101.01668676 14.52030043 154.36957537 0.33035435 -0.06354828 -150.46974426
DJI_20211224093159_0453.JPG 101.01677550 14.52013242 154.34505018 0.36533115 -0.03487262 -150.45176656
DJI_20211224093201_0454.JPG 101.01686561 14.51996129 154.36685517 0.38088877 -0.01050765 -150.45250500
DJI_20211224093202_0455.JPG 101.01694695 14.51980747 154.38426451 0.39547138 0.00857829 -150.46390832
DJI_20211224093204_0456.JPG 101.01703527 14.51964017 154.36361445 0.40908983 0.00580325 -150.48406940
DJI_20211224093205_0457.JPG 101.01712402 14.51947266 154.38442416 0.41622104 0.02592695 -150.49655537
DJI_20211224093207_0458.JPG 101.01721237 14.51930512 154.39947193 0.42353004 0.02027609 -150.50795585
DJI_20211224093208_0459.JPG 101.01729879 14.51914050 154.39877331 0.40406489 0.00410367 -150.50512194
DJI_20211224093210_0460.JPG 101.01738512 14.51897647 154.35867264 0.40856483 -0.00388763 -150.50047646
DJI_20211224093211_0461.JPG 101.01747313 14.51880864 154.37518951 0.41951326 0.00456818 -150.49737849
DJI_20211224093212_0462.JPG 101.01755482 14.51865274 154.42081625 0.41768660 0.00307234 -150.50498738
DJI_20211224093214_0463.JPG 101.01764514 14.51848022 154.41033346 0.40639131 0.00127350 -150.49903849
DJI_20211224093215_0464.JPG 101.01773139 14.51831515 154.41726221 0.40046145 0.00815481 -150.51949816
DJI_20211224093217_0465.JPG 101.01781909 14.51814843 154.42324422 0.40592881 0.02747975 -150.52598237
DJI_20211224093218_0466.JPG 101.01790228 14.51799060 154.44276381 0.39383323 0.02940186 -150.52595717
DJI_20211224093220_0467.JPG 101.01799377 14.51781755 154.42313927 0.38159119 0.03174187 -150.53892179
DJI_20211224093221_0468.JPG 101.01808149 14.51765111 154.38867371 0.36700534 0.02075779 -150.54784066
DJI_20211224093223_0469.JPG 101.01816514 14.51749198 154.39317821 0.36106989 0.02109050 -150.52999762
DJI_20211224093224_0470.JPG 101.01825237 14.51732623 154.41672888 0.35872853 0.03145972 -150.52202243
DJI_20211224093226_0471.JPG 101.01834414 14.51715165 154.41045103 0.36398054 0.03988196 -150.52678507
DJI_20211224093227_0472.JPG 101.01843070 14.51698626 154.45659009 0.35642238 0.03872451 -150.52718356
DJI_20211224093229_0473.JPG 101.01851239 14.51683214 154.39176156 0.33648489 0.03369317 -150.52239190
DJI_20211224093230_0474.JPG 101.01860374 14.51665913 154.42360834 0.32458380 0.04342475 -150.50477844
DJI_20211224093232_0475.JPG 101.01868975 14.51649630 154.40871710 0.30395976 0.03969452 -150.52662522
DJI_20211224093233_0476.JPG 101.01877816 14.51632842 154.35339479 0.29878227 0.04514184 -150.56673716
