GCP02, 717429.13669287040829658508, 1606454.24143360764719545841, 3.46310448032159046150
GCP05, 717609.37888308765832334757, 1606432.54000953072682023048, 5.60177082377530766166
GCP10, 717745.51902491902001202106, 1606169.33142530475743114948, 9.91756513235164760545
GCP11, 717493.81626119080465286970, 1605856.96116866171360015869, 3.25052146570092803657
GCP12, 717691.28920833533629775047, 1605967.60522406990639865398, 7.98662174731685325924
GCP13, 717378.25155787239782512188, 1605704.93989116349257528782, 0.87519720196868755480
GCP14, 717647.43754707579500973225, 1605821.83609847584739327431, 3.80399584778788746320
GCP15, 717869.08855768712237477303, 1606008.39871532726101577282, 9.25983011997253413483
GCP16, 717567.05005512887146323919, 1605642.45923012308776378632, 2.26483797795598862379
GCP21, 717326.34091909590642899275, 1605876.91229242086410522461, 2.00983493641630817095
GCP24, 717195.93529273744206875563, 1606254.29951130691915750504, -0.10527973456092531990
GCP26, 717058.81310314696747809649, 1606090.72139040520414710045, -0.14748173562966560013
GCP22, 717170.83329897327348589897, 1606353.14040673710405826569, 0.40225639873052410067
GCP17, 717883.36939941579475998878, 1605742.58592603239230811596, 2.21249063918727806310
