DJI_20211224092312_0125 H_34.99999_23.32763
5344 16.87031 -10.11034
5345 11.40061 -10.22780
5346 11.01398 -10.31444
5347 10.86644 -10.54119
5355 15.25972 -11.49653
6980 -2.86019 6.66859
6981 -11.83916 -1.54736
6982 -13.91291 2.37664
6983 -4.15068 2.16410
6984 -10.38099 0.41953
6985 -16.38486 -1.25755
6986 -9.66432 -0.10188
7545 -14.81213 2.40457
7550 -8.36100 1.19378
7551 -8.93212 1.72602
7553 -14.76122 -5.46592
7554 -10.81878 -2.87067
7555 -11.92187 -4.53917
7556 -6.48846 -4.57315
7557 -16.19720 -2.19269
7558 -12.53482 -5.67818
7559 -6.89740 -2.75399
7560 -9.92486 -5.30859
7561 -8.67623 -2.59764
7562 -11.79009 -6.67318
7563 -6.53521 -6.80549
7585 -12.69348 -8.59358
7586 -6.38920 -10.26509
7587 -16.41085 -10.02783
7588 -6.36527 -7.29509
7589 -7.60455 -10.99227
7590 -9.26547 -7.73347
7591 -9.24851 -7.82463
7592 -16.03768 -6.77998
7594 -5.24099 -11.56241
7595 -14.25014 -11.21569
7601 -11.85222 -11.38030
7613 -3.83655 -2.96826
7647 -8.20471 9.20680
7648 -13.18466 11.61084
7649 -10.23810 9.98590
7650 -4.82521 10.06439
7651 -15.17298 11.58867
7709 -2.71835 9.18776
7710 0.39273 7.95378
7711 7.50724 10.86362
7712 2.28387 8.51262
7713 2.50659 9.61699
7714 5.08300 8.63364
7715 6.40099 10.07832
7716 -0.32293 9.90083
7717 2.94159 9.66370
7718 -3.40918 5.51265
7719 -0.08248 6.53100
7720 8.26952 6.50737
7721 5.70469 6.48745
7722 17.27376 -8.31392
7723 16.84429 -8.53763
7724 16.87387 -7.75984
7725 16.99296 -7.57608
7726 13.57440 -7.32785
7727 12.14887 -6.83424
7729 10.85155 -7.54903
7730 17.08567 -7.25186
7731 11.98329 -6.13581
7732 12.31639 -5.62517
7733 11.00760 -5.55257
7734 10.83074 -5.64799
7735 17.19206 -5.13551
7737 13.50097 -5.38532
7738 17.02093 -5.27497
7739 13.68335 -5.31879
7741 16.01580 -4.98473
7772 16.65766 10.39772
7773 14.11128 9.02291
7774 11.94472 9.10046
7775 10.67438 10.42182
7776 10.30624 9.19622
7777 13.57964 6.82804
8918 15.14606 7.95514
8919 16.68207 7.24314
8920 10.95099 8.50651
8921 16.42112 8.36759
8922 4.32131 3.10592
8925 4.22293 5.65617
9043 7.61193 4.34023
9044 1.64464 4.35903
9045 7.17259 4.48775
9046 -2.51660 5.54776
9047 9.59411 5.53316
9053 1.74302 5.85128
9088 -0.20574 2.25210
9096 -1.77474 1.60652
9097 2.13787 1.80460
9098 3.88328 2.01796
9099 -3.33852 -3.61439
9108 10.67701 -10.95024
9109 10.72704 -8.77199
9114 -2.22249 -10.56149
9116 6.88312 -11.48297
9125 16.77408 4.42640
9126 13.58980 6.30941
9127 11.32015 5.47107
9128 10.87269 6.32048
9129 10.33101 5.96723
9130 17.29200 4.43801
9131 10.26549 5.82833
9133 9.27642 -9.39402
9134 3.27768 -10.16300
9136 3.95330 -8.16129
9138 -2.52162 -8.41215
9139 6.13408 -7.87751
9140 10.43096 -11.09430
9141 10.36207 -8.93604
9142 3.60553 -7.92568
9143 1.58112 -8.05558
9144 10.50376 -8.51649
9145 -2.55306 -8.28112
9146 15.62342 -3.83035
9147 16.45719 -3.69830
9149 16.78949 -3.29284
9150 10.64467 -4.77185
9151 17.05998 -4.08383
9153 10.67513 -3.29251
9154 14.60982 -2.80367
9160 6.80276 -7.03754
9161 -0.85176 -7.34659
9162 3.86564 -7.14920
9163 3.22665 -6.80901
9164 -2.87054 -7.08775
9165 3.17175 -4.15909
9166 -1.06464 -4.23511
9167 4.98812 -5.80528
9168 2.25066 -5.80464
9171 7.28079 -4.24636
9175 10.54253 2.64360
9176 15.63778 3.65831
9177 13.74596 3.20334
9189 -0.65851 0.89475
9190 14.06863 0.81027
9191 8.25451 -0.94222
9192 6.98899 -0.86795
9193 -0.94157 -2.07607
9194 0.12332 0.88567
9195 17.20138 0.21734
9196 6.06802 -0.43093
9197 14.42662 1.75138
9198 12.70032 0.80587
9199 3.56982 0.84255
9200 4.19536 0.80902
9201 12.19875 1.72696
9202 10.28668 0.56001
9204 16.24272 2.05977
9205 10.44177 -1.30855
9206 10.41860 0.80243
9207 16.92772 1.65610
9208 7.49111 -0.18109
9209 10.22805 -1.67188
9210 -3.84802 0.85640
9211 10.68680 0.24828
9213 -3.02736 -4.88766
9214 0.06249 -2.44589
9215 -3.58767 -2.49319
9216 4.66037 -2.40803
9217 1.12273 -2.76596
9287 12.65755 -1.20192
9288 11.57849 -0.70520
9289 -3.16048 -8.03940
9313 14.92385 -1.15142
9317 16.82114 -0.77203
9324 5.85298 -4.54536
9352 5.88974 -3.32600
9353 16.90224 -2.04133
9355 10.59708 -2.61763
9356 10.46880 -4.83053
9357 -3.22227 -6.02678
9360 8.59905 -3.33615
9361 2.72323 -3.89402
9362 10.23627 -5.00330
9363 -0.99780 -3.92985
11399 10.08745 -5.75886
11400 2.93601 -3.52012
11401 10.09518 -1.16602
11402 15.91181 8.18086
11403 16.83647 8.21887
14605 17.27976 -7.64060
14606 10.05855 -4.24354
14607 10.35531 -4.31781
14608 -3.53014 -6.53888
14609 16.93504 1.52109
-99
DJI_20211224092417_0169 H_34.99999_23.32763
4842 -3.47484 6.20375
4843 -10.69902 2.00096
4844 -9.70705 -0.49777
4845 -17.00629 0.57878
4846 -12.62749 -1.04937
4847 -9.36587 1.28183
4848 -4.79136 -0.86196
4849 -9.31420 2.05782
4853 -5.46991 1.86690
4854 -15.15219 2.04276
6980 -2.66952 1.98547
6981 -11.64074 -6.19313
6982 -13.72973 -2.25706
6983 -3.95448 -2.55316
6984 -10.19275 -4.22549
6985 -16.18504 -5.87423
6986 -9.47067 -4.75229
7545 -14.63364 -2.22428
7550 -8.17189 -3.46343
7551 -8.74048 -2.93075
7553 -14.52736 -10.08176
7554 -10.61525 -7.50898
7555 -11.70953 -9.16987
7556 -6.29005 -9.24779
7557 -15.99273 -6.82987
7558 -12.31973 -10.30467
7559 -6.70744 -7.42666
7560 -9.71868 -10.09997
7561 -8.47399 -7.24667
7562 -11.56765 -11.29153
7563 -6.33975 -11.46994
7592 -15.79363 -11.35284
7613 -3.64142 -7.68502
7638 5.46520 7.47994
7639 8.08010 9.65445
7640 -1.30725 9.09888
7641 2.99628 8.62605
7642 4.06391 9.51117
7643 13.60128 9.60862
7644 0.28131 9.51073
7645 14.99015 10.21993
7646 17.26634 8.42923
7647 -8.03309 4.54426
7648 -13.04897 7.04861
7649 -10.07504 5.28675
7650 -4.63845 5.37805
7651 -15.05681 7.04223
7708 10.89659 8.38586
7709 -2.53516 4.51742
7710 0.59553 3.26953
7711 7.73422 6.24697
7712 2.48946 3.84076
7713 2.70815 4.95240
7714 5.27319 3.96728
7715 6.60468 5.41497
7716 -0.12907 5.25821
7717 3.14253 5.03197
7718 -3.21903 0.81371
7719 0.11534 1.84218
7720 8.47699 1.85729
7721 5.91431 1.82536
7727 12.28603 -11.43333
7731 12.12735 -10.75089
7732 12.46035 -10.23364
7733 11.15851 -10.16723
7734 10.97933 -10.26553
7735 17.31259 -9.70314
7737 13.64041 -9.98748
7738 17.14068 -9.84253
7739 13.82890 -9.92182
7741 16.13564 -9.56112
7772 16.91763 5.82229
7773 14.34993 4.42059
7774 12.17358 4.48432
7775 10.89771 5.81712
7776 10.53066 4.56898
7777 13.79948 2.20901
8918 15.38893 3.36157
8919 16.91098 2.63847
8920 11.16810 3.87236
8921 16.65422 3.77749
8922 4.51375 -1.55389
8925 4.42908 0.98787
9043 7.81387 -0.32471
9044 1.84319 -0.31729
9045 7.37804 -0.16669
9046 -2.32487 0.85319
9047 9.79793 0.89266
9053 1.93935 1.18039
9088 -0.01771 -2.43123
9096 -1.58246 -3.09025
9097 2.32071 -2.86652
9098 4.08811 -2.66799
9099 -3.14390 -8.32091
9125 16.98933 -0.18941
9126 13.80439 1.66654
9127 11.53003 0.81927
9128 11.08469 1.68569
9129 10.53744 1.33156
9131 10.47184 1.19096
9146 15.76917 -8.43229
9147 16.59741 -8.28911
9149 16.92864 -7.88241
9150 10.80085 -9.40071
9151 17.20828 -8.67535
9153 10.83984 -7.92565
9154 14.76415 -7.41244
9163 3.40019 -11.44118
9165 3.35273 -8.81580
9166 -0.87651 -8.92398
9167 5.16751 -10.44040
9168 2.44351 -10.43582
9171 7.45048 -8.89122
9175 10.74201 -2.01278
9176 15.84617 -0.96730
9177 13.94167 -1.43094
9189 -0.46191 -3.79279
9190 14.24887 -3.81841
9191 8.43859 -5.60075
9192 7.17564 -5.54264
9193 -0.74364 -6.77025
9194 0.31547 -3.78745
9196 6.24086 -5.12349
9197 14.61764 -2.86994
9198 12.88204 -3.82922
9199 3.75863 -3.85796
9200 4.37269 -3.87893
9201 12.38665 -2.93427
9202 10.47080 -4.11668
9204 16.43118 -2.55509
9205 10.61862 -5.95522
9206 10.61084 -3.86799
9207 17.11115 -2.95081
9208 7.67055 -4.86026
9209 10.40023 -6.31758
9210 -3.65596 -3.85355
9211 10.87132 -4.41049
9213 -2.83194 -9.57679
9214 0.24997 -7.12415
9215 -3.39100 -7.22244
9216 4.85019 -7.07617
9217 1.31320 -7.44185
9287 12.83127 -5.84114
9288 11.75767 -5.34558
9313 15.09099 -5.76481
9317 16.98708 -5.37686
9324 6.01867 -9.18834
9352 6.06762 -7.97789
9353 17.05380 -6.63666
9355 10.76822 -7.25476
9356 10.63050 -9.45443
9357 -3.02742 -10.71523
9360 8.76894 -7.97986
9361 2.91101 -8.53832
9362 10.40049 -9.62459
9363 -0.80677 -8.61748
11399 10.24704 -10.37638
11400 3.11840 -8.17919
11401 10.27329 -5.81389
11402 16.15018 3.59320
11403 17.07522 3.63180
11404 -3.50325 9.75613
14606 10.21362 -8.87985
14607 10.51353 -8.95592
14608 -3.33397 -11.22418
14609 17.12082 -3.09083
-99
DJI_20211224092451_0186 H_34.99999_23.32763
4842 16.55884 -7.79968
5342 -16.04249 10.54425
6980 16.07901 -3.58618
7638 7.65170 -8.58219
7639 4.88452 -10.61389
7640 14.16425 -10.53930
7641 10.01618 -9.85050
7642 8.89688 -10.67616
7643 -0.70016 -10.29256
7644 12.59580 -10.86942
7645 -2.15945 -10.83822
7646 -4.34527 -8.91293
7707 -9.31560 -8.04691
7708 2.14261 -9.19608
7709 15.76221 -6.08552
7710 12.81506 -4.67993
7711 5.46289 -7.23190
7712 10.91326 -5.14235
7713 10.55930 -6.22418
7714 8.07758 -5.12295
7715 6.76480 -6.45972
7716 13.32484 -6.67774
7717 10.12341 -6.27478
7718 16.68301 -2.47659
7719 13.37624 -3.29173
7720 5.03573 -2.80493
7721 7.58437 -2.93612
7726 0.48001 11.38075
7727 1.92527 10.79741
7729 3.26932 11.40634
7730 -3.15806 11.56702
7731 2.05843 10.08662
7732 1.69704 9.60148
7733 3.00513 9.43561
7734 3.18827 9.51731
7735 -3.38795 9.43942
7736 -3.52018 9.58492
7737 0.45988 9.43937
7738 -3.20113 9.57744
7739 0.26251 9.38069
7740 -3.61978 9.52592
7741 -2.15515 9.20272
7742 -13.72320 9.36855
7743 -3.92783 9.94119
7744 -15.06432 8.56919
7745 -12.38593 7.04375
7746 -9.74652 11.15558
7747 -13.37956 9.92201
7748 -12.78608 8.27398
7749 -8.54257 10.72890
7750 -15.54202 7.43814
7751 -14.08499 6.55131
7752 -11.29773 5.95128
7754 -10.70366 6.61718
7755 -16.75596 10.32738
7756 -16.72504 10.83838
7757 -11.01353 5.84976
7759 -6.29008 -6.02429
7766 -13.19521 -7.06532
7767 -7.19344 -5.19528
7768 -13.97042 -6.77778
7769 -17.22911 -4.69633
7770 -12.00247 -4.08408
7771 -16.10498 -5.31238
7772 -3.85782 -6.29911
7773 -1.12167 -5.03103
7774 1.11290 -5.21757
7775 2.30958 -6.61897
7776 2.78809 -5.39559
7777 -0.39543 -2.83766
8916 -17.04263 -0.86279
8917 -15.14289 -2.23883
8918 -2.14117 -3.90354
8919 -3.63450 -3.08191
8920 2.20871 -4.66307
8921 -3.48562 -4.25281
8922 9.16749 0.36211
8925 9.13460 -2.18166
9043 5.85197 -0.66161
9044 11.76700 -1.04353
9045 6.23915 -0.84683
9046 15.81269 -2.45833
9047 3.72586 -1.75427
9053 11.56174 -2.51932
9088 13.73737 0.93383
9096 15.34974 1.48213
9097 11.45021 1.52230
9098 9.73655 1.42097
9118 -14.01378 -2.26773
9119 -7.91997 -2.47842
9120 -13.13018 -2.16640
9121 -16.00317 -1.68236
9122 -11.10552 -0.25711
9123 -17.18294 0.41397
9124 -4.34906 -1.53388
9125 -3.54232 -0.23494
9126 -0.33806 -2.29330
9127 2.04229 -1.58333
9128 2.38354 -2.47471
9129 2.97239 -2.14579
9130 -4.06012 -0.18774
9131 3.02914 -2.01455
9136 10.18035 11.50143
9138 16.58972 11.26712
9139 7.99678 11.39073
9142 10.53042 11.24810
9143 12.49196 11.21831
9145 16.61812 11.14040
9146 -1.82343 8.01746
9147 -2.69623 7.95150
9148 -3.58689 8.64329
9149 -3.06951 7.56617
9150 3.31757 8.63050
9151 -3.31100 8.38505
9152 -3.61480 7.40866
9153 3.20865 7.15706
9154 -0.85024 6.93263
9155 -4.17013 7.19980
9156 -8.58006 7.97949
9160 7.28875 10.60769
9161 14.93244 10.36171
9162 10.22997 10.50061
9163 10.84640 10.12036
9164 16.88277 9.95091
9165 10.76123 7.50445
9166 14.98454 7.29636
9167 9.03526 9.25736
9168 11.73939 9.05078
9169 -10.88612 1.14914
9170 -15.90666 3.06720
9171 6.67929 7.87810
9172 -8.32153 1.51770
9173 -7.75857 0.35541
9174 -11.24013 1.45321
9175 2.98203 1.20940
9176 -2.26874 0.49547
9177 -0.31587 0.84342
9179 -10.08031 6.55914
9180 -16.09361 2.00742
9181 -14.44036 2.56567
9182 -9.99900 2.70247
9183 -9.86945 2.21416
9184 -17.17760 4.03450
9187 -13.73903 4.63888
9188 -16.76045 5.46754
9189 14.23437 2.25707
9190 -0.51760 3.26471
9191 5.51942 4.65893
9192 6.81179 4.50344
9193 14.72829 5.17953
9194 13.45340 2.30568
9195 -3.71713 4.05921
9196 7.77156 4.01952
9197 -0.94610 2.33168
9198 0.89401 3.18292
9199 10.16646 2.59253
9200 9.51569 2.66253
9201 1.40678 2.23468
9202 3.44029 3.29671
9203 -4.14330 2.50956
9204 -2.84122 2.13422
9205 3.33778 5.16000
9206 3.27862 3.06718
9207 -3.52818 2.58491
9208 6.29850 3.86717
9211 2.99847 3.62972
9213 16.92933 7.80219
9214 13.74875 5.60269
9215 17.36338 5.41389
9216 9.20175 5.87575
9217 12.73446 5.98621
9251 -16.62472 5.60401
9252 -10.30921 5.78355
9260 -11.31759 5.38226
9287 1.05944 5.20927
9288 2.13831 4.62816
9289 17.21469 10.85949
9313 -1.26620 5.28374
9317 -3.25455 5.01954
9324 8.13784 8.06879
9352 8.00963 6.86062
9353 -3.26365 6.31203
9355 3.25669 6.48295
9356 3.50311 8.67109
9357 17.19487 8.89642
9360 5.31421 7.05679
9361 11.17136 7.20110
9362 3.74062 8.83037
9363 14.90227 6.99718
11399 3.94681 9.57274
11400 10.95857 6.85081
11401 3.66939 4.99171
11402 -2.93938 -4.08890
11403 -3.88510 -4.07301
11404 16.29875 -11.28332
14606 3.89044 8.06389
14607 3.61605 8.16124
14609 -3.52020 2.71854
14610 -10.48556 5.67658
14611 -16.47138 1.59335
-99
DJI_20211224092452_0187 H_34.99999_23.32763
5339 -7.53861 11.02272
5340 -4.88866 11.31595
5341 -10.67462 8.22869
5342 -16.16697 6.33948
5343 -2.96048 9.74923
5344 -2.86801 10.23044
5345 2.79107 9.91183
5346 3.19730 9.96306
5347 3.35123 10.18326
5355 -1.12942 11.49285
7709 15.64376 -10.31147
7710 12.71688 -8.93549
7711 5.38195 -11.47546
7712 10.81905 -9.40440
7713 10.46725 -10.46616
7714 7.99391 -9.38147
7715 6.66689 -10.73657
7716 13.21200 -10.89344
7717 10.02596 -10.50914
7719 13.28820 -7.54958
7720 4.95630 -7.07453
7721 7.49426 -7.20415
7722 -3.38085 8.42662
7723 -2.92086 8.60900
7724 -2.99136 7.83697
7725 -3.12276 7.65835
7726 0.41772 7.14965
7727 1.85515 6.55360
7728 -3.55481 7.91051
7729 3.21028 7.17009
7730 -3.23596 7.33631
7731 1.99321 5.82946
7732 1.62868 5.35183
7733 2.94723 5.18482
7734 3.13010 5.26742
7735 -3.46483 5.19209
7736 -3.60027 5.34589
7737 0.39471 5.18535
7738 -3.27553 5.33151
7739 0.19898 5.12678
7740 -3.69511 5.28494
7741 -2.22399 4.95218
7742 -13.82232 5.13050
7743 -4.00654 5.70338
7744 -15.16565 4.33535
7745 -12.47656 2.80357
7746 -9.84232 6.92928
7747 -13.48089 5.70335
7748 -12.88799 4.02719
7749 -8.63628 6.49889
7750 -15.63713 3.20294
7751 -14.17275 2.30263
7752 -11.38234 1.68529
7754 -10.78588 2.35810
7755 -16.87772 6.12443
7756 -16.85705 6.63752
7757 -11.10210 1.59001
7758 -9.48089 9.12364
7759 -6.34831 -10.27587
7766 -13.22136 -11.27797
7767 -7.24397 -9.45459
7768 -13.99233 -10.98969
7769 -17.24970 -8.90680
7770 -12.04733 -8.32330
7771 -16.12147 -9.52031
7772 -3.92505 -10.55606
7773 -1.18985 -9.28998
7774 1.04147 -9.47480
7775 2.21496 -10.86126
7776 2.71211 -9.65463
7777 -0.46044 -7.10430
7778 -14.58248 7.57065
8916 -17.09482 -5.10012
8917 -15.18397 -6.48253
8918 -2.20592 -8.16058
8919 -3.69713 -7.35555
8920 2.12480 -8.93963
8921 -3.56254 -8.51861
8922 9.09020 -3.89840
8925 9.04706 -6.45500
9043 5.76841 -4.94573
9044 11.69023 -5.30417
9045 6.17527 -5.11300
9046 15.71885 -6.70977
9047 3.64970 -6.01962
9053 11.47276 -6.77312
9088 13.67014 -3.32307
9096 15.28573 -2.79203
9097 11.36479 -2.72902
9098 9.68093 -2.86077
9099 17.14143 2.26221
9104 7.29010 11.46928
9108 3.56840 10.58064
9109 3.42422 8.39420
9114 16.41606 9.19633
9115 13.02326 11.06409
9116 7.42037 10.81999
9117 10.63568 10.66855
9118 -14.05310 -6.51270
9119 -7.97943 -6.74412
9120 -13.17859 -6.42814
9121 -16.05046 -5.91736
9122 -11.16010 -4.52997
9123 -17.24278 -3.82449
9124 -4.40838 -5.80891
9125 -3.61276 -4.51824
9126 -0.40752 -6.57614
9127 1.97280 -5.87003
9128 2.29702 -6.74654
9129 2.88855 -6.40727
9130 -4.13069 -4.46880
9131 2.95856 -6.28096
9132 17.03209 10.63260
9133 4.90803 8.90504
9134 10.94016 9.23755
9136 10.15724 7.29364
9138 16.59694 7.05753
9139 7.95583 7.16983
9140 3.84021 10.70459
9141 3.77455 8.52917
9142 10.48373 7.03056
9143 12.47080 7.01065
9144 3.62436 8.13153
9145 16.62264 6.93190
9146 -1.89395 3.74717
9147 -2.76827 3.69534
9148 -3.66334 4.39534
9149 -3.14314 3.30783
9150 3.24795 4.37250
9151 -3.38848 4.13153
9152 -3.68926 3.14865
9153 3.15169 2.89090
9154 -0.91526 2.66486
9155 -4.23899 2.93391
9156 -8.66417 3.71846
9157 -16.19553 8.57230
9160 7.24487 6.37746
9161 14.91728 6.12929
9162 10.19818 6.27708
9163 10.81188 5.89323
9164 16.87838 5.72032
9165 10.71850 3.25765
9166 14.94960 3.04069
9167 8.99903 5.02272
9168 11.72934 4.82952
9169 -10.95579 -3.12211
9170 -15.97872 -1.18417
9171 6.62728 3.61911
9172 -8.38910 -2.75442
9173 -7.82182 -3.93045
9174 -11.30747 -2.81571
9175 2.91136 -3.06919
9176 -2.33757 -3.78878
9177 -0.39418 -3.43714
9178 -16.93671 10.10105
9181 -14.49868 -1.68481
9182 -10.07038 -1.57102
9183 -9.93783 -2.04969
9184 -17.25706 -0.20779
9187 -13.79855 0.37975
9188 -16.85439 1.22517
9189 14.17498 -2.00319
9190 -0.58606 -1.01237
9191 5.45891 0.38195
9192 6.75357 0.21961
9193 14.67940 0.91540
9194 13.38726 -1.94700
9195 -3.79238 -0.21353
9196 7.70712 -0.26809
9197 -1.01544 -1.93635
9198 0.82953 -1.09565
9199 10.10265 -1.70277
9200 9.43127 -1.62677
9201 1.34333 -2.05712
9203 -4.21216 -1.76238
9204 -2.90972 -2.13685
9205 3.27135 0.88596
9206 3.22382 -1.24640
9207 -3.59752 -1.68711
9208 6.23417 -0.42437
9209 3.51001 1.24113
9210 17.34494 -2.17251
9211 2.92704 -0.65970
9213 16.90823 3.56049
9214 13.69696 1.34896
9215 17.32063 1.15233
9216 9.15126 1.60376
9217 12.69157 1.71837
9248 -17.15519 1.90450
9251 -16.71233 1.36158
9252 -10.39040 1.51973
9260 -11.40369 1.13454
9287 0.99807 0.93366
9288 2.06917 0.35614
9289 17.22775 6.63888
9313 -1.33807 1.01688
9317 -3.32348 0.75557
9324 8.07715 3.82163
9352 7.95406 2.60527
9353 -3.33876 2.04800
9355 3.18435 2.21290
9356 3.44802 4.41545
9357 17.18263 4.65499
9360 5.25467 2.79524
9361 11.12148 2.95881
9362 3.68063 4.57488
9363 14.86643 2.74108
11399 3.89941 5.33088
11400 10.91852 2.60518
11401 3.61154 0.71977
11402 -3.00291 -8.34150
11403 -3.96076 -8.33645
11405 -11.85547 9.08274
14605 -3.41694 7.74092
14606 3.83121 3.80699
14607 3.55224 3.89740
14609 -3.58390 -1.55729
14610 -10.56512 1.40918
14611 -16.53487 -2.64424
-99
DJI_20211224092453_0188 H_34.99999_23.32763
5331 -14.01645 7.87471
5332 -5.25639 6.90664
5333 -7.25227 8.78894
5334 -7.15692 7.58156
5339 -7.64970 6.39331
5340 -4.98542 6.70761
5341 -10.77646 3.59244
5342 -16.27427 1.69671
5343 -3.05316 5.11423
5344 -2.96115 5.58435
5345 2.72735 5.27482
5346 3.12034 5.32067
5347 3.26576 5.54173
5348 0.29414 9.14945
5354 -3.66870 7.82023
5355 -1.21548 6.86970
5356 -3.58385 7.65941
5357 -3.31116 7.36075
5358 -11.37017 5.37981
6952 -7.29256 10.22380
6978 -6.53593 9.83427
6979 -6.80647 9.94020
7614 3.01797 9.59771
7615 -3.29128 11.10042
7616 -3.41117 11.00047
7617 -1.62600 9.47662
7618 -3.12221 9.97175
7619 -0.93693 9.62599
7620 -3.60776 10.24136
7697 -11.02384 10.61381
7718 16.43602 -11.32840
7722 -3.47414 3.77793
7723 -3.00987 3.96602
7724 -3.08168 3.18364
7725 -3.20905 3.00331
7726 0.33377 2.48891
7727 1.78441 1.89088
7728 -3.64782 3.26095
7729 3.12815 2.50440
7730 -3.32325 2.68246
7731 1.90756 1.14702
7732 1.54877 0.67838
7733 2.86951 0.51826
7734 3.04673 0.59235
7735 -3.54909 0.53704
7736 -3.68933 0.68439
7737 0.30899 0.51064
7738 -3.36150 0.66380
7739 0.11122 0.45265
7740 -3.78349 0.61542
7741 -2.31611 0.29006
7742 -13.92315 0.47897
7743 -4.09508 1.03709
7744 -15.25484 -0.32886
7745 -12.56742 -1.85907
7746 -9.94125 2.26488
7747 -13.58370 1.03951
7748 -12.97951 -0.63420
7749 -8.73839 1.84108
7750 -15.73004 -1.45588
7751 -14.25736 -2.35741
7752 -11.47472 -2.97677
7754 -10.86840 -2.31207
7755 -16.98942 1.48633
7756 -16.96963 1.99607
7757 -11.18161 -3.07548
7758 -9.58709 4.48419
7778 -14.70017 2.93195
8905 11.33627 11.50195
8906 3.46204 9.04287
8908 8.01716 10.87749
8909 11.89212 10.52809
8910 4.03091 11.09006
8911 10.54195 8.63281
8912 3.67224 8.19666
8913 11.07639 8.96739
8914 11.32499 8.28291
8915 16.14401 7.47713
8922 8.98359 -8.53782
8925 8.93347 -11.09393
9043 5.66783 -9.59801
9044 11.57306 -9.93124
9045 6.07287 -9.75427
9046 15.57341 -11.32126
9047 3.55500 -10.65276
9053 11.35088 -11.39650
9088 13.55487 -7.95937
9096 15.17249 -7.44238
9097 11.25213 -7.36842
9098 9.57329 -7.53226
9100 16.18076 7.03305
9101 11.99975 7.59244
9102 16.26130 8.15472
9103 11.88021 7.34831
9104 7.23015 6.84778
9105 4.05468 8.40182
9106 15.99687 9.93030
9107 17.25971 8.95473
9108 3.50255 5.94570
9109 3.34273 3.73272
9110 -13.05254 8.96554
9111 -13.41011 10.98147
9112 -13.21784 9.09303
9114 16.38652 4.56764
9115 12.98506 6.45834
9116 7.35897 6.19145
9117 10.58574 6.05308
9118 -14.08254 -11.12391
9119 -8.03950 -11.37187
9120 -13.21338 -11.04940
9121 -16.06943 -10.51290
9122 -11.21318 -9.17477
9123 -17.27703 -8.43536
9124 -4.48055 -10.46193
9125 -3.68069 -9.17219
9126 -0.49946 -11.22817
9127 1.87915 -10.52469
9128 2.20636 -11.37714
9129 2.79246 -11.04430
9130 -4.20755 -9.12579
9131 2.85887 -10.91292
9132 17.02007 6.01907
9133 4.84124 4.25364
9134 10.88748 4.60769
9136 10.09642 2.65063
9138 16.54990 2.41427
9139 7.88689 2.52171
9140 3.76244 6.06434
9141 3.69573 3.87191
9142 10.43093 2.38884
9143 12.41240 2.37442
9144 3.54655 3.47169
9145 16.57794 2.28582
9146 -1.97991 -0.92362
9147 -2.85435 -0.97694
9148 -3.74848 -0.27697
9149 -3.22738 -1.36448
9150 3.15784 -0.30264
9151 -3.49127 -0.53069
9152 -3.77625 -1.52312
9153 3.06303 -1.78383
9154 -1.00092 -2.00663
9155 -4.32328 -1.74216
9156 -8.75076 -0.93744
9158 -15.10054 10.54065
9159 -17.06252 5.35728
9160 7.17257 1.72169
9161 14.85724 1.47202
9162 10.12400 1.62780
9163 10.74110 1.23865
9164 16.82306 1.06337
9165 10.63773 -1.40295
9166 14.87315 -1.62857
9167 8.92290 0.35989
9168 11.64504 0.17700
9169 -11.02201 -7.76988
9170 -16.03554 -5.82190
9171 6.54439 -1.05232
9172 -8.45727 -7.39901
9173 -7.88995 -8.59098
9174 -11.36980 -7.46922
9175 2.82288 -7.73674
9176 -2.43139 -8.45765
9177 -0.48118 -8.10425
9178 -17.07690 5.49473
9179 -10.24452 -2.37075
9180 -16.21797 -6.86824
9181 -14.56818 -6.33076
9182 -10.14555 -6.22762
9183 -10.00746 -6.70290
9184 -17.32065 -4.85160
9187 -13.89439 -4.28089
9188 -16.93685 -3.42488
9189 14.06940 -6.65068
9190 -0.67270 -5.67755
9191 5.37371 -4.29924
9192 6.66175 -4.46933
9193 14.59097 -3.75105
9194 13.28767 -6.58158
9195 -3.86649 -4.88204
9196 7.61147 -4.95858
9197 -1.10103 -6.60115
9198 0.74316 -5.76152
9199 10.00722 -6.38924
9200 9.33270 -6.29795
9201 1.25096 -6.74290
9202 3.29061 -5.69298
9203 -4.28779 -6.42228
9204 -2.99247 -6.79701
9205 3.18762 -3.79201
9206 3.13001 -5.92826
9207 -3.67612 -6.35300
9208 6.13209 -5.11210
9209 3.42390 -3.43201
9210 17.22672 -6.82889
9211 2.83994 -5.33875
9213 16.83787 -1.10303
9214 13.60861 -3.30732
9215 17.23353 -3.51806
9216 9.06409 -3.07095
9217 12.60159 -2.93816
9248 -17.23820 -2.73961
9251 -16.78905 -3.28410
9260 -11.49337 -3.52593
9287 0.91342 -3.74344
9288 1.98171 -4.32205
9289 17.17436 1.98817
9313 -1.42249 -3.66107
9317 -3.40723 -3.92313
9324 7.99731 -0.84912
9352 7.87916 -2.06205
9353 -3.42275 -2.62059
9355 3.10279 -2.46151
9356 3.36283 -0.25587
9357 17.11823 -0.00834
9360 5.17240 -1.88075
9361 11.04312 -1.69505
9362 3.60337 -0.09600
9363 14.78676 -1.93084
11399 3.81566 0.65638
11400 10.83094 -2.05588
