DJI_20211224092312_0125 H_34.99999_23.32763
11788 3.46077 -5.71880
11791 -3.20703 -7.48271
11793 12.83642 -4.00890
11794 16.14033 -8.31121
11796 11.71352 -8.20526
11797 16.16963 -8.79576
11800 16.14500 -6.83600
11805 3.22117 -5.59047
11813 -0.87941 -1.36099
11814 0.02205 -3.55834
11815 0.19651 -3.94223
11848 0.25767 -4.74454
14805 -2.51425 9.54703
14898 -3.68909 -9.21811
14899 1.46589 2.16771
14900 -0.02884 6.54105
14901 -0.64816 6.33809
14902 -1.39904 9.98207
14903 13.82736 0.33745
-99
DJI_20211224094811_0215 H_34.99999_23.32763
7386 0.75571 -2.38161
8617 7.18497 11.17670
8637 11.78449 -0.62305
8638 16.28396 4.47539
8639 15.97703 -0.55066
8640 11.40795 -5.85552
8641 8.38657 -5.38838
8642 3.39966 0.82274
8643 13.84887 11.02885
8644 11.33925 7.54421
8645 10.39253 2.45489
8646 4.21156 9.65255
8648 3.71505 11.09795
8655 0.20146 -3.91888
8656 -2.32791 -1.19098
8657 2.94919 2.41277
8658 -0.58881 1.44986
8660 -0.65028 2.14409
8665 -15.99432 -11.47202
8666 -1.53473 -7.83610
8667 -2.68342 -10.67950
8668 -1.84467 -10.00804
8669 -14.60034 -10.58082
8670 -4.64136 -11.48023
8671 -10.88354 -10.67778
8672 -11.00423 -10.50825
8673 -16.55099 -10.03399
8676 -14.43755 -9.83498
8677 -14.46494 -8.04515
8678 -12.33467 -7.89201
8679 -12.39732 -7.44504
8680 -3.66331 -7.52623
8681 -10.50848 -9.94224
8682 -14.31547 -7.44010
8683 -8.33459 -8.51643
8701 -4.16020 -9.14697
8702 -5.17030 -9.09952
8703 -7.42316 -8.52609
8704 -14.72203 -7.96150
8705 -9.98959 -7.65701
8707 -7.13799 -7.38835
8708 0.07562 -7.91272
8709 -2.52108 -9.20355
8710 -17.39527 -5.72037
8711 -13.63697 -6.20090
8712 -17.13173 -6.18606
8713 -8.41360 -6.26387
8714 0.75131 -8.41980
8725 -16.55365 11.52908
8726 -11.90309 9.12769
8727 -8.56067 10.94652
8728 1.31238 11.00926
8729 -3.16125 11.11678
8730 -4.59347 10.67629
8731 -5.05200 10.05519
8732 -11.83120 9.41298
8733 -9.16600 10.10820
8734 -3.14440 10.28003
8735 -16.85682 10.67939
8736 -11.57874 11.12250
8737 -5.47559 11.40647
8738 -17.02370 11.46599
8739 -8.39598 11.30388
8740 2.07261 2.80566
8741 3.28510 9.10926
8742 14.50656 -5.31524
8743 9.35693 -0.78089
8744 16.70596 4.83253
8745 12.82199 -2.72297
8746 6.23045 -2.58854
8747 12.84661 3.78223
8748 14.11851 0.71706
8749 -3.57573 -0.55203
8750 14.71663 5.01876
8751 4.66896 -10.36813
8752 17.26096 9.94714
8760 16.51341 0.50490
8761 6.51114 -3.79870
8762 10.46916 -2.57808
8764 4.57765 -6.79561
8765 8.98678 -0.99880
8766 11.29315 -0.82941
8767 14.27262 -4.57011
8768 13.18021 -9.78856
8769 0.00049 1.58342
8770 8.03660 -4.78037
8771 8.70966 0.35140
8772 13.98490 -3.36078
8773 -0.05275 1.47042
8774 0.07387 -4.62327
8775 -1.41591 -4.45376
8776 14.23634 -10.25280
8777 -12.52694 -4.90273
8788 -17.12725 7.34167
8789 -15.64711 7.74395
8790 -16.82256 8.03924
8791 -13.38937 7.72010
8792 -12.39170 7.74882
8793 -6.52739 6.93903
8794 -10.97252 8.07794
8795 -16.89766 8.22676
8796 -10.49970 6.66983
8797 -16.90995 4.57462
8798 -6.79986 3.28763
8799 -7.87512 3.36699
8800 -8.90368 3.91775
8801 -6.28321 6.56682
8802 -16.18693 5.37667
8803 -10.14116 6.66040
8804 -10.75085 6.58484
8805 -10.92805 4.24737
8806 -17.29120 3.33652
8807 -10.88349 1.21973
8808 -5.69817 0.08529
8809 -8.61099 -3.64942
8810 -15.86107 -3.29304
8811 -10.63243 -4.11913
8812 -14.84710 -2.86477
8813 -11.57301 -4.80172
8814 -6.55046 -3.86247
8815 -14.38528 -2.59127
11438 -1.30924 2.34661
11439 -3.11090 -3.20369
11440 -12.14465 2.63485
11441 -15.98631 2.89507
11442 -12.08568 0.51084
11443 -17.13193 0.79963
11444 -0.02416 2.17630
11445 -9.97605 -0.54535
11446 0.22931 1.96617
11447 -5.95272 1.33614
11476 -11.09890 1.59301
11477 -5.73422 0.87898
11478 -9.35739 0.72104
11479 -17.20762 2.35313
11480 -3.53553 -3.93900
11481 -14.38292 1.91842
11482 -13.55958 0.20680
11483 -0.02769 1.90187
11484 -17.45044 0.26734
11485 -14.74445 3.06681
11486 1.05197 -2.57803
11487 0.61431 -8.31494
11488 -2.42980 -9.48234
11489 -3.37496 -3.55115
11490 -3.33162 -3.79255
11491 -4.11121 -2.84005
11492 0.62096 -6.20030
11493 -13.84348 -1.60033
11497 -3.87973 -2.40675
11500 -14.02740 -1.81121
11782 3.55342 -9.80777
11813 -1.01178 -6.15905
11814 -0.10964 -8.36487
11815 0.05454 -8.74642
11848 0.12368 -9.55149
14805 -2.64553 4.83524
14808 16.75264 10.89717
14899 1.33608 -2.67743
14900 -0.15323 1.79889
14902 -1.52953 5.27676
14903 13.65799 -4.70754
14904 -10.31477 6.86694
14905 -17.17698 11.54928
-99
DJI_20211224094812_0216 H_34.99999_23.32763
7391 11.31835 -5.83717
7490 2.93860 -2.98616
8606 4.07125 7.27783
8607 13.96103 7.34658
8608 7.70328 -3.57710
8609 9.19477 -1.89465
8610 7.67811 5.97144
8611 9.87049 9.32241
8612 9.53529 -1.56891
8613 6.08083 -6.25998
8614 4.43910 -4.58715
8615 6.54504 -2.73324
8616 9.18352 10.55961
8629 -9.18967 11.23270
8630 -1.31023 10.17211
8631 -5.23424 10.67042
8632 -10.16415 9.58390
8633 -11.42759 10.14527
8634 -10.75773 11.29736
8635 -16.32318 10.95960
8636 -13.88923 8.68641
8637 11.59843 -5.89790
8638 16.13935 -0.54492
8639 15.79040 -5.72360
8640 11.19160 -11.31426
8641 8.17667 -10.82578
8642 3.24534 -4.27272
8643 13.75501 6.05301
8644 11.20571 2.51348
8645 10.23265 -2.89476
8646 4.07608 4.62400
8647 10.84909 -3.22148
8648 3.57829 5.90143
8649 14.62205 10.48276
8650 4.28031 10.26507
8651 12.43078 10.65910
8652 2.25855 5.10264
8653 0.22023 2.79529
8655 0.05230 -9.01204
8656 -2.47069 -6.26278
8657 2.79968 -2.64720
8658 -0.76759 -3.63091
8659 -2.61177 0.98360
8660 -0.79981 -2.91878
8661 0.52563 2.78934
8662 0.18517 1.56159
8663 -0.20401 2.07362
8664 -1.16207 0.33832
8694 -8.18299 7.23752
8695 -12.75472 6.37925
8696 -2.98240 5.08263
8697 -11.73010 7.43146
8698 -6.51531 7.06784
8699 -3.11068 4.94897
8700 -3.12956 7.20257
8711 -13.71595 -11.20973
8712 -17.17681 -11.18561
8713 -8.52831 -11.29756
8725 -16.76450 6.54920
8726 -12.07334 4.07317
8727 -8.73155 5.89533
8728 1.16636 5.67392
8729 -3.32276 6.06393
8730 -4.74980 5.62499
8731 -5.19911 4.98032
8732 -11.99739 4.35650
8733 -9.32559 5.05247
8734 -3.28728 5.22594
8735 -17.05756 5.69204
8736 -11.74983 6.09203
8737 -5.63330 6.37010
8738 -17.23408 6.49343
8739 -8.56110 6.25959
8740 1.92469 -2.26147
8741 3.14645 4.06228
8742 14.27914 -10.71516
8743 9.17128 -6.29197
8744 16.57495 -0.17530
8745 12.61731 -8.32863
8747 12.68980 -1.26987
8748 13.94572 -4.62160
8750 14.58008 0.00197
8752 17.17496 4.95127
8760 16.32225 -4.84572
8762 10.27536 -8.01839
8767 14.05404 -9.93534
8769 -0.15016 -3.49483
8773 -0.20672 -3.59797
8775 -1.56227 -9.53666
8777 -12.62103 -9.93597
8778 -3.35183 -7.63125
8788 -17.28697 2.31812
8789 -15.80586 2.71557
8790 -16.99455 3.01763
8791 -13.54955 2.67477
8792 -12.54638 2.69560
8793 -6.67347 1.86369
8794 -11.13332 3.00277
8795 -17.07007 3.21177
8796 -10.65090 1.60295
8797 -17.05337 -0.44578
8798 -6.94201 -1.81030
8799 -8.01177 -1.67246
8800 -9.04587 -1.16797
8801 -6.43257 1.48868
8802 -16.33683 0.33759
8803 -10.29392 1.58221
8804 -10.89470 1.51076
8805 -11.06427 -0.83331
8807 -11.01416 -3.85722
8808 -5.83630 -5.00714
8809 -8.72579 -8.71531
8810 -15.94489 -8.32926
8811 -10.74043 -9.17124
8812 -14.93718 -7.90991
8813 -11.67529 -9.83862
8814 -6.68463 -8.92842
8815 -14.48393 -7.63986
11438 -1.44329 -2.70533
11439 -3.25043 -8.27567
11440 -12.27382 -2.47074
11441 -16.11595 -2.14077
11442 -12.20825 -4.55449
11443 -17.24146 -4.24779
11444 -0.17376 -2.87302
11445 -10.09980 -5.62447
11446 0.08822 -3.09012
11447 -6.09365 -3.75297
11476 -11.23364 -3.48291
11477 -5.86579 -4.21697
11478 -9.49681 -4.34785
11479 -17.33192 -2.67227
11480 -3.67439 -9.00897
11481 -14.51130 -3.12740
11482 -13.66973 -4.83501
11483 -0.16872 -3.16410
11485 -14.87587 -1.98577
11486 0.89712 -7.69103
11489 -3.51173 -8.63010
11490 -3.46763 -8.86851
11491 -4.25320 -7.90529
11492 0.46423 -11.29044
11493 -13.92304 -6.61250
11497 -4.02479 -7.49924
11500 -14.12934 -6.85103
11813 -1.15967 -11.24478
14805 -2.78941 -0.21722
14808 16.68309 5.93458
14809 2.71792 7.92290
14814 9.66684 7.33808
14900 -0.29448 -3.26213
14901 -0.89973 -3.47265
14903 13.44211 -10.05931
14904 -10.47599 1.78647
14906 1.75541 11.23659
-99
DJI_20211224094814_0217 H_34.99999_23.32763
5918 -3.30038 0.88562
8598 -12.23373 10.27953
8599 -4.07264 9.54983
8600 -9.97120 8.35948
8601 4.01708 10.85749
8602 2.86052 9.93054
8603 -16.79949 11.57795
8604 -0.92384 10.81927
8605 -8.27072 9.39076
8606 3.91688 2.50683
8607 13.84747 2.72375
8608 7.52961 -8.40355
8609 9.03112 -6.53650
8610 7.54357 1.31994
8611 9.75805 4.61660
8612 9.36463 -6.21150
8613 5.91319 -11.12167
8614 4.27538 -9.40367
8615 6.39500 -7.27394
8616 9.05322 5.89262
8617 6.91532 1.32289
8618 16.33095 8.84192
8619 12.92746 8.76057
8620 8.55304 9.22120
8627 2.60283 -2.53467
8628 1.43079 7.37691
8629 -9.35590 6.68473
8630 -1.44456 5.62751
8631 -5.37776 6.12679
8632 -10.31492 5.04049
8633 -11.58176 5.60328
8634 -10.91848 6.75762
8635 -16.51059 6.45855
8636 -14.04736 4.15563
8637 11.40508 -10.60809
8638 15.98199 -5.04758
8639 15.59143 -10.32820
8642 3.08713 -8.82707
8644 11.06083 -2.02411
8646 3.94143 0.08270
8647 10.66294 -7.98611
8648 3.44867 1.22692
8649 14.54035 5.99364
8650 4.15968 5.73071
8651 12.33319 6.14833
8652 2.11608 0.32762
8653 0.08319 -1.74666
8654 1.35437 0.95805
8656 -2.60740 -10.78972
8657 2.65544 -7.17864
8658 -0.90309 -8.16889
8659 -2.74764 -3.55574
8660 -0.95048 -7.44859
8661 0.39083 -1.74975
8662 0.04780 -2.98027
8663 -0.34087 -2.46792
8664 -1.30188 -4.19187
8694 -8.32689 2.68088
8695 -12.89862 1.83810
8696 -3.11497 0.51974
8697 -11.87706 2.88756
8698 -6.65805 2.52082
8699 -3.24603 0.38144
8700 -3.26613 2.64622
8725 -16.91258 2.03229
8726 -12.20482 -0.48400
8727 -8.86861 1.33395
8729 -3.45791 1.51014
8730 -4.88482 1.06760
8731 -5.33723 0.40162
8732 -12.13502 -0.20631
8733 -9.46382 0.49177
8734 -3.42583 0.66377
8735 -17.20529 1.18127
8736 -11.89781 1.53277
8737 -5.77406 1.81836
8738 -17.38795 1.98164
8739 -8.70212 1.69660
8741 3.01142 -0.47520
8744 16.41038 -4.67926
8747 12.52801 -5.81090
8748 13.75518 -9.39494
8749 -3.82685 -10.15921
8750 14.42689 -4.50788
8752 17.05281 0.42044
8760 16.10946 -9.62576
8769 -0.28239 -8.03634
8773 -0.34631 -8.13181
8789 -15.92844 -1.81161
8790 -17.11938 -1.51327
8791 -13.67764 -1.87180
8792 -12.67834 -1.84716
8793 -6.79686 -2.69996
8794 -11.26209 -1.54534
8795 -17.19812 -1.30977
8796 -10.77547 -2.96245
8797 -17.15537 -4.97274
8798 -7.06630 -6.37595
8799 -8.12150 -6.18692
8800 -9.16499 -5.72870
8801 -6.56165 -3.07269
8802 -16.44522 -4.18104
8803 -10.42058 -2.98160
8804 -11.02648 -3.04297
8805 -11.17247 -5.39311
8807 -11.12179 -8.39350
8808 -5.95853 -9.55572
11440 -12.37189 -7.03306
11441 -16.21234 -6.64868
11442 -12.30691 -9.07783
11443 -17.29668 -8.75317
11444 -0.30723 -7.39595
11445 -10.20769 -10.14312
11446 -0.04844 -7.62394
11447 -6.21658 -8.30112
11476 -11.33763 -8.01893
11477 -5.98943 -8.77579
11478 -9.60902 -8.88307
11481 -14.60455 -7.63777
11482 -13.77615 -9.35003
11483 -0.31528 -7.69531
11485 -14.97779 -6.49712
11500 -14.20409 -11.34069
14803 16.95267 1.88793
14806 -2.09239 3.16895
14808 16.58366 1.42195
14809 2.59544 3.36167
14810 5.86498 10.48822
14811 0.21983 10.30019
14812 1.65230 -6.62461
14814 9.54436 2.82177
14901 -1.03894 -8.00908
14904 -10.60382 -2.78217
14906 1.62307 6.70663
-99
DJI_20211224094854_0238 H_34.99999_23.32763
8598 -1.42914 -9.14688
8599 -9.58122 -8.83568
8600 -3.81658 -7.33253
8601 -17.35866 -10.56303
8602 -16.32574 -9.59361
8603 3.39444 -10.22810
8604 -12.57887 -10.28636
8605 -5.46682 -8.46382
8621 9.55453 -5.60695
8622 4.73708 -6.53389
8623 10.55939 -6.32845
8624 17.18200 -4.60056
8625 15.71289 -5.60130
8626 -10.75905 3.55440
8627 -16.79363 2.70890
8628 -15.14389 -7.00331
8629 -4.57116 -5.69438
8630 -12.44634 -5.08311
8631 -8.54047 -5.36724
8632 -3.69862 -3.97861
8633 -2.40769 -4.46703
8634 -2.99173 -5.66987
8635 2.70189 -5.04967
8636 0.03761 -2.86918
8684 14.50861 -1.38010
8685 11.63365 0.43053
8686 14.85004 -1.91689
8687 7.80529 -0.98795
8688 -11.73930 2.72005
8689 13.65128 -1.32615
8690 6.70316 -1.71760
8691 13.81335 -1.93919
8692 9.08090 -1.70071
8693 9.97695 1.51319
8694 -5.83417 -1.73877
8695 -1.25303 -0.61086
8696 -11.11288 0.08953
8697 -2.22491 -1.72325
8698 -7.46017 -1.68603
8699 -10.99066 0.23161
8700 -10.82020 -2.02082
8725 2.87700 -0.54792
8726 -2.13162 1.67341
8727 -5.37840 -0.35754
8728 -15.94301 -0.48120
8729 -10.71012 -0.88499
8730 -9.31473 -0.33980
8731 -8.98942 0.34851
8732 -2.17002 1.40045
8733 -4.83316 0.52047
8734 -10.78819 -0.04229
8735 3.13519 0.31066
8736 -2.30329 -0.36295
8737 -8.38525 -1.03900
8738 3.37298 -0.47246
8739 -5.52071 -0.73657
8740 -16.28809 7.00444
8741 -17.07664 0.65782
8749 -11.05464 10.75460
8773 -14.30608 8.47515
8779 3.96448 5.85430
8780 4.77610 3.09210
8781 10.31627 5.37975
8782 11.96003 3.63343
8783 10.42132 3.11874
8784 9.75069 3.66852
8785 15.26979 3.43753
8786 16.14495 2.53357
8787 11.32545 2.95466
8788 3.12508 3.76692
8789 1.60760 3.26847
8790 2.87595 3.07105
8791 -0.70099 3.16749
8792 -1.70591 3.10140
8793 -7.65259 3.54208
8794 -3.14034 2.69779
8795 2.95339 2.83149
8796 -3.72152 4.06478
8797 2.69666 6.53420
8798 -7.66375 7.22400
8799 -6.48441 7.12065
8800 -5.51457 6.72272
8801 -7.93055 3.89114
8802 2.02157 5.68942
8803 -4.09358 4.06494
8804 -3.47717 4.16824
8805 -3.47557 6.54956
8806 2.99888 7.80375
8807 -3.70764 9.54597
8808 -8.95664 10.31347
11114 14.42676 7.32136
11115 8.68017 10.95463
11116 6.46070 7.44223
11117 12.48096 10.98598
11118 6.89088 10.88732
11119 7.95170 7.70678
11132 13.96485 9.15089
11133 3.77573 10.04960
11134 15.46598 10.29651
11135 9.82276 11.54260
11136 5.86334 11.54921
11137 10.24532 10.43841
11138 13.18425 9.69173
11153 11.84752 11.52974
11154 13.15861 8.31937
11155 12.60101 7.74894
11156 15.06272 11.07055
11157 14.41868 11.33090
11192 -16.22126 7.13413
11438 -13.03423 7.67240
11440 -2.41502 8.28272
11441 1.63923 8.16119
11442 -2.53562 10.31480
11443 2.59108 10.39651
11444 -14.26536 7.73074
11445 -4.72432 11.22427
11446 -14.54841 7.94013
11447 -8.62001 9.08910
11476 -3.45431 9.17905
11477 -8.88548 9.53168
11478 -5.25829 9.92555
11479 2.85546 8.78087
11481 -0.07270 9.04124
11482 -1.03709 10.69247
11483 -14.28893 8.03473
11484 2.86216 10.94501
11485 0.35468 7.92788
14805 -11.53046 5.30468
14809 -16.48943 -3.08915
14813 -14.71507 2.34038
14902 -12.60278 4.76525
14904 -3.90953 3.87150
14905 3.53529 -0.54569
14906 -15.33211 -6.32712
-99
DJI_20211224094856_0239 H_34.99999_23.32763
8621 9.70623 -10.36127
8622 4.91694 -11.27603
8623 10.71576 -11.05163
8624 17.31650 -9.28887
8625 15.85410 -10.29846
8626 -10.56941 -1.49840
8629 -4.37184 -10.43718
8630 -12.22140 -9.78858
8631 -8.32193 -10.08222
8632 -3.49854 -8.73547
8633 -2.20483 -9.22676
8634 -2.79293 -10.41852
8635 2.88105 -9.81311
8636 0.23193 -7.63388
8684 14.68363 -6.10441
8685 11.82275 -4.31533
8686 15.02025 -6.64218
8687 7.97407 -5.76042
8688 -11.53874 -2.16372
8689 13.83878 -6.05314
8690 6.90051 -6.48832
8691 13.98531 -6.65982
8692 9.26245 -6.46749
8693 10.17727 -3.25853
8694 -5.63266 -6.48667
8695 -1.05864 -5.36477
8696 -10.90930 -4.63785
8697 -2.02715 -6.47343
8698 -7.25357 -6.42143
8699 -10.78477 -4.49713
8700 -10.60766 -6.74402
8725 3.07032 -5.31113
8726 -1.93364 -3.09393
8727 -5.17688 -5.11833
8728 -15.71833 -5.45133
8729 -10.49307 -5.60971
8730 -9.11202 -5.07436
8731 -8.77498 -4.40753
8732 -1.98183 -3.37581
8733 -4.64600 -4.24771
8734 -10.58329 -4.76735
8735 3.33444 -4.44093
8736 -2.10940 -5.13360
8737 -8.18103 -5.77213
8738 3.56503 -5.22526
8739 -5.32039 -5.49413
8740 -16.12607 2.33308
8741 -16.87259 -4.01270
8749 -10.89455 6.06689
8773 -14.15214 3.79849
8777 -2.24220 11.01967
8778 -11.38217 8.02064
8779 4.15787 1.09856
8780 4.96571 -1.68302
8781 10.52926 0.63457
8782 12.16878 -1.10255
8783 10.62578 -1.64084
8784 9.95351 -1.09646
8785 15.48572 -1.27641
8786 16.34491 -2.18929
8787 11.52707 -1.80322
8788 3.32595 -0.99618
8789 1.80661 -1.49429
8790 3.07511 -1.70046
8791 -0.50431 -1.58907
8792 -1.53459 -1.66729
8793 -7.45883 -1.20539
8794 -2.94524 -2.06331
8795 3.15856 -1.92687
8796 -3.52922 -0.69634
8797 2.89708 1.79910
8798 -7.48165 2.47989
8799 -6.28125 2.42068
8800 -5.32932 1.97967
8801 -7.73717 -0.85237
8802 2.22522 0.93737
8803 -3.90360 -0.70085
8804 -3.28004 -0.59166
8805 -3.27348 1.78899
8806 3.20998 3.06258
8807 -3.51872 4.80153
8808 -8.78335 5.59589
8809 -6.10580 9.49939
8810 1.20484 9.66059
8811 -4.09199 10.10085
8812 0.19698 9.14260
8813 -3.18111 10.83965
8814 -8.17042 9.56810
8815 -0.22518 8.85201
10984 -16.38213 5.69494
11114 14.66204 2.60658
11115 8.90958 6.22532
11116 6.67351 2.70415
11117 12.72722 6.30332
11118 7.11679 6.16563
11119 8.16792 2.97211
11132 14.19266 4.43444
11133 3.98969 5.30292
11134 15.71041 5.62576
11135 10.06602 6.80972
11136 6.07871 6.81890
11137 10.47703 5.69275
11138 13.43013 4.97975
11153 12.09367 6.82931
11154 13.38753 3.59520
11155 12.82212 3.01815
11156 15.32707 6.39100
11157 14.67950 6.65518
11192 -16.06005 2.46525
11438 -12.85744 3.00019
11440 -2.22871 3.50253
11441 1.84065 3.42515
11442 -2.34635 5.58646
11443 2.80559 5.66299
11444 -14.09657 3.07254
11445 -4.54517 6.50657
11446 -14.38950 3.27565
11447 -8.44561 4.36273
11476 -3.26491 4.44099
11477 -8.71033 4.80715
11478 -5.07469 5.18821
11479 3.06281 4.04951
11480 -11.15539 9.41971
11481 0.12673 4.31465
11482 -0.83536 5.98835
11483 -14.13127 3.36251
11484 3.07276 6.19981
11485 0.55637 3.17675
11486 -15.62766 7.75255
11489 -11.27915 9.02233
11490 -11.34916 9.24539
11491 -10.49923 8.36043
11492 -15.43124 11.34372
11493 -0.70360 7.79321
11497 -10.72469 7.93225
11500 -0.52184 8.03263
11508 3.81276 8.63676
11509 14.37981 11.36370
11510 14.61187 10.69919
11511 13.07425 8.24013
11512 15.94416 10.40000
11513 11.41254 10.75755
11514 10.16748 8.39455
11515 9.03338 7.59630
11516 9.83632 8.69339
14809 -16.25489 -7.77542
14813 -14.53690 -2.35412
14899 -15.90857 7.82618
14904 -3.71619 -0.89524
14905 3.72774 -5.30439
14906 -15.09344 -10.99250
-99
DJI_20211224094857_0240 H_34.99999_23.32763
8666 -13.26401 8.21108
8667 -12.30596 11.11340
8668 -13.09454 10.38394
8673 1.89346 11.53065
8674 15.98024 11.55966
8675 13.32440 11.56045
8676 -0.37608 11.17001
8677 -0.22851 9.36664
8678 -2.39023 9.04797
8679 -2.32879 8.61599
8681 -4.37495 10.97511
8682 -0.37191 8.75441
8683 -6.48978 9.38630
8684 14.82428 -11.01214
8685 11.98689 -9.25895
8686 15.14865 -11.54343
8687 8.14051 -10.72078
8688 -11.32227 -7.25379
8689 13.97218 -10.96346
8690 7.07586 -11.44268
8691 14.12142 -11.56292
8692 9.42478 -11.40777
8693 10.34863 -8.23645
8694 -5.41797 -11.42586
8695 -0.86180 -10.31386
8696 -10.68547 -9.55778
8697 -1.82619 -11.41502
8698 -7.04293 -11.33490
8701 -10.74351 9.70500
8702 -9.71343 9.73474
8703 -7.39242 9.32771
8704 0.01246 9.30086
8705 -4.76811 8.65025
8706 -15.94820 7.81258
8707 -7.62194 8.16402
8708 -14.87290 8.16194
8710 2.84038 7.24276
8711 -1.00189 7.45602
8712 2.52339 7.70395
8713 -6.27522 7.14032
8714 -15.58093 8.60594
8715 9.53599 10.67724
8716 10.62417 9.40786
8717 10.51236 10.76663
8718 10.50635 9.29765
8719 10.62916 8.10218
8720 3.06907 7.77447
8721 3.79117 11.01269
8722 9.39113 11.30818
8723 11.72507 7.57186
8724 3.52385 10.50936
8725 3.26019 -10.27034
8726 -1.73917 -8.07308
8727 -4.96811 -10.06791
8728 -15.45321 -10.60914
8729 -10.27397 -10.51928
8730 -8.89253 -9.99734
8731 -8.55673 -9.35664
8732 -1.77928 -8.35085
8733 -4.42678 -9.19171
8734 -10.35976 -9.68806
8735 3.51689 -9.39818
8736 -1.90774 -10.08676
8737 -7.96337 -10.69094
8738 3.74548 -10.18747
8739 -5.11366 -10.43665
8740 -15.93459 -2.56708
8741 -16.62944 -8.85473
8753 13.39114 7.17639
8754 14.38968 7.55658
8755 15.51767 9.45945
8756 10.33811 7.68175
8757 3.34407 8.86463
8758 10.03796 7.98271
8759 9.66527 8.54811
8763 3.54899 7.56800
8773 -13.97018 -1.11577
8777 -2.04484 6.07114
8778 -11.20801 3.07441
8779 4.36517 -3.88751
8780 5.16067 -6.65237
8781 10.72391 -4.33576
8782 12.36134 -6.07141
8783 10.81175 -6.61526
8784 10.14134 -6.07325
8785 15.66548 -6.21341
8786 16.50969 -7.12583
8787 11.70840 -6.77628
8788 3.52370 -5.98108
8789 1.99782 -6.47160
8790 3.27068 -6.68776
8791 -0.30835 -6.57080
8792 -1.31719 -6.63729
8793 -7.25061 -6.16808
8794 -2.74723 -7.04556
8795 3.35172 -6.89722
8796 -3.33221 -5.66876
8797 3.09813 -3.20431
8798 -7.28126 -2.49754
8799 -6.07324 -2.51390
8800 -5.13043 -3.00710
8801 -7.53317 -5.81308
8802 2.42369 -4.04686
8803 -3.70278 -5.68524
8804 -3.08195 -5.57523
8805 -3.07213 -3.20608
8806 3.40541 -1.92487
8807 -3.32189 -0.18363
8808 -8.59672 0.62214
8809 -5.91105 4.54045
8810 1.41371 4.67854
8811 -3.90086 5.14756
8812 0.41254 4.18674
8813 -2.98742 5.89202
8814 -7.98800 4.61589
8815 -0.02759 3.87479
10984 -16.20935 0.55772
11114 14.86948 -2.35245
11115 9.13290 1.23345
11116 6.87754 -2.27217
11117 12.95473 1.34683
11118 7.33650 1.16868
11119 8.37229 -2.00580
11132 14.41922 -0.50757
11133 4.19525 0.28267
11134 15.94084 0.67574
11135 10.28795 1.80673
11136 6.29348 1.82764
11137 10.69636 0.69702
11138 13.64835 0.01219
11153 12.32308 1.86489
11154 13.59765 -1.37618
11155 13.02992 -1.96199
11156 15.55543 1.43765
11157 14.91452 1.71868
11192 -15.86783 -2.43481
11438 -12.65818 -1.91269
11439 -11.34754 3.71599
11440 -2.03042 -1.51883
11441 2.04238 -1.55552
11442 -2.14623 0.59977
11443 3.01713 0.66244
11444 -13.89325 -1.82013
11445 -4.35142 1.52709
11446 -14.20050 -1.63004
11447 -8.25402 -0.60947
11448 -12.57349 2.23260
11476 -3.07132 -0.54353
11477 -8.51054 -0.17197
11478 -4.87989 0.19869
11479 3.26511 -0.92675
11480 -10.98670 4.47830
11481 0.32568 -0.67174
11482 -0.63527 1.01400
11483 -13.94079 -1.54824
11484 3.27882 1.19553
11485 0.75718 -1.80073
11486 -15.46788 2.80496
11489 -11.11652 4.08796
11490 -11.18561 4.31065
11491 -10.32331 3.41896
11492 -15.30373 6.42013
11493 -0.49772 2.82556
11497 -10.54523 2.98185
11500 -0.31943 3.06020
11508 4.02230 3.67354
11509 14.65209 6.45733
11510 14.88172 5.81051
11511 13.32139 3.26404
11512 16.22592 5.50431
11513 11.65932 5.87532
11514 10.38412 3.44099
11515 9.25992 2.67055
11516 10.07163 3.78510
14805 -11.15016 -4.30986
14813 -14.30152 -7.22593
14899 -15.75224 2.87918
14902 -12.21172 -4.83174
14904 -3.52669 -5.88606
14905 3.90896 -10.25816
-99
DJI_20211224094859_0241 H_34.99999_23.32763
8665 1.46555 8.65187
8666 -13.13668 3.84215
8667 -12.18352 6.76124
8668 -12.97198 6.02690
8669 -0.08478 7.59830
8670 -10.25123 7.70872
8671 -3.89275 7.39497
8672 -3.75987 7.23291
8673 2.07096 7.21994
8674 16.22059 7.24613
8675 13.54513 7.21760
8676 -0.21723 6.81879
8677 -0.07724 4.99986
8678 -2.23468 4.68953
8679 -2.15854 4.24643
8680 -10.99547 3.68783
8681 -4.22340 6.62584
8682 -0.20844 4.38210
8683 -6.34312 5.02509
8701 -10.61479 5.33735
8702 -9.57586 5.37391
8703 -7.25245 4.96736
8704 0.17572 4.93131
8705 -4.61689 4.28091
8706 -15.83144 3.43710
8707 -7.48334 3.79925
8708 -14.75708 3.79092
8710 3.01182 2.83694
8711 -0.83864 3.06575
8712 2.70218 3.30252
8713 -6.12344 2.76506
8714 -15.44555 4.24992
8715 9.73562 6.31173
8716 10.82178 5.03475
8717 10.71470 6.40764
8718 10.70170 4.92324
8719 10.81918 3.74484
8720 3.24147 3.37265
8721 3.97096 6.64559
8722 9.59614 6.94841
8723 11.91328 3.20609
8724 3.70113 6.13311
8753 13.58554 2.80921
