8back01053 H_25.39998_16.93332
5418 -6.24048 5.39432
5425 -2.22208 5.86784
5430 -0.78430 7.43965
5433 4.48210 4.17113
5434 -12.19644 1.78985
5439 0.99617 6.09011
5443 -6.28964 3.74871
5446 4.24296 1.91013
5447 0.75511 -0.21628
5448 1.26743 -0.06722
5449 1.12991 0.03589
5451 -0.85325 -5.49537
5453 -11.05916 -4.74525
5456 -5.53969 -7.29149
5473 -11.53620 6.39994
5475 -5.48643 6.32123
5476 1.44504 -2.21304
5521 -2.23037 6.25374
5568 -0.59829 7.07307
5642 0.50295 -8.08227
6417 -6.24560 8.16478
6418 -9.78727 7.93672
6423 -9.77251 7.75313
22190 -12.30925 -0.25112
22428 -12.24419 -0.18694
24777 1.80611 6.95477
25267 -10.20954 8.25975
25339 -2.21880 6.13830
25949 1.77247 6.38401
25950 -12.29009 8.01795
26801 -10.17971 -4.98734
27935 -10.85334 -6.96437
27950 3.26563 -6.97994
28040 -11.20670 -3.61873
28041 1.03768 4.49993
29046 -12.48211 -0.25718
29165 -9.72457 5.63579
29273 -3.99968 2.93246
29282 -2.43869 -1.41030
29375 -0.67107 -7.96254
GCP_GCP-05 1.18106 -0.03294
-99
8front01555 H_25.39998_16.93332
22451 9.18641 -7.63614
25008 11.70631 7.86459
25673 6.61317 -6.35361
25809 10.28396 -6.82421
27936 -6.85244 5.40572
27937 -5.71191 7.81381
27939 -1.14798 5.96832
27952 9.10685 -4.48480
27955 0.92489 2.05972
28042 8.03274 -1.37957
28043 -1.11347 -0.11346
28044 -0.92012 1.85121
28045 -11.33419 -6.15265
28046 -4.66238 -4.02439
28047 3.01395 -0.76076
28048 -4.63991 -3.53718
28049 -8.12647 0.66427
28050 -8.51249 -5.19820
28051 -1.68780 -1.69564
28052 -4.67766 -0.60479
28053 -8.05949 2.75805
28054 -11.04105 -4.92986
28055 -4.48013 -5.35132
28056 -2.05142 3.92969
28057 -3.09250 -7.58512
28058 12.07303 -4.47160
28059 -5.91902 1.88404
28060 1.91245 -7.78514
28061 -7.08452 -3.86081
28062 -2.12834 3.59826
28063 -1.46292 -5.46158
28064 5.71228 0.33264
28065 -5.34911 -7.57329
28066 -6.18157 -4.83217
28067 1.04539 0.13802
28494 -11.31366 1.31330
29327 12.12046 3.01552
29474 2.97636 -5.59800
-99
8left01555 H_25.39998_16.93332
16658 11.19019 -1.30624
25028 -9.99357 2.79701
25030 11.79500 4.47042
25033 7.08368 1.40802
25034 1.31167 0.10463
25112 7.82861 -0.24698
26264 11.68908 -0.49867
27576 9.07188 -3.02189
27766 9.01038 8.22813
27799 3.30092 2.31075
27909 9.20555 3.70317
27910 2.57612 5.29965
27926 5.19378 4.89419
27927 11.44269 5.19093
27940 8.35729 1.92217
27941 4.07124 4.89721
27959 9.19319 8.27985
27960 2.26502 6.01544
27961 9.78100 -0.77055
27962 -0.70247 -5.15260
27963 6.85855 1.01198
27965 11.41008 7.22739
27966 -0.07057 -0.26822
27967 -1.98912 6.24326
27968 -2.71616 2.21773
27969 11.64823 2.15230
27970 9.87990 -5.44777
27972 -0.18987 4.14683
27973 7.46525 4.86774
27974 -2.35816 6.71668
27976 1.91909 2.26795
27977 6.16758 -3.44287
27978 5.98302 6.11171
27979 -3.68590 -0.42789
27980 12.51610 6.94709
27981 11.29371 -4.71518
27982 0.10095 -5.44834
27983 0.07032 6.98306
27993 4.40959 0.66098
28068 -8.74416 3.75320
28070 -11.33938 6.18655
28072 -7.44202 -0.20132
28073 -8.36591 3.95148
28074 5.26962 4.18580
28075 -9.44821 6.73604
28076 -6.96736 -2.91405
28077 2.21870 -4.44640
28078 -10.29073 2.89828
28079 -8.71377 5.73469
29271 -1.80276 3.05432
29272 4.47997 -6.56048
29274 -2.64007 7.74899
29415 8.33996 0.01204
-99
8right01555 H_25.39998_16.93332
24957 -0.79870 -2.23278
28004 0.90732 -4.57778
28005 1.10766 -5.33685
28006 3.30420 -4.65608
28007 7.10904 -1.64831
-99
8back01556 H_25.39998_16.93332
22172 -11.98282 -5.96955
22185 -0.72226 -6.54759
22188 -12.23586 5.46618
24981 -8.42110 -8.21057
25262 -9.27447 -4.94636
25263 -2.56837 1.25025
25264 -1.59370 -5.83558
25265 -11.19278 -6.76842
25266 -2.53804 1.12310
25333 -10.44115 -7.65093
25334 0.79222 -6.71656
27777 0.79222 -6.71656
27867 0.59061 -6.01178
27928 1.08856 1.40994
27932 -9.15001 0.31327
27943 0.10109 -7.21902
27944 7.62369 -0.02486
28009 -2.81323 4.53797
28010 -1.71565 2.81219
28011 1.85399 4.32460
28012 8.56433 1.63499
28013 -6.69181 -4.26676
28014 2.30673 -3.58567
28015 4.31994 0.34544
28016 1.04348 -1.89497
28018 0.69411 -1.04966
28019 4.13982 3.54044
28020 4.99441 1.48749
28021 3.84753 4.43387
28022 10.73245 -7.13034
28023 0.03368 5.47892
28024 -5.79481 5.41373
28025 -2.03495 -1.42903
28026 -0.43271 1.29709
28027 1.56675 3.68572
28028 -3.82546 2.09850
28029 -1.45745 5.24033
28030 0.69553 -7.40682
28031 -9.78800 1.45524
28032 -2.59773 0.87889
28033 -3.26485 -1.24398
28034 -9.48456 3.92776
28035 5.27426 -0.81474
28036 3.73460 -3.04755
28080 -7.62641 -5.21366
28081 -11.36670 0.35714
28082 -6.54004 -7.04881
28083 -11.22814 5.45093
28084 -6.51786 -3.17083
28085 -10.88725 8.26749
-99
8down01556 H_25.39998_16.93332
1836 8.01241 -2.99069
1842 6.39977 1.94604
1844 -3.06042 0.23363
2100 -2.00360 -0.04663
2877 5.50398 -7.06757
2883 -4.40041 -6.65985
3342 3.61414 1.49806
3415 1.54680 -8.07634
3460 5.95232 2.12737
3482 9.99662 -6.94168
3497 1.65253 -3.92241
3498 4.00917 -6.60320
3548 -0.28518 -3.07750
3560 10.18295 -6.94936
3575 6.33479 0.35851
3579 6.27245 -3.02741
3878 1.97522 7.86623
4118 -3.80925 -2.98824
4233 2.77269 -8.18931
4235 1.08830 6.27705
4238 -8.63598 -3.71927
5178 1.93579 2.62832
5197 -5.91625 6.33091
5198 -10.86638 -0.31725
5199 -9.38334 8.01966
5204 -9.10027 5.77968
5212 -2.34241 -7.25905
5214 -6.04863 1.24266
5217 -12.54391 1.56572
5226 0.19810 4.93635
5245 -9.26756 3.86578
5248 0.76750 4.50611
5254 -9.95377 1.52297
5274 -10.66545 -7.64762
5275 -4.77710 -3.38367
5281 -11.11665 4.37945
5283 -9.97503 -1.60017
5294 -10.95755 -2.74294
5295 -11.11316 2.34193
5299 -3.44331 -1.91231
5303 3.51143 -5.12604
5309 -12.45112 -4.14185
5311 1.90955 1.54028
5315 2.00144 -3.13595
5316 1.92978 4.99579
5317 -5.01229 -3.34435
5318 1.30434 -3.15329
5418 -5.90027 2.16556
5419 -12.33355 -4.15005
5420 -9.33059 5.88481
5423 -10.14414 -2.60778
5425 -1.96775 2.47119
5426 -11.39916 2.34090
5427 -12.11942 6.71357
5430 -0.56391 3.92700
5433 4.58094 0.32427
5434 -11.69696 -1.35375
5435 -4.07569 6.14771
5437 -9.32796 5.58461
5438 -2.83970 -4.97468
5439 1.18688 2.67744
5440 -5.84032 -0.20527
5441 -0.80174 0.02916
5442 -12.49220 -3.76153
5444 1.86320 3.07263
5445 11.49706 4.15703
5448 1.44104 -3.25305
5449 1.30434 -3.15329
5450 4.45033 7.63706
5452 10.29641 1.87808
5454 5.69167 -4.81188
5455 11.20171 -5.06082
5457 -11.40020 3.21239
5458 -9.97848 -4.70574
5459 3.47537 -3.58664
5460 3.57881 -3.31679
5471 -12.14304 5.81100
5474 -1.99212 0.96774
5926 0.18428 4.52606
6417 -5.90878 4.80815
6418 -9.35951 4.61861
6426 0.28368 5.02266
6517 -10.50849 4.62635
12197 -10.51220 6.75041
16790 -12.23236 8.25151
18384 -12.20838 8.12096
18389 -9.77331 4.92028
22190 -11.81965 -3.28890
22826 1.95442 3.15320
22827 -1.98813 1.36006
23236 -10.91995 -0.39772
24777 1.98312 3.51206
24784 -1.90286 6.51009
25059 -11.02514 1.42056
25149 -9.27740 1.77069
25267 -9.77331 4.92028
25340 -1.91076 5.64452
25622 2.03762 5.55393
25623 -2.04446 5.42447
26090 -0.18864 5.69548
26091 -9.85601 -5.18321
27951 -9.88369 0.66533
28040 -10.73905 -7.31942
28041 1.22753 1.14358
28086 5.39544 5.64324
28087 -1.40483 -2.07472
28089 7.73119 7.40203
29138 8.36423 3.62605
29139 -6.03655 5.99901
29167 -8.26217 2.00080
29282 -2.18269 -4.48242
GCP_GCP-05 1.35256 -3.21929
-99
8front01556 H_25.39998_16.93332
1673 -1.19844 -7.57230
22451 9.37152 -5.37714
22750 3.15604 0.36605
25150 5.60680 -4.22939
25276 4.23822 -3.93021
25277 3.46740 -3.49679
25278 0.06375 -6.72421
25279 8.94094 1.56863
25280 6.84315 -6.65708
25281 6.62628 -1.32438
25358 1.93583 -4.32742
25359 1.21203 -1.64156
25360 7.99800 0.82825
25361 9.65049 -7.46480
25809 10.58197 -4.47066
27952 9.35455 -1.77528
27953 7.04894 0.84580
27954 5.90653 -0.48637
27955 0.68545 5.62359
27956 12.38518 2.41985
28042 8.21915 1.54169
28043 -1.46357 3.05790
28044 -1.27254 5.28566
28045 -12.31680 -3.36690
28046 -5.24566 -0.96275
28047 2.91322 2.38628
28048 -5.22718 -0.46187
28049 -9.01064 4.42749
28050 -9.31813 -2.33551
28051 -2.06935 1.28187
28052 -5.28300 2.88218
28053 -8.97259 6.86320
28054 -12.02701 -2.03131
28055 -5.02746 -2.53229
28056 -2.48029 7.64364
28057 -3.53128 -5.08087
28058 12.48580 -1.72613
28059 -6.62656 5.62147
28060 1.76899 -5.82349
28061 -7.82758 -0.78368
28062 -2.57298 7.22051
28063 -1.81511 -2.92896
28064 5.81346 3.98659
28065 -5.93555 -4.96210
28066 -6.84953 -1.90522
28067 0.81305 3.37409
29366 6.83555 -2.66768
-99
8left01556 H_25.39998_16.93332
12405 -5.03907 3.53270
25028 -7.59607 3.38896
25310 3.73319 -3.11199
27793 10.35464 5.07962
27942 5.62563 6.84279
27964 3.81659 5.14642
27974 1.29310 7.39455
27975 0.52210 1.36263
27983 3.47325 7.64992
27984 -4.24872 -2.11894
27986 1.06749 5.20908
27987 -2.80539 0.88635
27988 5.16151 3.99521
27989 -0.72140 0.37618
27991 -4.69606 -2.58400
27992 6.05126 8.24853
28068 -5.27384 4.42849
28070 -7.55357 6.87765
28072 -4.26451 0.46796
28073 -4.79286 4.63817
28074 8.94295 4.90956
28075 -5.66308 7.42803
28076 -4.09723 -2.24072
28077 7.63052 -3.40859
28078 -6.78226 3.58463
28092 -3.35942 0.84862
28094 5.04073 1.20278
28095 1.53558 6.81340
28096 -8.09915 7.91544
28098 4.47878 -0.15091
28100 4.88894 -3.84543
28101 5.03159 3.25579
28103 5.72222 2.86409
28104 2.43390 -5.79044
28105 2.88867 -3.98609
28106 1.35428 5.60346
28107 0.55113 3.56967
28108 4.17441 0.73837
-99
8right01556 H_25.39998_16.93332
25371 -5.74571 0.65290
28109 -3.47946 2.41320
28110 6.28098 -5.16880
28111 -1.54866 1.90722
-99
8back01557 H_25.39998_16.93332
24960 0.59595 -5.41375
25261 0.87921 0.05859
25404 -10.90677 0.32493
25406 -12.24143 6.91548
25483 -10.59286 -5.92260
25484 -9.34873 3.08921
27867 0.54590 -5.97981
27945 -1.38764 -5.16668
27946 -9.47248 -4.17550
27947 -0.91748 -2.56792
27948 -8.06317 -1.23196
27949 6.99262 -5.17826
28080 -7.30508 -5.33836
28082 -6.28692 -6.98135
28112 0.75629 -6.24638
28113 -6.39378 -5.91129
28114 1.73052 3.78386
28115 -1.92444 0.18342
28116 -9.54454 0.25181
28117 -9.19790 6.65439
28118 -11.83659 4.76050
28120 -7.90048 -0.90232
28121 -2.60706 4.24587
28122 3.79845 -0.60866
28123 -10.73484 -6.96989
28124 -0.45081 2.85062
28125 -5.58159 5.03091
28126 3.93133 5.04559
28128 -4.62542 -1.18785
28129 1.23351 0.45554
28130 3.38946 -5.28007
28131 5.96710 -1.56323
28132 8.45385 -0.82063
28133 -3.76394 -1.73946
28134 1.64687 7.59190
28136 -7.77852 4.78681
28138 -5.40015 3.57305
28139 3.40130 1.23967
28140 5.75213 6.12561
28141 0.73838 2.33848
28142 -7.60166 -1.27504
28143 -9.11233 -4.28484
28145 -1.65431 1.30856
28146 -10.58296 -4.37401
-99
8down01557 H_25.39998_16.93332
1057 0.86541 -3.95709
3137 3.32300 -0.87647
4234 10.64491 3.72124
5200 4.15014 -2.37302
5201 5.20057 3.83228
5254 -9.95141 -0.80780
5326 -10.09450 6.24412
5337 -2.03903 6.53531
5416 5.78551 3.79464
5417 -2.02208 6.21706
5418 -5.96365 -0.20025
5419 -12.22595 -6.31196
5420 -9.38088 3.38669
5421 -3.51322 3.59063
5422 -9.45433 5.52086
5423 -10.09762 -4.74780
5424 2.67580 -3.17337
5426 -11.35908 -0.18739
5427 -12.13307 4.22289
5428 -3.24375 -3.96148
5429 -4.24528 0.08612
5430 -0.71519 1.35766
5431 -9.16784 -1.00836
5432 1.59608 -5.65383
5433 4.31531 -2.48261
5434 -11.63115 -3.65804
5436 1.82903 2.95735
5437 -9.37204 3.11960
5438 -2.89248 -7.25695
5440 -5.88429 -2.48196
5441 -0.94080 -2.45710
5442 -12.39254 -5.93608
5445 11.03868 1.12677
5447 0.78451 -5.62666
5448 1.26138 -5.49692
5449 1.12609 -5.40465
5450 4.18839 4.57615
5452 9.58508 -6.72381
5454 5.38397 -7.36392
5455 10.71855 -7.60169
5457 -11.37112 0.64184
5458 -9.89604 -6.94065
5459 3.23451 -6.11199
5460 3.33632 -5.87063
5461 2.97929 -4.81281
5462 -0.62751 -7.78839
5463 -9.76460 -1.66598
5464 4.93661 7.92329
5586 2.06829 8.01185
5919 -0.52597 0.69544
5926 0.01395 1.94367
5939 -2.00425 7.84458
6406 -11.84864 4.19165
6417 -5.97812 2.36352
6418 -9.39461 2.17226
6423 -9.37794 2.00243
6426 0.10134 2.41715
6427 -10.09450 6.24412
6517 -10.52239 2.07955
6634 -5.99218 3.97407
6820 -0.45181 4.67243
18329 -2.94279 7.30307
18384 -12.23017 5.57537
18389 -9.80217 2.46678
22827 -2.10827 -1.08340
24777 1.77759 0.98554
24833 -10.46429 -3.24365
24837 -10.29687 2.12676
25059 -10.98396 -1.09748
25267 -9.80217 2.46678
25662 -1.24729 4.41040
28086 5.11305 2.64463
28147 -3.78528 1.14611
28148 1.93613 5.07538
28149 12.36506 -1.33992
29301 5.37019 0.32387
29302 11.45347 -1.57154
29303 5.92864 -3.21681
-99
8front01557 H_25.39998_16.93332
18183 4.86562 -3.15266
25341 7.68807 -4.84818
25423 8.33580 -3.24657
27957 7.65902 0.49484
28156 2.83846 -5.96331
28157 6.81945 -1.72073
29324 -7.54721 7.45362
29366 7.42629 -0.66719
29475 7.28149 6.97682
29476 -9.27795 -2.25709
-99
8left01557 H_25.39998_16.93332
12402 6.39926 4.34745
12405 -2.27766 3.61073
12685 -4.04090 3.68375
13015 5.77070 2.32919
16326 6.50753 2.90942
17419 -8.13505 5.29182
18387 -2.03024 6.99973
24951 8.32044 -3.46293
25453 -2.62874 -2.29302
27793 12.21767 5.28101
27971 1.30074 0.97776
27983 6.01854 7.81634
27994 8.05427 3.08926
27996 -1.50399 0.90099
27997 -8.54772 -5.10415
27998 11.00328 4.10941
27999 7.29259 4.23335
28000 9.02330 -3.27871
28001 8.54226 6.21635
28002 8.31020 5.88724
28003 3.40242 -1.06884
28071 -1.97901 0.93320
28097 8.29586 0.70885
28098 6.63977 0.04738
28102 2.38539 -3.73320
28107 3.12581 3.73295
28161 -11.22942 2.87479
28162 5.61820 -3.67912
28163 5.54517 -3.57206
28164 6.21937 -0.75024
28166 -11.32430 5.66771
28167 8.09485 6.17948
28168 -2.17006 -2.45930
28169 4.66488 7.08090
28170 -1.89519 0.69449
28172 -3.44799 3.91545
28173 -10.81600 -3.40814
28174 -2.72473 7.49241
28175 3.47842 2.88281
28176 -9.99041 -3.15507
28177 -10.70809 0.23689
28179 -5.44955 6.58456
28180 -4.88887 3.59133
28181 -1.62706 0.28240
28182 -8.21035 2.61369
28183 0.84871 -4.70779
28184 -7.40972 4.96310
28185 1.89378 -3.00141
28186 -4.81184 2.76422
28187 -11.42219 3.73244
28188 -5.74703 -4.26432
28189 4.03968 -3.77678
28191 -0.92842 -2.29680
28192 6.14615 -0.81580
28193 2.35221 -1.76773
28194 4.15740 -5.45432
28195 -0.79593 -2.00031
29300 4.26537 5.89443
-99
8right01557 H_25.39998_16.93332
25491 5.45906 1.31088
28196 9.45477 3.96826
28197 -2.58319 3.10911
28198 10.27259 -0.68079
-99
8back01558 H_25.39998_16.93332
24960 0.49848 -6.85753
25405 -2.80224 4.64267
25483 -10.17850 -7.39543
25484 -8.83937 0.78577
27808 -0.68161 -6.84415
27867 0.44825 -7.37726
27930 -7.70109 -3.24109
27946 -9.09256 -5.71710
28017 -9.52470 -0.76993
28038 3.08219 0.53835
28080 -7.03044 -6.84213
28081 -10.22892 -2.37844
28082 -6.09742 -8.31846
28083 -9.98427 1.63372
28084 -6.02807 -5.07181
28085 -9.65904 3.94824
28112 0.65072 -7.62838
28113 -6.18669 -7.29646
28114 1.53319 1.31172
28115 -1.87712 -1.88477
28116 -9.05242 -1.81735
28117 -8.60171 3.88055
28118 -11.08700 2.15796
28119 -9.42194 -5.70196
28120 -7.54961 -2.76173
28121 -2.50180 1.69851
28122 3.48177 -2.70309
28123 -10.37107 -8.31763
28124 -0.48753 0.52332
28125 -5.28466 2.46768
28126 3.55568 2.22442
28127 -9.92227 -6.48318
28128 -4.41688 -3.16418
28129 1.08814 -1.58547
28130 3.14702 -6.85502
28131 5.51155 -3.54036
28132 7.81060 -2.87715
28133 -3.61223 -3.68139
28134 1.44017 4.60932
28135 -2.71941 5.04054
28136 -7.30037 2.16094
28137 -2.13726 -4.03597
28138 -5.13693 1.19010
28139 3.10677 -1.02551
28141 0.60623 0.07460
28199 -6.44391 -6.66936
28200 -10.08131 6.96225
28201 5.31985 3.84729
28202 -1.51706 0.50402
28203 5.89406 8.04148
28204 -0.77655 5.51008
28205 -10.52441 5.81335
28206 1.68719 7.89037
28207 -7.71817 -3.76015
28208 4.25631 -1.03374
28209 -6.92387 -1.48564
28210 -5.26053 2.57194
28211 5.62956 -3.59928
28212 10.46960 1.34161
28213 0.42327 -3.28595
28214 -10.46361 7.47196
28215 2.88760 5.72404
28216 6.84932 -1.29476
28217 -9.89199 5.45671
28218 -0.86942 -0.19238
28219 3.20099 7.80923
28220 -12.53909 -3.39221
28221 -3.65649 -1.39505
28222 -3.34334 -0.94401
28224 -11.92495 -6.13490
28225 -12.21593 -3.28300
28226 5.41856 -0.27074
28227 3.33054 -4.23386
28228 3.93823 -2.13614
28229 6.97140 4.87308
28230 -0.93938 -5.47309
28231 -0.47747 6.48525
28232 0.88592 -3.67744
28233 -0.48063 2.15187
28234 -8.47103 -2.26084
28235 -6.09007 -5.58974
28236 -10.86251 6.97162
-99
8down01558 H_25.39998_16.93332
3137 3.11353 -5.00281
3553 -5.31762 6.97503
3684 3.93908 -1.40583
3691 4.02661 -0.36411
3696 -3.51246 7.84274
3712 6.25591 4.18602
3714 -6.01451 4.61919
3719 -9.93762 6.45326
3909 7.83686 6.80878
3930 3.91386 3.76702
3935 4.38443 1.54853
3936 6.62226 -4.79507
3937 4.58120 7.41371
3978 11.77728 -0.83288
3989 -5.14489 -1.51247
3995 7.61154 6.88011
4158 -9.49355 5.69460
4883 1.85999 2.91773
5200 3.92169 -6.54522
5201 4.94389 -0.65483
5326 -9.94491 2.29517
5416 5.51277 -0.69264
5417 -2.07302 2.11861
5421 -3.51511 -0.57312
5424 2.48484 -7.07482
5425 -2.14958 -3.80666
5426 -11.19290 -3.98975
5428 -3.27223 -7.72916
5429 -4.23275 -3.90858
5430 -0.80857 -2.53344
5434 -11.50422 -7.21603
5435 -4.17312 -0.72871
5436 1.67165 -0.98346
5437 -9.25700 -0.65095
5439 0.86204 -3.60429
5444 1.49221 -3.28582
5457 -11.20593 -3.17737
5586 1.90644 3.81268
5811 1.89898 3.48148
5911 -1.98470 8.31790
5919 -0.61634 -3.14785
5920 -5.30081 4.71389
5926 -0.10078 -1.95364
5933 -11.20257 7.88388
5939 -2.05025 3.66118
5982 -10.29856 6.77371
5983 5.20107 5.65156
5984 12.33328 4.76386
5988 -10.50519 5.05919
5994 -10.50519 5.05919
6005 2.01290 6.25890
6027 -10.16833 4.56754
6239 -0.53816 0.40537
6404 -10.71541 0.95185
6417 -5.95068 -1.43147
6418 -9.28276 -1.55498
6423 -9.26812 -1.71383
6426 0.01707 -1.51173
6634 -5.95120 0.13640
6822 1.18942 4.90224
18384 -12.03427 1.71111
18389 -9.67904 -1.27041
21891 -10.77162 5.90643
22622 -9.98900 6.34929
22826 1.59633 -3.18965
25149 -9.17905 -4.18235
25267 -9.67904 -1.27041
25340 -2.10960 -0.90633
25626 -1.99691 7.51040
25798 -3.40427 4.54525
26011 -2.93116 -5.03185
28087 -1.59592 -7.91186
28088 -10.93440 -7.16044
28147 -3.79800 -2.84706
28238 -9.63202 2.06286
28999 -9.91969 -8.14532
29113 -2.14338 -6.98468
29335 1.54407 -4.90833
29368 -11.62402 8.20334
-99
8front01558 H_25.39998_16.93332
20378 3.82085 -0.81788
25425 8.73517 -1.02691
25667 -9.86994 -0.89694
25809 12.20828 0.98746
28090 -1.53286 -0.47405
28150 3.69861 -4.38227
28151 -6.97720 0.66110
28153 3.25621 0.60145
28154 8.49176 -1.65662
28155 2.11101 -3.10006
28156 3.68950 5.88045
28157 7.34673 2.33868
28158 -1.31304 -4.54318
28159 -1.37308 -6.62317
28239 -2.09327 2.17668
28240 7.86845 0.83956
28241 3.94414 2.58786
28242 5.25005 1.78882
28243 7.68552 -8.22693
28244 3.55687 -2.10712
28245 -0.01482 -7.76441
28246 -4.33177 -7.94432
28247 0.45544 -0.27312
28248 2.04140 -5.60970
28249 -4.94419 -6.76192
28250 -7.57211 -2.89845
28251 -4.65134 -8.09653
28252 3.23163 -6.41168
28253 -10.10687 -3.96022
28254 7.43591 -7.92765
28255 -9.11534 -3.56916
28256 10.84426 -2.67424
28257 -1.31646 -2.84907
28258 -7.32877 3.20984
28259 7.61919 0.48317
28260 -5.75314 2.64121
28261 -5.93238 -0.29081
28262 -2.22283 -2.44838
28263 0.05413 2.61885
28264 9.51531 -3.34729
28265 -7.67832 3.07846
28266 0.67667 -3.93906
28268 -5.45439 -3.71115
28269 12.09354 -0.79925
28270 -5.12804 -4.57460
28271 10.18134 -6.78541
28272 -6.07841 -6.33201
28273 -5.05736 -2.32166
28274 0.44292 0.72637
28275 7.90741 3.36836
28276 5.19989 -6.22060
28277 -8.31016 -2.66059
28278 4.31247 -0.79237
28279 -3.05603 -3.20001
28280 0.54568 -0.25511
29477 -6.57282 1.71181
-99
8left01558 H_25.39998_16.93332
12279 9.90702 4.74704
17419 -3.63949 5.68563
24627 9.59756 -3.46987
24951 11.45083 -3.26152
25310 8.84685 -2.72254
25453 0.99449 -1.95285
25456 7.06937 -3.33635
25457 -1.87602 -4.35291
27985 1.30758 -1.84040
27986 7.98524 5.67105
27988 11.54416 4.45999
27990 4.44004 0.50896
27995 -6.61276 -3.16336
27997 -5.07400 -4.69314
28003 6.82216 -0.81989
28069 1.74778 4.85276
28071 1.99774 1.27756
28092 3.05483 1.29212
28093 4.76984 0.68014
28094 11.01444 1.66651
28095 8.53810 7.24995
28096 0.04868 8.31379
28097 11.88174 0.93929
28099 -3.44660 2.65871
28100 9.91550 -3.44713
28101 11.30318 3.71885
28103 11.90916 3.33371
28104 10.67961 -4.88812
28105 7.71846 -3.64430
28161 -6.73732 3.32747
28162 8.77659 -3.45340
28164 9.63073 -0.51752
28165 -2.27724 6.43577
28166 -6.64840 6.09912
28167 12.26669 6.42998
28168 1.29173 -2.12764
28169 8.97507 7.35564
28171 9.70992 3.49138
28172 -0.11863 4.19051
28173 -7.01131 -2.95315
28174 1.95034 7.84827
28175 7.47778 3.20468
28176 -6.23052 -2.71850
28177 -6.54163 0.68641
28178 6.81951 1.34561
28179 -0.67608 6.96862
28180 0.71828 4.10711
28181 2.31316 0.63879
28182 -3.91250 3.02939
28183 4.19153 -4.39768
28184 -2.97541 5.35192
28185 5.33972 -2.70267
28186 -0.40733 3.16798
28187 -6.81692 4.18673
28188 -2.21042 -3.88551
28189 7.08339 -3.56533
28190 1.84871 7.50365
28191 2.67451 -1.95893
28281 2.82319 -1.82669
28282 -4.14904 6.11012
28283 4.64998 5.05050
28284 -4.09217 -4.77066
28285 4.47235 5.12892
28286 1.64205 5.70082
28287 -3.79552 5.31587
28288 -1.39484 -3.74046
28289 -12.55592 -3.05479
28290 -12.38315 -0.40563
28291 -2.49947 5.36673
28292 4.98385 7.14168
28293 -9.26104 -1.99641
28294 -11.47143 -5.14285
28295 -5.66873 -0.08667
28296 -6.87938 0.92197
28297 -9.58335 3.71090
28298 4.05629 -7.37793
28299 0.79284 6.62155
-99
8right01558 H_25.39998_16.93332
25491 0.10405 2.12207
28109 -11.04758 3.80496
28110 -1.33900 -3.60638
28111 -9.32179 3.33813
28196 4.15224 4.74284
28197 -7.44889 3.77428
28198 4.93235 0.20336
28300 6.68459 1.51055
-99
8back01559 H_25.39998_16.93332
24960 0.54104 -7.79195
25316 0.55107 0.01582
25404 -9.73384 -3.09402
25405 -2.49239 2.61053
25407 0.61257 0.16476
25408 -10.82917 -7.20168
25410 -12.30813 -0.00557
25416 -11.83379 2.94103
25484 -8.31042 -0.66901
25579 0.88355 2.05647
27808 -0.59891 -7.47198
27867 0.49532 -8.27239
27930 -7.29925 -4.41955
27933 -1.17930 -7.18403
28037 -7.07626 -7.06891
28038 3.04410 -1.12707
28039 -6.11831 -0.26377
28081 -9.67116 -3.64274
28113 -5.93393 -8.12599
28114 1.55247 -0.31933
28116 -8.55034 -3.11128
28119 -9.03046 -6.63209
28127 -9.50587 -7.39309
28137 -1.96417 -5.19873
28199 -6.17036 -7.54758
28200 -9.33615 4.85101
28201 5.15020 1.73978
28202 -1.32127 -0.99235
28203 5.66081 5.42376
28204 -0.59029 3.40432
28205 -9.75490 3.79681
28206 1.74728 5.54849
28207 -7.32987 -4.86023
28208 4.13966 -2.56036
28209 -6.49680 -2.84879
28210 -4.86069 0.89761
28211 5.45538 -4.92252
28212 10.02655 -0.48544
28213 0.48789 -4.49194
28214 -9.68733 5.33613
28215 2.86017 3.49954
28216 6.60862 -2.83825
28217 -9.18634 3.52279
28218 -0.72208 -1.70379
28219 3.14934 5.27611
28220 -11.85641 -4.55903
28221 -3.38553 -2.76372
28222 -3.08346 -2.37055
28302 -4.55255 7.40020
28303 -1.70784 -3.33326
28304 4.11869 3.32780
28305 -1.31451 -6.51306
28306 8.14389 5.42841
28307 -6.04022 0.56766
28308 2.39562 -2.52134
28309 -11.73846 7.23733
28310 -9.71003 8.27394
28311 -2.44751 7.86870
28312 -2.58084 2.20019
28313 -4.72336 4.00758
28314 -10.24183 5.19789
29277 -3.82225 -8.14620
-99
8down01559 H_25.39998_16.93332
3684 4.03139 -4.67955
3691 4.11614 -3.60771
3696 -3.24615 4.41041
3712 6.31970 0.66680
3714 -5.70488 1.59220
3719 -9.52391 3.40184
3909 7.85085 3.12176
3930 4.02466 0.37860
3935 4.47234 -1.80533
3936 6.66431 -7.99380
3937 4.67851 3.76346
3940 1.07677 -4.82701
3978 11.74013 -4.12444
3989 -4.87506 -4.28778
3995 7.63981 3.19849
4073 1.98349 -1.96340
4156 -12.46779 0.35289
4158 -9.09470 2.66019
4818 2.15157 3.19919
4884 -0.35391 -5.85391
4887 -0.91314 6.39182
