8back01053 H_25.39998_16.93332
11111 -11.36500 0.59588
11113 8.52340 -3.32251
11115 2.19726 2.45890
11116 -2.90983 -1.99368
11117 5.37712 3.71047
11118 -5.96579 2.47572
11119 11.12448 -3.18030
11120 3.91679 -3.35411
11122 -5.63601 3.32369
11124 -0.91144 -8.17566
11125 -5.75575 4.66999
11127 -6.12888 0.14039
11139 12.24470 1.24509
11218 2.70747 0.80001
11219 -11.96298 4.55275
11220 -10.19655 -0.81377
11221 6.43987 -4.76447
11223 7.92591 -5.21979
11224 -8.25144 -4.41831
11225 -12.02156 7.51581
11226 8.06030 3.82716
11227 0.60977 6.17813
11229 4.85651 4.77542
11230 10.90235 -5.27271
11231 2.98135 7.70707
11232 -5.99279 6.23842
11233 -11.55689 2.41921
11234 6.45598 -7.28527
11235 -0.26231 3.07862
11236 -10.25880 7.07413
11237 -12.57738 -1.02561
11238 -9.70437 7.95000
11240 -11.64111 -4.02436
11241 -9.57154 -2.71024
11242 4.30083 -4.05547
11243 9.34072 -6.05094
11244 -8.93432 4.63054
11245 -8.34099 1.18225
11246 -7.67048 2.98823
11247 -5.69945 -1.58556
-99
8down01079 H_25.39998_16.93332
1053 -4.55891 2.88709
1064 5.49565 -1.78958
1094 8.23012 -8.03042
1109 9.45528 3.87569
1111 6.40243 0.60995
1145 10.36167 -1.68036
1200 -9.99015 2.79810
1227 -4.55903 -7.94910
1235 -6.56073 -3.78251
1238 5.13194 3.12606
1239 -3.09917 -4.36810
1246 5.29970 4.11751
1258 -8.03282 -3.62749
1286 -10.53772 -6.55201
1301 -10.23762 -3.23323
2862 -6.40149 -3.57630
3202 -7.07723 -7.44037
4223 -9.25897 4.65803
4224 -10.38799 -0.48877
4225 -6.41119 -3.08427
4226 0.77751 7.67743
4227 -12.58175 0.03158
4228 -8.28328 -3.24108
4229 6.43158 3.00212
4620 -1.69933 8.07615
4621 12.24228 4.91367
4622 4.60496 3.22511
4623 -6.14163 8.11136
4624 10.40293 1.71602
4625 10.69770 6.11644
4626 -6.09007 6.76746
4627 6.80869 6.87639
4631 10.75141 6.83934
4635 -6.03925 7.48853
4636 -5.62891 8.08546
4637 -5.85717 6.92821
4638 11.68660 0.64458
4640 10.63117 3.54242
4645 10.32362 6.50754
4646 10.53335 2.95825
4647 12.09605 3.52692
4649 10.66713 5.06269
4651 11.46862 7.63194
4652 5.55362 -6.59858
4655 2.90423 -8.13527
4656 9.04350 2.21136
4657 10.49905 1.76246
4658 -7.75892 7.85031
4659 -5.02602 5.54836
4663 7.55031 -7.71784
4683 1.16458 -8.26541
4684 -6.29046 -7.28598
4685 -9.78372 -4.59264
4686 -8.70696 -1.80438
4687 -6.93772 -1.44351
4688 -8.94873 -1.22718
4689 7.25777 -3.33529
4690 6.99571 -5.50306
4691 3.40055 -4.16645
4692 -7.98067 2.00099
4693 11.04221 2.53993
4694 -7.56715 0.26223
4695 -11.76371 5.46532
4696 4.65922 8.31051
4697 -12.24521 4.53440
4698 -11.14733 6.15037
4699 4.14487 4.09149
4700 4.78714 1.52559
4701 4.83665 4.02861
4702 -10.78613 8.33240
4703 -12.52868 3.60679
4704 10.09460 -0.23602
4705 -12.02513 -0.96047
4706 8.21149 6.42887
4707 3.11512 7.35447
4708 -3.42248 8.01497
4709 -5.34123 5.93275
4711 -10.09805 -0.47280
4712 4.59056 1.35247
4714 4.46698 0.40404
5005 11.98545 7.68484
5006 11.16536 7.29323
10326 9.41733 -0.00096
10645 2.13919 -7.32660
10646 -0.34323 -1.85605
11147 3.03471 -1.63218
11148 -11.70670 -5.01927
11149 -8.76059 -6.70699
11150 -6.10659 -7.14707
11151 -12.06475 -7.57134
11248 8.63082 -4.29644
11249 12.44610 0.08428
11251 -2.10894 8.11205
-99
8front01079 H_25.39998_16.93332
10860 9.93958 5.58192
11006 -11.81101 6.96133
11153 12.15653 -4.71894
11253 9.55780 -7.78302
11254 11.38447 -8.22113
11255 8.55024 0.16393
11256 11.36810 -5.77669
11257 3.83017 1.89825
11258 6.44946 -0.64424
11259 5.04920 2.11681
11260 6.62129 -1.26541
11261 8.02191 -5.60140
11262 11.20532 -8.20938
-99
8left01079 H_25.39998_16.93332
10079 4.48591 -5.69814
10360 11.16069 -2.63472
10364 8.55373 2.30722
10382 4.25019 -0.18667
10516 3.08765 1.07513
10711 1.60185 -3.70629
10718 3.45605 -1.80505
10743 1.35720 -0.55985
10747 1.67508 -2.01283
10748 2.94604 1.41461
10749 5.63299 0.74851
10756 1.31905 2.59297
10757 9.35779 1.08437
10758 8.17119 -6.57789
10759 6.45827 -7.17247
10866 -4.62087 -5.67778
10868 0.06967 4.14887
10869 -0.47468 4.50874
10872 1.29959 3.32161
10873 0.76824 3.59737
10878 0.25599 2.57022
10885 -3.19422 -3.46938
10894 11.80216 4.78837
10895 8.72062 -1.99441
10898 10.82739 4.30442
10899 -0.51362 -0.81287
10900 -1.77634 5.02693
10901 6.94488 3.01368
10902 -9.36038 8.10917
10903 -9.77783 -5.14402
10905 3.49141 1.09240
10906 -3.98780 5.00355
11011 -7.02735 -7.39556
11012 -6.66045 -7.23838
11028 2.25108 7.80134
11030 -1.63753 8.10068
11043 -5.44765 0.54150
11046 6.34542 -5.65811
11047 -5.79857 -5.47636
11053 -2.43169 6.00465
11056 1.04757 6.54870
11058 -3.99017 6.43292
11059 1.83988 -0.00193
11061 4.42010 -1.05528
11062 3.86537 -2.09305
11159 -5.65316 3.46039
11161 -7.71224 4.49491
11163 -9.00795 -3.76810
11164 -4.41838 2.07188
11165 -7.88323 -5.54942
11166 -1.43140 5.08596
11167 1.04991 4.83709
11169 4.09930 -4.54093
11171 5.11998 -3.12365
11172 -5.12322 0.62589
11173 1.38964 1.35148
11174 -8.87780 -6.88135
11175 -6.11032 6.70897
11176 9.05380 8.18513
11177 0.00991 -4.76989
11179 4.83744 6.95955
11180 9.22309 -3.42482
11181 5.93455 1.10399
11182 -1.87052 -2.68858
11183 7.33436 -1.92489
11184 -8.45380 3.46805
11185 -7.52424 7.31914
11186 -6.59718 5.95639
11188 -0.17033 2.85675
11191 -1.81352 -6.58484
11265 -8.37162 -3.44273
11266 -4.00108 -2.16453
11267 -12.65523 -1.33251
11268 -11.82772 3.37014
11269 -1.04933 -2.84153
11271 -11.09122 6.59843
11273 -10.34181 -5.38040
11274 4.17959 -7.00237
11275 3.45235 1.40146
11277 1.88577 -5.25720
11278 -10.27909 -7.88747
11279 -4.80072 0.12311
11280 -10.61495 4.00805
11281 -0.71510 -6.12439
11282 2.63837 -4.36159
11283 3.60479 7.72563
11284 1.74621 -6.39686
11285 -4.68908 7.28802
11286 -11.07710 4.22307
11287 -2.88380 -6.92004
11288 -1.48206 -6.03321
11290 -10.79521 -2.92239
11291 3.40049 0.33465
11292 -12.25825 8.03524
11293 6.71053 6.10236
11294 -0.62225 2.16528
11295 8.73551 3.60582
11297 -9.50293 0.32325
11298 6.84464 5.76408
11299 -3.30032 -6.34147
11301 1.50476 6.19507
11302 7.89932 0.36651
11303 2.15116 4.02201
11304 7.73598 -5.40251
11306 7.39352 6.56106
11308 3.58574 4.69972
11309 8.19593 -5.51216
11311 -6.28794 -0.82323
11317 -2.14203 0.86450
11318 -5.57216 4.43343
11319 6.50718 0.44571
11320 -6.16705 -0.81606
11321 2.11771 3.40842
11322 -12.52260 6.13357
11323 -2.94649 0.08184
11325 6.95947 1.68124
-99
8right01079 H_25.39998_16.93332
10242 -11.69963 -2.40088
10431 -0.91150 -0.55674
10432 5.24543 5.43222
10761 -3.40495 3.30880
10770 -4.89248 3.52288
10778 -7.53954 3.60876
10784 -8.82087 -2.78776
10792 -7.50277 5.94847
10794 -7.62535 3.82772
10799 -10.65342 1.49006
10910 -0.88460 1.78131
10911 -1.16592 0.45764
10914 -2.46569 3.17657
10916 -8.13673 7.33196
10917 -6.94216 -1.98245
10920 -1.42096 -1.85983
10926 0.13534 2.61624
10934 -4.50955 5.04070
10935 -9.05136 1.33726
10936 -9.86252 6.77437
10939 -11.58590 -2.42835
10941 -4.36229 0.46955
10942 -6.86603 -2.38115
10944 -2.13217 3.61103
10945 -0.07306 7.05877
10947 -4.25584 -1.60942
10948 -12.35130 -2.25028
10949 8.46716 5.21158
11068 -1.93630 4.70629
11070 -0.92927 2.30053
11073 -8.32155 7.47329
11076 -2.30233 5.74002
11079 -9.52134 6.75802
11082 -8.69930 -0.32253
11083 -0.05792 5.08731
11084 -2.98557 7.45587
11086 -11.04731 0.17769
11087 -3.93144 -2.88671
11088 3.30764 4.23482
11089 0.34429 6.56442
11090 0.99818 8.18612
11091 -2.29401 0.46763
11202 -3.03420 8.37238
11203 -1.17151 4.06086
11205 5.78834 3.48527
11206 -0.75468 1.01354
11207 -6.65036 2.55589
11208 -12.53162 3.77340
11209 6.48002 7.18218
11210 6.81060 0.14942
11211 -3.27165 7.71867
11328 8.60687 3.12910
11330 -4.06965 -2.86226
11331 -8.00233 0.92383
11332 -8.58501 0.22231
11333 2.64195 4.55663
11334 5.12210 5.28882
11335 -2.16659 -1.83248
11337 -1.95409 -1.85617
11338 4.65597 2.13792
11339 8.11072 7.12095
11340 4.97888 -5.07712
11341 0.37197 -2.38674
11342 8.51805 3.03181
11345 4.43551 0.88580
11346 -0.06122 -4.05422
11347 4.44247 7.27103
11348 0.27031 5.87451
11349 -6.60259 -0.47725
11350 7.95244 0.17243
11352 8.69821 6.53939
11353 3.66925 0.99393
11354 5.81455 5.50847
11355 0.90766 -4.35713
11356 3.36160 4.70221
11357 -5.61169 -2.15035
11358 -2.75333 7.44112
11361 3.09849 2.34481
12026 -1.22202 0.30349
29245 6.06145 -3.84088
29246 0.34561 6.07315
-99
8back01080 H_25.39998_16.93332
10128 10.63978 -3.33599
10251 3.48813 -6.43177
10280 2.97316 -6.55709
10434 2.99252 -7.25203
10594 2.56764 -2.11493
10596 6.60981 -2.61516
10632 -1.57565 -7.74549
10800 2.37341 -6.45745
10811 7.39840 -0.06734
10814 4.42143 -0.95560
10820 9.57653 -1.13826
10822 -3.17123 -5.89004
10832 0.45453 -4.75928
10833 1.83919 -2.44626
10838 6.68651 0.06462
10842 4.44982 -0.28445
10952 8.46795 -1.49031
10957 -2.64964 0.59757
10967 -3.69326 -1.14465
10968 2.92262 -2.74233
10971 5.88902 -0.93959
10972 10.01142 -3.97158
10974 8.82633 1.39741
10975 5.77569 1.47173
11097 2.10179 2.54574
11098 -1.01415 -6.40386
11105 -1.34849 -0.14358
11112 -0.63477 -3.71425
11113 8.00334 -4.38273
11117 4.96191 1.94429
11119 10.44848 -4.28254
11120 3.64198 -4.42027
11127 -5.87771 -1.24539
11128 -6.08735 -0.33936
11129 -5.33777 1.45605
11130 -2.02002 -0.48677
11131 -0.91844 -3.35053
11132 -6.96667 0.73878
11133 -2.87712 -3.31112
11135 -2.99641 0.16943
11136 -3.15811 1.83286
11137 -4.86147 -1.52490
11139 11.43737 -0.26369
11218 2.47301 -0.67371
11219 -11.37052 2.81820
11221 6.04745 -5.72160
11222 -5.62888 -4.98544
11223 7.45970 -6.11966
11224 -8.03148 -5.24740
11225 -11.36408 5.42734
11226 7.47629 1.98658
11227 0.49358 4.12927
11228 3.61223 2.27549
11229 4.45868 2.80784
11230 10.30421 -6.12749
11231 2.69893 5.44670
11232 -5.68799 4.10837
11234 6.09782 -7.99463
11235 -0.33048 1.41601
11236 -9.64371 4.83868
11237 -12.09220 -2.16125
11238 -9.08812 5.51949
11239 -7.18490 3.27171
11364 1.75970 5.43037
11365 1.88187 6.99308
11368 8.68943 6.98990
11369 -7.82566 5.86760
11370 4.23198 2.94249
11371 -7.67938 2.46531
11372 -6.94253 7.31659
11373 -2.95160 6.73800
11374 -8.87056 5.84581
11375 -8.26641 6.27516
11376 -2.42105 7.06026
11378 3.64990 7.69480
11379 -5.15813 3.80118
11380 -3.85324 5.50172
11381 -1.23468 5.94740
11383 -1.25006 4.61790
11384 -6.23620 8.40657
11385 9.85855 -7.08021
11389 8.94179 -6.04135
11390 11.03897 -4.23555
28958 2.20863 2.72355
-99
8down01080 H_25.39998_16.93332
1031 9.25526 -4.19943
1042 7.49000 -6.13539
1517 -11.42297 -4.07566
1626 -4.02862 5.35021
1690 -5.12817 6.72675
1698 -7.12018 8.03447
1775 -8.32533 5.86464
1793 4.46118 -5.03207
1805 -8.49089 1.88136
1827 5.55308 -4.67343
1835 -10.36912 -3.78415
1839 -7.32527 -4.40734
1845 -6.58972 0.62686
2021 5.62368 -3.38038
2022 -10.07412 3.53214
2024 -4.35205 1.80276
2025 4.77266 4.17348
2027 5.99105 -2.72704
2048 4.85348 1.36665
2170 -9.37674 6.09046
2182 -7.90753 7.31364
2247 10.05333 -0.69473
3871 -2.04707 4.68420
3874 0.21953 5.00659
3877 4.21637 8.21363
4223 -9.15310 1.09269
4224 -10.25592 -3.83598
4225 -6.35705 -6.35680
4226 0.67235 3.87814
4227 -12.40928 -3.30491
4228 -8.18439 -6.57594
4229 6.19575 -0.58986
4479 11.25141 8.17835
4485 4.49249 5.98674
4486 11.92628 5.26568
4490 5.34753 5.18729
4497 11.60558 4.98539
4523 10.69398 2.83974
4611 10.94886 3.78959
4613 5.82525 3.03078
4614 3.06546 5.25935
4615 6.67401 7.71241
4618 5.75445 7.09588
4620 -1.77194 4.38833
4621 11.83755 1.20919
4622 4.40680 -0.37953
4623 -6.10573 4.59593
4624 10.07690 -1.59704
4626 -6.05377 3.30927
4627 6.57002 3.39652
4631 10.40329 3.28454
4635 -6.00290 3.99735
4636 -5.60370 4.56402
4637 -5.82602 3.46106
4640 10.28413 0.13456
4646 10.21384 -0.41835
4647 11.70043 -0.12117
4649 10.32862 1.59336
4651 11.09392 4.02765
4657 10.17411 -1.55341
4658 -7.69226 4.36614
4691 3.22828 -7.13179
4692 -7.88798 -1.49240
4693 10.69333 -0.85156
4694 -7.48289 -3.24372
4695 -11.61202 2.09483
4696 4.47345 4.66947
4697 -12.08770 1.20090
4698 -11.00682 2.73251
4699 3.95656 0.57266
4700 4.59117 -1.90911
4701 4.63803 0.43919
4702 -10.65801 5.00180
4703 -12.37857 0.33209
4706 7.92986 2.70442
4711 -9.97288 -3.83324
4712 4.38587 -2.07049
4714 4.27958 -2.92492
5015 9.47139 4.72646
10326 9.11622 -3.22440
10845 -7.27459 -3.00641
11148 -11.56715 -8.17619
11248 8.31404 -7.57316
11391 3.56774 6.07578
11392 10.16343 7.91669
11393 5.80506 6.98619
11394 0.30594 5.71611
11395 -3.94147 -5.36158
11397 2.21346 6.66480
11398 -4.86633 6.20269
11399 9.95988 7.83517
11401 4.80371 6.42008
11402 11.00285 -1.50459
-99
8front01080 H_25.39998_16.93332
11253 10.07040 -5.43932
11254 12.00842 -5.88275
11255 9.11751 3.36713
11256 12.01514 -3.27830
11257 4.12308 5.63096
11258 6.88936 2.55533
11259 5.43242 5.91088
11260 7.06722 1.94330
11261 8.49644 -2.96657
-99
8left01080 H_25.39998_16.93332
10382 6.82905 0.00320
10711 3.96811 -3.55069
10749 8.41818 0.93384
10750 4.41552 0.97567
10756 4.24277 2.78235
10757 12.20815 1.28241
10758 10.16203 -6.46785
10759 8.42421 -7.06679
10866 -2.26196 -5.51078
10873 3.77975 3.78958
10877 2.24346 5.16613
10885 -0.68065 -3.29416
10892 -0.14215 -6.66975
10896 7.15664 -3.01185
10897 -2.57659 3.11154
10902 -5.63751 8.33891
10903 -7.23038 -4.95397
10904 1.86025 5.24543
10905 6.23443 1.27136
11015 -4.17705 -6.99516
11030 2.05676 8.32994
11044 1.68186 4.03368
11046 8.42620 -5.54359
11047 -3.39071 -5.30577
11052 6.36628 -0.17175
11063 -1.59379 5.35016
11157 -4.44098 5.27412
11159 -2.30758 3.69526
11162 -4.42630 -4.06643
11168 -5.65735 -3.02796
11169 6.36114 -4.40017
11170 -4.82872 -3.62414
11171 7.46536 -2.97279
11172 -2.14608 0.84276
11174 -6.52875 -6.70881
11177 2.33705 -4.61359
11180 11.44543 -3.28088
11181 8.72563 1.29130
11182 0.74417 -2.48872
11183 9.71751 -1.77791
11187 -4.64941 7.26982
11191 0.39889 -6.43865
11192 -2.51692 3.04766
11264 -8.25215 -7.47111
11265 -5.69173 -3.24790
11267 -9.66871 -1.10586
11268 -8.45273 3.59957
11271 -7.42874 6.84445
11272 -6.38378 4.55031
11273 -7.79742 -5.19129
11274 6.21343 -6.88658
11277 4.13153 -5.11460
11279 -1.79162 0.34598
11280 -7.22336 4.24927
11283 6.93550 7.92092
11284 3.91153 -6.26935
11285 -1.18500 7.50011
11286 -7.63329 4.46161
11287 -0.68251 -6.77964
11288 0.93790 -5.85450
11289 -7.67234 -5.00560
11290 -8.01013 -2.70079
11292 -8.44731 8.27752
11293 9.90689 6.29083
11294 2.30332 2.35954
11295 11.68621 3.79088
11296 1.10548 -6.52221
11297 -6.40583 0.53434
11298 10.04805 5.95976
11300 9.54659 -4.74682
11301 4.82680 6.39910
11302 10.59500 0.54530
11303 5.23120 4.21352
11304 9.83024 -5.28054
11305 1.63080 -0.43346
11306 10.55997 6.73580
11307 0.57859 6.55729
11308 6.64717 4.89074
11309 10.25886 -5.38921
11310 -6.85634 7.14832
11311 -3.19299 -0.58225
11312 -9.35941 -1.78685
11313 -10.15152 -8.04533
11314 9.43252 -7.09787
11315 5.96159 -6.49253
11316 9.96994 -3.45087
11324 7.51576 6.81409
11403 -10.59386 -1.49335
11404 -10.55086 -1.77161
11405 -11.29589 -0.79049
11406 -9.03542 5.90953
11407 2.37479 6.08286
11408 -11.84024 -3.79694
11409 -11.76544 7.43121
11410 5.44732 -6.66681
11411 -11.19968 -1.10032
11412 -11.35356 4.69079
11413 -12.17187 2.15343
11414 -9.76040 -1.46361
11415 -5.59630 1.15968
11416 -12.30372 -7.97501
11417 8.34329 3.24815
11418 -9.95167 5.12818
11419 -9.72337 2.98841
11420 6.91834 6.71586
-99
8right01080 H_25.39998_16.93332
10431 -4.24550 0.04144
10432 1.13746 6.03172
10765 -10.09629 3.89265
10792 -10.90906 6.50376
10912 -5.42034 3.39709
10925 -5.70892 0.79109
10933 -9.39979 -0.51936
10937 -4.08066 2.35201
10943 -10.16575 3.90687
10944 -5.59380 4.18315
10945 -3.83350 7.59850
10946 -4.60465 3.30114
10949 4.39850 5.80412
11076 -5.87795 6.30754
11203 -4.67339 4.63355
11207 -10.05056 3.16255
11209 2.81295 7.71765
11210 3.09697 0.77642
11212 1.07140 7.56628
11213 1.72313 4.67738
11215 1.89891 7.76698
11326 4.88388 4.44139
11328 4.82635 3.71849
11329 -4.16947 -1.32145
11331 -11.06253 1.50876
11332 -11.67926 0.82396
11333 -1.26436 5.15632
11335 -5.39944 -1.21651
11336 -3.98069 4.01202
11338 0.81124 2.75750
11339 3.81361 7.70990
11340 0.88442 -4.34328
11341 -2.91078 -1.75811
11342 4.75036 3.61919
11344 6.00412 -0.34552
11345 0.69583 1.51117
11346 -3.12756 -3.43154
11347 0.19289 7.85982
11348 -3.54419 6.45515
11349 -9.70038 0.12516
11350 4.40510 0.77721
11360 1.32946 -4.39200
11424 9.00755 1.62127
11425 11.36123 1.35901
11426 -0.79121 -4.07244
11427 11.84567 -8.36890
11428 -0.30387 -4.25816
11429 9.87936 5.00372
11430 0.51158 -2.52930
11431 -0.73674 1.26106
11432 -0.85764 -1.54665
11433 -2.24132 7.13045
11435 -1.50742 0.35031
29247 2.07889 4.96304
29248 -1.69501 1.23235
-99
8down01081 H_25.39998_16.93332
1775 -8.12379 2.69897
1793 4.36021 -7.87106
1805 -8.27305 -1.30826
1827 5.42253 -7.54535
1835 -10.11040 -6.66397
1839 -7.11806 -7.39556
1845 -6.40736 -2.50970
2021 5.50531 -6.30570
2022 -9.84582 0.61459
2024 -4.23882 -1.11022
2025 4.70135 1.00180
2027 5.85805 -5.67944
2048 4.76354 -1.85093
2170 -9.17414 3.10473
2182 -7.71445 3.92041
2247 9.83799 -3.61466
3827 -7.40854 6.94535
3837 -0.26553 5.58228
3855 -3.15351 3.80149
3871 -1.98146 1.44034
3874 0.24419 1.75833
4479 11.04739 4.87610
4490 5.26882 2.07321
4497 11.40816 1.79451
4523 10.48063 -0.24612
4525 11.66463 4.96586
4608 -5.76765 1.94625
4609 8.76356 6.05632
4610 7.60675 7.15979
4612 10.58011 4.92833
4615 6.57060 4.46161
4616 6.30145 6.45199
4617 -0.71186 6.35801
4618 5.66967 3.88119
4619 4.15814 4.98469
4620 -1.71027 1.15006
4621 11.57714 -2.02625
4622 4.32296 -3.54278
4623 -5.95775 1.52318
4624 9.85149 -4.48132
4625 10.14892 -0.47272
4627 6.45605 0.36162
4635 -5.85611 0.94403
4637 -5.68192 0.42887
4640 10.07446 -2.82687
4645 9.80015 -0.13173
4646 9.99391 -3.35693
4647 11.43659 -3.30705
4651 10.87935 0.88780
4656 8.55814 -3.99973
4657 9.95267 -4.44341
4658 -7.50807 1.31939
4659 -4.88210 -0.77171
4692 -7.67500 -4.51356
4693 10.46664 -3.80184
4694 -7.27836 -6.27447
4695 -11.34242 -0.83968
4696 4.40657 1.48357
4697 -11.80901 -1.68629
4698 -10.75489 -0.24341
4699 3.88646 -2.49614
4700 4.49396 -4.90128
4702 -10.42656 2.08357
4703 -12.09458 -2.51450
4704 9.57350 -6.26438
4705 -11.56471 -7.03948
5005 11.35902 0.92185
5006 10.59544 0.58837
5015 9.30067 1.57860
10845 -7.07234 -6.04196
11249 11.76811 -6.32091
11250 11.33211 -6.35284
11391 3.52903 2.92735
11392 9.98219 4.63969
11393 5.71428 3.77351
11394 0.32399 2.61955
11395 -3.84638 -7.66163
11396 11.88855 7.21338
11439 3.79032 4.71530
11440 -1.97050 1.04661
11441 5.95854 6.11562
29228 -1.45160 1.26136
29241 12.20292 -4.78834
29331 1.53292 6.95522
29336 0.17221 0.75593
GCP_GCP-02 9.26841 1.64566
-99
8left01081 H_25.39998_16.93332
10079 8.59760 -5.13700
10747 6.49255 -1.41461
10869 5.56054 5.15595
10878 5.93919 3.20464
10892 1.90877 -6.28067
10896 9.28617 -2.57523
10904 4.82678 5.68423
11011 -2.54761 -6.86333
11012 -2.17067 -6.70617
11015 -2.00520 -6.62888
11049 1.81575 1.87692
11052 8.75297 0.27091
11059 6.99424 0.61615
11157 -1.23213 5.69074
11162 -2.04280 -3.68314
11165 -3.13860 -5.00422
11168 -3.13314 -2.64904
11170 -2.38875 -3.24332
11173 6.80862 1.97375
11186 0.05880 6.59818
11187 -1.28593 7.69752
11264 -6.04843 -7.13134
11266 1.14437 -1.56519
11269 3.91800 -2.23952
11272 -3.19908 4.96111
11275 8.73222 2.03347
11278 -5.77011 -7.39585
11281 3.81467 -5.54279
11282 7.01040 -3.79318
11289 -5.26515 -4.64460
11296 3.15738 -6.12049
11299 1.09107 -5.80314
11300 11.47959 -4.29943
11305 4.16487 -0.00031
11307 3.69977 6.99340
11310 -3.41716 7.56566
11312 -6.61185 -1.41779
11313 -7.97199 -7.72965
11314 11.17894 -6.66108
11315 7.84526 -6.08049
11316 12.00403 -2.99757
11317 3.42981 1.49147
11318 1.18933 5.13061
11319 11.75938 1.10512
11320 -0.13892 -0.12817
11321 7.82559 4.03848
11323 2.52954 0.70748
11324 10.45110 7.25761
11325 12.39354 2.35709
11403 -7.79910 -1.11793
11404 -7.77272 -1.39621
11405 -8.42407 -0.41451
11406 -5.66595 6.31707
11407 5.40090 6.52225
11408 -9.21147 -3.44435
11409 -8.18203 7.83566
11410 7.32800 -6.25573
11412 -8.01418 5.09039
11413 -9.03694 2.54307
11414 -6.98975 -1.08608
11415 -2.71296 1.56683
11416 -10.03751 -7.67012
11417 11.03101 3.72346
11418 -6.60335 5.53135
11419 -6.57320 3.38616
11420 9.86523 7.16139
-99
8back01081 H_25.39998_16.93332
10152 0.01983 -7.92585
10295 2.60336 -2.03615
10434 2.84778 -7.69913
10579 6.17743 -3.32040
10636 1.67114 -4.81087
10805 -10.09134 -7.16196
10822 -3.01691 -6.50640
10841 0.38195 -2.95104
10967 -3.50305 -2.12312
10969 -5.67711 -6.96981
11098 -0.96622 -6.95413
11102 7.11156 0.13837
11105 -1.27323 -1.17844
11111 -10.35159 -1.61331
11112 -0.60038 -4.45998
11118 -5.30828 -0.56992
11126 -3.82185 -4.06157
11130 -1.89381 -1.58388
11134 1.33968 0.84316
11135 -2.81954 -0.95062
11220 -9.33560 -2.76800
11222 -5.35802 -5.63929
11228 3.41124 0.93057
11233 -10.45778 -0.14414
11239 -6.70021 1.71033
11240 -10.78025 -5.41770
11241 -8.82500 -4.34137
11242 3.79370 -5.73176
11243 8.33910 -7.41330
11244 -7.90961 1.25162
11245 -7.46048 -1.52943
11246 -6.81731 -0.08971
11247 -5.15872 -3.73236
11363 10.72372 5.41983
11364 1.66226 3.72415
11365 1.77406 5.10057
11367 -2.66311 0.78101
11369 -7.27893 4.04083
11370 3.94412 1.42223
11371 -7.19220 1.01587
11372 -6.41104 5.15433
11373 -2.71451 4.60921
11374 -8.25482 3.99434
11375 -7.69986 4.38535
11376 -2.21499 4.88462
11377 9.49305 5.52291
11378 3.40330 5.61940
11379 -4.81307 2.21089
11380 -3.54918 3.50110
11381 -1.14014 4.22428
11382 10.36062 -3.84538
11383 -1.15185 2.92257
11384 -5.73894 6.08088
11388 10.94227 0.48494
11456 6.84394 -1.48001
11459 9.82140 -6.74783
11460 11.71224 -2.86442
11461 7.42208 0.82731
11462 9.62627 6.18102
11463 2.14309 6.44785
11464 1.70447 3.46622
11465 9.39652 6.38120
11466 5.32970 8.06484
11467 4.28565 0.96258
11468 12.53523 -0.85329
11469 0.77961 2.47167
29188 9.44837 -0.17380
-99
8front01081 H_25.39998_16.93332
11262 12.41594 -3.49343
-99
8right01081 H_25.39998_16.93332
10770 -11.62014 4.58212
10912 -8.79571 3.86780
10925 -8.99767 1.29302
10934 -11.24178 6.05281
11206 -7.26594 2.06217
11213 -2.14607 5.11956
11326 1.16328 4.84338
11329 -7.28434 -0.82631
11330 -9.79573 -1.76624
11334 -2.95892 6.33361
11336 -7.32781 4.45996
11337 -8.22490 -0.73541
11344 2.27697 0.11913
11352 0.47887 7.51920
11354 -2.25769 6.53600
11355 -5.11808 -3.27135
11356 -4.49647 5.75398
11357 -11.85169 -0.97815
11358 -9.89742 8.40839
11360 -1.84038 -3.90582
11361 -4.38907 3.42734
11424 5.35134 2.02293
11425 7.36924 1.78464
11426 -3.91915 -3.57448
11427 8.72426 -7.97728
11428 -3.45468 -3.75920
11429 5.94680 5.37975
11430 -2.81600 -2.03330
11431 -4.29531 1.74222
11432 -4.20289 -1.05002
11433 -6.10552 7.56485
11434 9.12957 -7.73441
11435 -4.92512 0.83427
11472 0.47340 -2.71782
11473 -6.65075 -3.51988
11474 11.97394 -7.82446
11475 8.88927 -4.48455
11477 4.50989 -5.65930
11480 -1.34127 -4.41287
11482 9.10351 -7.28701
11483 -2.77674 -4.24958
11484 3.37672 -5.92244
11485 11.99332 -6.00728
11486 3.07186 -6.34464
11490 4.67266 -2.00409
11492 6.11279 -7.24529
11493 -2.15654 -4.33315
11494 0.66165 -3.24194
11495 -6.45110 -3.71527
11496 11.10230 -8.20448
29242 -6.80913 6.66940
29243 -8.05499 -7.25688
29244 11.03399 7.24906
-99
8back01090 H_25.39998_16.93332
11498 7.25080 4.18301
11499 7.96137 6.60181
11500 3.99266 7.78807
11501 -2.13776 1.00327
11502 2.15084 6.90926
11503 -1.42228 -1.96880
11504 -1.75608 3.86079
11505 1.34988 -2.10583
11506 3.80067 -1.94826
11507 10.65514 7.45225
11508 11.29084 5.25434
11509 1.91410 1.87842
11511 4.16958 3.70789
11512 1.52931 0.28371
11513 4.07057 2.56766
11514 2.59727 1.21460
11515 1.85828 1.33103
11516 10.74575 3.39838
11517 -0.24383 4.67104
11518 3.94561 1.15753
11519 8.06473 2.43575
