filename,bandname,wavelength,time,sunsensor_sun_angle_degree,sunsensor_nadir_angle_degree,sun_irradiance
8back01053.JPG,Red,660,1667728389.000000,,,
8back01053.JPG,Green,550.000000,1667728389.000000,,,
8back01053.JPG,Blue,470.000000,1667728389.000000,,,
8down01053.JPG,Red,660.000000,1667728389.000000,,,
8down01053.JPG,Green,550.000000,1667728389.000000,,,
8down01053.JPG,Blue,470.000000,1667728389.000000,,,
8front01053.JPG,Red,660.000000,1667728389.000000,,,
8front01053.JPG,Green,550.000000,1667728389.000000,,,
8front01053.JPG,Blue,470.000000,1667728389.000000,,,
8left01053.JPG,Red,660.000000,1667728389.000000,,,
8left01053.JPG,Green,550.000000,1667728389.000000,,,
8left01053.JPG,Blue,470.000000,1667728389.000000,,,
8right01053.JPG,Red,660.000000,1667728389.000000,,,
8right01053.JPG,Green,550.000000,1667728389.000000,,,
8right01053.JPG,Blue,470.000000,1667728389.000000,,,
8back01054.JPG,Red,660.000000,1667728390.000000,,,
8back01054.JPG,Green,550.000000,1667728390.000000,,,
8back01054.JPG,Blue,470.000000,1667728390.000000,,,
8down01054.JPG,Red,660.000000,1667728390.000000,,,
8down01054.JPG,Green,550.000000,1667728390.000000,,,
8down01054.JPG,Blue,470.000000,1667728390.000000,,,
8front01054.JPG,Red,660.000000,1667728390.000000,,,
8front01054.JPG,Green,550.000000,1667728390.000000,,,
8front01054.JPG,Blue,470.000000,1667728390.000000,,,
8left01054.JPG,Red,660.000000,1667728390.000000,,,
8left01054.JPG,Green,550.000000,1667728390.000000,,,
8left01054.JPG,Blue,470.000000,1667728390.000000,,,
8right01054.JPG,Red,660.000000,1667728390.000000,,,
8right01054.JPG,Green,550.000000,1667728390.000000,,,
8right01054.JPG,Blue,470.000000,1667728390.000000,,,
8back01055.JPG,Red,660.000000,1667728391.000000,,,
8back01055.JPG,Green,550.000000,1667728391.000000,,,
8back01055.JPG,Blue,470.000000,1667728391.000000,,,
8down01055.JPG,Red,660.000000,1667728391.000000,,,
8down01055.JPG,Green,550.000000,1667728391.000000,,,
8down01055.JPG,Blue,470.000000,1667728391.000000,,,
8front01055.JPG,Red,660.000000,1667728391.000000,,,
