x,y,z,sx,sy,sz
717444.29,1606444.32,11.03,0.0219,0.0305,0.0914
717414.38,1606446.56,2.72,0.0224,0.0159,0.0634
717459.35,1606487.28,2.20,0.0185,0.0234,0.0878
717505.48,1606431.03,3.88,0.0206,0.0121,0.0581
717560.39,1606268.17,10.09,0.0098,0.0076,0.0269
717613.45,1606305.90,4.45,0.0166,0.0403,0.0795
717496.81,1606438.48,3.49,0.0093,0.0093,0.0279
717637.99,1606321.16,3.97,0.0233,0.0233,0.0763
717640.47,1606270.54,5.27,0.0558,0.0747,0.2218
717573.50,1606254.37,20.36,0.0331,0.0176,0.0612
717650.25,1606282.26,4.61,0.0248,0.0314,0.0985
717668.76,1606142.67,5.58,0.0965,0.1003,0.2714
717420.53,1606425.04,12.81,0.0484,0.0457,0.1396
717660.82,1606256.13,12.92,0.0342,0.0309,0.1178
717656.56,1606308.63,13.49,0.0625,0.1275,0.2954
717412.73,1606442.96,5.15,0.1116,0.0491,0.2999
717432.89,1606445.01,3.21,0.0392,0.0446,0.1899
717477.60,1606497.25,1.86,0.0200,0.0274,0.0962
717657.15,1606164.12,10.51,0.0256,0.0216,0.1304
717603.02,1606120.30,3.20,0.0999,0.0637,0.2886
717470.48,1606460.58,10.58,0.0208,0.0143,0.1238
717583.46,1606114.85,-216.17,0.0956,0.1059,0.5148
717610.75,1606175.21,5.00,0.1869,0.0263,0.4112
717542.76,1606142.91,-5.12,0.0558,0.1196,0.4483
717532.23,1606120.12,14.37,0.1600,0.3370,0.6666
717483.62,1606507.38,3.41,0.0295,0.1090,0.2332
717533.53,1606163.37,-4.20,0.1407,0.0851,0.7293
717703.42,1606370.62,15.75,0.0358,0.1113,0.4188
717588.75,1606145.67,8.29,0.3280,0.3184,1.1699
717471.19,1606331.49,11.70,0.0071,0.0073,0.0231
717464.69,1606321.63,3.99,0.0074,0.0083,0.0245
717463.79,1606324.43,3.83,0.0092,0.0102,0.0285
717458.42,1606332.34,3.74,0.0085,0.0083,0.0256
717466.33,1606328.86,11.63,0.0072,0.0075,0.0223
717497.03,1606350.95,11.37,0.0082,0.0082,0.0233
717427.58,1606469.91,2.44,0.0262,0.0271,0.0936
717429.94,1606349.66,21.76,0.0944,0.0849,0.3275
717418.50,1606358.33,20.42,0.0628,0.0406,0.1686
717458.68,1606389.68,8.38,0.0111,0.0110,0.0469
717468.55,1606345.47,4.08,0.0102,0.0112,0.0323
717461.05,1606340.79,8.15,0.0129,0.0166,0.0501
717407.75,1606447.90,3.25,0.0235,0.0206,0.0740
717436.69,1606461.16,3.22,0.0180,0.0172,0.0588
717490.25,1606360.10,4.80,0.0593,0.0168,0.1552
717420.23,1606299.27,12.96,0.0646,0.1432,0.2508
717454.75,1606325.01,7.11,0.0319,0.0865,0.2527
717412.80,1606446.88,2.62,0.0182,0.0148,0.0549
717492.61,1606366.40,3.82,0.0439,0.0145,0.1017
717411.15,1606319.73,9.00,0.0324,0.0376,0.1002
717430.98,1606334.81,21.52,0.0443,0.0840,0.2290
717455.29,1606362.33,3.00,0.0522,0.0438,0.3038
717409.05,1606317.45,9.83,0.0472,0.0429,0.1182
717480.17,1606353.10,8.13,0.0158,0.0154,0.0467
717436.23,1606459.55,3.27,0.0227,0.0237,0.0817
717469.24,1606401.14,14.87,0.0181,0.0196,0.0522
717448.79,1606485.85,2.50,0.0743,0.1400,0.3164
717454.04,1606470.79,3.22,0.0528,0.0690,0.1987
717446.83,1606422.43,3.57,0.0447,0.0578,0.2745
717403.39,1606460.83,3.19,0.0397,0.0323,0.1372
717462.52,1606436.63,10.39,0.0119,0.0104,0.0470
717552.42,1606533.67,3.74,0.1209,0.0434,0.3831
717450.55,1606443.58,11.26,0.0086,0.0084,0.0273
717587.08,1606147.12,8.98,0.2344,0.2295,0.8713
717442.13,1606464.21,3.28,0.0195,0.0226,0.0745
717394.60,1606383.56,-9.55,0.5153,0.2635,1.3367
717374.82,1606419.76,3.84,0.3286,0.0601,0.5797
717450.90,1606443.74,11.27,0.0092,0.0090,0.0301
717449.19,1606462.03,3.26,0.0104,0.0108,0.0369
717446.19,1606461.38,3.12,0.0254,0.0261,0.1261
717357.27,1606459.26,11.63,0.1025,0.0236,0.1771
717363.65,1606415.18,-2.04,0.0714,0.0212,0.1243
717525.11,1606489.29,5.16,0.1485,0.2304,0.2645
717468.32,1606439.26,7.78,0.0138,0.0222,0.0634
717463.57,1606434.77,7.80,0.0415,0.0551,0.1974
717382.76,1606410.47,4.45,0.1275,0.0283,0.2266
717450.46,1606426.57,3.44,0.0251,0.0501,0.2479
717508.53,1606473.85,13.58,0.0321,0.0452,0.0660
717439.64,1606496.88,9.22,0.0665,0.1728,0.4062
717482.13,1606435.61,3.58,0.0266,0.0243,0.0866
717438.04,1606449.97,3.36,0.0277,0.0281,0.1094
717427.54,1606420.80,8.98,0.0302,0.0194,0.1449
717429.59,1606471.50,2.47,0.0232,0.0272,0.0950
717461.24,1606446.42,12.13,0.0228,0.0490,0.1449
717327.28,1606402.66,-152.49,0.2641,0.0623,0.6281
717432.56,1606412.86,10.83,0.0445,0.0250,0.3319
717407.98,1606434.61,3.37,0.3622,0.2441,1.1631
717399.87,1606435.92,9.54,0.1797,0.1073,0.4471
717406.13,1606435.09,5.84,0.0748,0.0502,0.2222
717464.32,1606428.79,9.31,0.1035,0.1098,0.5986
717422.31,1606426.96,11.77,0.0642,0.0492,0.3027
717404.13,1606479.52,3.57,0.1079,0.1755,0.6630
717422.98,1606501.52,2.98,0.0308,0.2242,0.5023
717373.59,1606449.37,10.07,0.1219,0.0207,0.2806
717432.20,1606476.41,2.66,0.0173,0.0243,0.0725
717449.82,1606467.29,3.26,0.0508,0.1282,0.3192
717418.80,1606450.39,6.76,0.0745,0.1058,0.3421
717454.74,1606486.54,2.56,0.0191,0.0370,0.0815
717453.58,1606472.82,12.85,0.0172,0.0565,0.1088
717419.58,1606443.90,2.63,0.0483,0.0588,0.2361
717410.86,1606455.73,3.39,0.0527,0.0415,0.1993
717414.54,1606445.35,2.60,0.0169,0.0145,0.0616
717411.16,1606442.08,5.44,0.0409,0.0284,0.3446
717413.93,1606478.21,3.40,0.0130,0.0121,0.0424
717675.11,1606245.64,4.57,0.0365,0.0224,0.1048
717551.59,1606120.40,9.27,0.0371,0.2355,0.4754
717461.34,1606463.31,10.23,0.0148,0.0095,0.0484
717451.21,1606483.29,2.51,0.0226,0.0318,0.1093
717391.46,1606429.38,9.47,0.0842,0.0675,0.2175
717422.58,1606465.56,2.69,0.0247,0.0161,0.0671
717345.15,1606454.92,12.67,0.1102,0.0178,0.1612
717371.76,1606467.60,14.40,0.1475,0.0600,0.3180
717435.12,1606492.80,3.70,0.0364,0.0527,0.1686
717434.76,1606422.02,9.91,0.0143,0.0144,0.0881
717397.49,1606426.73,-1.38,0.1828,0.0405,0.5549
717434.20,1606501.31,3.27,0.0487,0.1153,0.2592
717402.53,1606486.15,4.68,0.0360,0.0640,0.1991
717409.62,1606490.27,6.24,0.0193,0.0440,0.1364
717426.96,1606480.32,10.19,0.0318,0.0615,0.2430
717370.90,1606465.62,14.98,0.0926,0.0323,0.2040
717409.36,1606493.03,6.44,0.0647,0.1749,0.5068
717432.31,1606484.59,3.84,0.0116,0.0137,0.0497
717371.02,1606463.45,14.23,0.1198,0.0361,0.2711
717425.33,1606495.03,3.28,0.0302,0.0918,0.2591
717378.80,1606463.72,11.64,0.1334,0.0484,0.3608
717412.56,1606475.78,3.31,0.0202,0.0212,0.0869
717437.29,1606478.89,2.51,0.0270,0.0760,0.1898
717411.25,1606475.19,3.51,0.0760,0.1315,0.3689
717446.96,1606484.47,2.62,0.0411,0.0901,0.2136
717410.51,1606442.98,6.41,0.0578,0.0326,0.2545
717441.93,1606483.36,2.73,0.0254,0.0598,0.1482
717436.66,1606476.19,2.83,0.0134,0.0459,0.1159
717438.33,1606475.82,2.26,0.0257,0.0932,0.2347
717455.53,1606449.74,12.19,0.0201,0.0203,0.0887
717378.90,1606449.76,10.88,0.0821,0.0356,0.1684
717428.68,1606435.89,10.36,0.0203,0.0215,0.1671
717458.36,1606464.37,7.24,0.0856,0.1169,0.3715
717467.39,1606452.70,12.34,0.0303,0.0245,0.0972
717404.15,1606436.73,7.40,0.0292,0.0148,0.1058
717416.80,1606468.66,3.57,0.0474,0.0933,0.2750
717419.89,1606428.23,11.04,0.0313,0.0167,0.1784
717371.49,1606423.76,12.78,0.1332,0.0169,0.2264
717403.59,1606468.51,11.28,0.0799,0.1068,0.2573
717382.97,1606414.60,4.03,0.2188,0.0405,0.4746
717429.97,1606419.66,9.10,0.0314,0.0229,0.3220
717373.54,1606445.70,14.02,0.2066,0.0800,0.3528
717429.29,1606428.47,11.26,0.0229,0.0196,0.2240
717391.43,1606452.35,12.28,0.3100,0.2089,0.7313
717380.19,1606409.93,5.07,0.1955,0.0484,0.3705
717410.27,1606499.00,5.40,0.0503,0.1630,0.4161
717433.77,1606497.37,2.52,0.0132,0.0281,0.0684
717416.11,1606489.96,3.29,0.0436,0.0561,0.2045
717440.99,1606489.44,3.92,0.0141,0.0225,0.0549
717368.49,1606458.58,14.36,0.0804,0.0212,0.1635
717440.33,1606499.09,9.08,0.0244,0.1174,0.2131
717370.81,1606433.36,14.86,0.0769,0.0202,0.1316
717362.43,1606444.43,13.08,0.1157,0.0234,0.2003
717411.12,1606479.62,7.75,0.0622,0.1283,0.3716
717416.87,1606450.30,7.17,0.0371,0.0357,0.2786
717424.04,1606485.99,12.81,0.0284,0.1464,0.3177
717451.47,1606494.46,3.73,0.1879,0.5085,1.0222
717386.44,1606407.09,10.16,0.1990,0.1323,0.5146
717362.51,1606442.82,12.14,0.2023,0.0342,0.3332
717457.90,1606445.28,12.26,0.0338,0.0174,0.1340
717419.58,1606438.32,2.50,0.0341,0.0224,0.3077
717371.74,1606423.19,12.59,0.0245,0.0158,0.0573
717416.24,1606469.04,3.48,0.0205,0.0232,0.1137
717409.52,1606470.45,3.32,0.0127,0.0166,0.0605
717436.67,1606453.91,3.32,0.0116,0.0111,0.0448
717425.73,1606469.02,2.64,0.0290,0.0289,0.1312
717419.26,1606439.95,4.99,0.0120,0.0117,0.0658
717403.90,1606442.01,8.63,0.0144,0.0111,0.0650
717411.92,1606458.65,3.47,0.0322,0.0395,0.1727
717406.36,1606465.20,3.20,0.0228,0.0183,0.0757
717381.11,1606449.78,10.54,0.0326,0.0166,0.1060
717409.93,1606454.55,3.40,0.0114,0.0121,0.0461
717401.76,1606455.27,3.19,0.0167,0.0156,0.0658
717388.28,1606428.77,10.61,0.0430,0.0323,0.1731
717443.51,1606446.10,10.84,0.0107,0.0097,0.0343
717420.64,1606424.97,12.98,0.0102,0.0101,0.0360
717370.75,1606419.52,6.78,0.0208,0.0133,0.0520
717446.88,1606432.05,3.52,0.0305,0.0186,0.0963
717437.39,1606448.36,3.36,0.0308,0.0289,0.1171
717373.61,1606414.64,6.88,0.0635,0.0375,0.1591
717421.64,1606443.01,2.18,0.0214,0.0177,0.1286
717434.08,1606417.29,9.68,0.0206,0.0220,0.1491
717450.59,1606422.87,3.40,0.0344,0.0284,0.1648
717443.21,1606405.37,10.30,0.0182,0.0257,0.0974
717435.92,1606450.93,3.32,0.0161,0.0154,0.0697
717454.84,1606427.15,3.54,0.0288,0.0273,0.1378
717445.32,1606433.44,3.36,0.0109,0.0112,0.0500
717435.37,1606409.78,10.18,0.0131,0.0129,0.1067
717372.37,1606417.43,6.79,0.0185,0.0122,0.0455
717372.78,1606420.51,6.80,0.0216,0.0121,0.0503
717374.16,1606415.76,6.81,0.0158,0.0112,0.0409
717451.69,1606430.68,10.37,0.0081,0.0081,0.0247
717447.47,1606392.19,2.80,0.0176,0.0166,0.0900
717443.30,1606439.13,3.38,0.0326,0.0271,0.1218
717451.34,1606429.86,9.56,0.0347,0.0416,0.1371
717475.61,1606357.34,3.64,0.0256,0.0161,0.0784
717482.34,1606361.18,4.60,0.0073,0.0072,0.0198
717478.87,1606365.27,3.71,0.0147,0.0148,0.0398
717435.16,1606448.89,3.47,0.0255,0.0331,0.0990
717444.38,1606436.86,3.43,0.0253,0.0238,0.0910
717446.02,1606441.20,11.36,0.0104,0.0101,0.0328
717451.67,1606386.61,2.25,0.0184,0.0163,0.0785
717439.77,1606444.61,3.37,0.0151,0.0143,0.0546
717444.72,1606340.26,9.59,0.0129,0.0240,0.0617
717436.63,1606455.07,3.32,0.0135,0.0134,0.0510
717450.05,1606387.72,2.88,0.0133,0.0138,0.0534
717461.75,1606352.75,3.68,0.0085,0.0085,0.0253
717484.83,1606362.93,5.14,0.0087,0.0087,0.0239
717441.55,1606377.34,10.00,0.0495,0.0609,0.2188
717440.69,1606430.88,3.31,0.0143,0.0132,0.0402
717447.13,1606432.44,3.56,0.0436,0.0207,0.1286
717364.99,1606415.01,6.77,0.0324,0.0209,0.0769
717379.77,1606412.24,5.28,0.0529,0.0507,0.1869
717450.43,1606344.83,3.61,0.0172,0.0194,0.0538
717455.09,1606345.16,3.66,0.0092,0.0096,0.0304
717483.15,1606361.42,4.68,0.0076,0.0078,0.0227
717458.68,1606389.67,8.33,0.0100,0.0095,0.0319
717487.09,1606377.96,10.80,0.0141,0.0142,0.0406
717476.92,1606368.56,3.81,0.0665,0.0450,0.2148
717488.02,1606376.86,10.68,0.0079,0.0083,0.0226
717421.51,1606353.66,21.60,0.0195,0.0303,0.0950
717421.79,1606352.62,20.72,0.0191,0.0279,0.0897
717472.80,1606382.06,3.63,0.0273,0.0211,0.0801
717468.59,1606386.49,8.38,0.0211,0.0240,0.0713
717486.79,1606378.52,10.85,0.0124,0.0125,0.0350
717489.85,1606376.29,9.89,0.0122,0.0123,0.0341
717473.40,1606382.77,3.51,0.0592,0.0313,0.1535
717414.82,1606354.33,16.07,0.0155,0.0173,0.0604
717451.64,1606395.56,8.07,0.0323,0.0197,0.1781
717444.84,1606400.83,13.50,0.0142,0.0120,0.0882
717438.66,1606406.98,9.98,0.0172,0.0200,0.1388
717410.92,1606331.93,15.66,0.0641,0.1225,0.2497
717428.12,1606339.66,19.51,0.0225,0.0575,0.1271
717466.96,1606365.12,14.86,0.0482,0.0328,0.1423
717401.57,1606357.74,15.88,0.0547,0.0536,0.1844
717408.21,1606338.73,15.13,0.0151,0.0313,0.0628
717436.20,1606370.39,5.46,0.0151,0.0234,0.0568
717403.58,1606361.02,15.10,0.0327,0.0509,0.1145
717384.83,1606365.34,17.71,0.0442,0.0644,0.1396
717382.72,1606377.76,14.97,0.0574,0.0560,0.1705
717389.42,1606384.79,18.77,0.0552,0.0555,0.1925
717380.68,1606379.55,15.08,0.0442,0.0444,0.1305
717445.45,1606406.80,10.89,0.0723,0.0317,0.2610
717451.17,1606397.02,7.30,0.0454,0.0250,0.1460
717435.14,1606392.64,2.60,0.0289,0.0324,0.1256
717378.19,1606394.33,15.45,0.0888,0.1106,0.2983
717446.83,1606436.34,4.68,0.0328,0.0141,0.0886
717383.75,1606389.63,18.30,0.0292,0.0500,0.1138
717354.23,1606397.07,7.92,0.1499,0.1381,0.3612
717410.39,1606442.97,6.46,0.0441,0.0390,0.3377
717354.08,1606392.28,8.02,0.1403,0.1410,0.3361
717355.53,1606401.21,8.21,0.0765,0.0658,0.1887
717417.50,1606427.00,8.78,0.0271,0.0232,0.1515
717425.39,1606419.24,9.94,0.0393,0.0342,0.1653
717419.93,1606428.21,11.03,0.0152,0.0149,0.1033
717349.98,1606409.48,2.00,0.1614,0.0972,0.3737
717354.52,1606387.78,7.75,0.1433,0.1556,0.3451
717450.56,1606424.14,3.82,0.1656,0.0671,0.3905
717368.00,1606373.04,14.27,0.1093,0.2067,0.3337
717426.56,1606443.20,10.55,0.0149,0.0109,0.0702
717406.83,1606436.54,5.50,0.0159,0.0146,0.1030
717381.87,1606425.05,9.17,0.1061,0.0395,0.3486
717377.84,1606413.05,5.63,0.1661,0.0961,0.4869
717436.84,1606365.71,16.59,0.0214,0.0400,0.1851
717375.01,1606380.12,15.65,0.0510,0.0651,0.1519
717425.08,1606418.13,9.62,0.0366,0.0260,0.2104
717459.50,1606388.37,8.43,0.0219,0.0121,0.0722
717427.08,1606414.25,8.01,0.1012,0.0876,0.5068
717611.06,1606368.83,15.80,0.1402,0.0674,0.8966
717644.61,1606369.06,-32.24,0.0226,0.0156,0.0894
717559.50,1606376.29,12.74,0.0254,0.0137,0.0514
717656.00,1606326.34,6.81,0.0422,0.0339,0.1501
717624.32,1606421.01,16.06,0.0707,0.4778,1.0321
717594.53,1606405.30,14.08,0.1751,0.1889,0.5875
717705.63,1606371.40,15.50,0.0546,0.1469,0.5506
717635.91,1606409.19,16.84,0.0297,0.1034,0.2467
717604.34,1606381.25,3.83,0.1327,0.0730,0.6845
717686.66,1606385.60,11.96,0.0234,0.0698,0.1837
717628.34,1606400.08,4.99,0.0269,0.0365,0.1396
717617.31,1606344.79,4.87,0.2408,0.0230,0.3540
717620.63,1606378.38,6.33,0.0135,0.0130,0.0595
717629.63,1606425.99,18.13,0.0352,0.0792,0.1806
717557.59,1606378.38,12.94,0.0301,0.0101,0.0517
717565.96,1606382.94,13.00,0.0089,0.0086,0.0238
717565.39,1606396.59,10.91,0.0287,0.0219,0.0651
717598.04,1606559.62,16.06,0.0193,0.0269,0.0871
717631.88,1606412.72,17.71,0.0142,0.0177,0.0565
717604.33,1606408.37,1.15,0.0144,0.0175,0.0671
717613.15,1606418.05,5.38,0.0408,0.0762,0.2589
717619.73,1606416.04,4.87,0.0254,0.0358,0.0931
717450.41,1606456.96,5.21,1.2984,0.5935,1.0994
717589.60,1606333.83,6.19,0.0347,0.0306,0.1295
717616.48,1606345.15,3.68,0.0117,0.0168,0.1085
717679.59,1606375.23,5.88,0.0431,0.0664,0.3837
717554.46,1606380.18,12.84,0.0299,0.0130,0.0536
717617.51,1606351.10,3.57,0.0267,0.0301,0.1152
717609.30,1606328.43,4.34,0.0357,0.0397,0.2209
717555.59,1606185.74,13.03,0.1766,0.1091,0.5653
717573.61,1606360.13,4.08,0.0202,0.0206,0.0580
717614.65,1606357.54,3.49,0.0497,0.0492,0.2617
717527.14,1606545.09,4.92,0.0465,0.0312,0.1061
717694.38,1606378.54,12.42,0.0318,0.0796,0.3806
717660.89,1606369.34,14.37,0.1459,0.0725,0.5337
717674.02,1606397.39,6.42,0.1338,0.3139,0.8919
717570.34,1606337.35,12.30,0.0103,0.0085,0.0316
717657.47,1606380.65,15.60,0.1838,0.1391,0.5984
717620.91,1606414.08,4.19,0.0668,0.0884,1.0503
717702.48,1606375.25,15.89,0.1029,0.1323,0.7364
717661.70,1606167.18,11.78,0.0388,0.0282,0.1285
717573.00,1606360.98,4.10,0.0552,0.0393,0.1521
717620.17,1606393.98,6.40,0.0126,0.0105,0.0442
717649.96,1606389.01,17.13,0.0688,0.0793,0.3152
717632.45,1606363.31,99.16,0.0176,0.0181,0.0344
717705.03,1606375.81,17.04,0.1079,0.1427,0.7035
717619.14,1606380.35,6.26,0.0185,0.0214,0.1193
717613.27,1606307.21,5.69,0.0450,0.0687,0.3028
717645.27,1606410.20,15.27,0.1470,0.0936,0.7142
717645.72,1606391.95,12.21,0.1778,0.2487,0.8688
717584.51,1606361.51,8.31,0.0353,0.0321,0.1022
717616.01,1606385.80,6.71,0.0603,0.0560,0.3047
717597.91,1606380.33,2.80,0.0863,0.1735,0.4239
717585.10,1606366.23,5.34,0.2729,0.3807,0.8212
717586.75,1606362.73,8.35,0.0350,0.0365,0.0982
717627.84,1606424.75,19.27,0.0892,0.0625,0.4294
717615.50,1606386.70,6.49,0.0702,0.0708,0.4144
717584.61,1606364.81,4.02,0.0161,0.0148,0.0486
717663.81,1606387.60,16.62,0.1145,0.1339,0.4536
717541.11,1606522.43,4.77,0.0881,0.0166,0.2138
717578.12,1606361.00,3.96,0.1025,0.0866,0.3046
717497.69,1606302.31,-349.38,6.3308,1.7834,15.5583
717619.36,1606412.22,72.81,0.0182,0.0261,0.1051
717623.40,1606368.72,15.86,0.1029,0.0231,0.1671
717675.06,1606374.20,13.89,0.0497,0.0650,0.2274
717638.39,1606345.69,6.72,0.0116,0.0117,0.0377
717655.57,1606415.77,16.41,0.2146,0.0754,0.8452
717633.54,1606410.47,16.63,0.0479,0.0420,0.6047
717602.02,1606379.60,3.03,0.1793,0.2059,0.8012
717642.62,1606387.94,16.05,0.0459,0.0666,0.3241
717630.68,1606359.91,6.69,0.0103,0.0092,0.0397
717616.32,1606400.99,6.42,0.0116,0.0108,0.0516
717585.10,1606370.70,4.10,0.0374,0.0320,0.1221
717638.38,1606372.45,6.03,0.0233,0.0752,0.2485
717600.19,1606380.14,2.79,0.0590,0.0453,0.2781
717576.63,1606361.23,4.02,0.0798,0.0640,0.2054
717615.47,1606241.88,5.59,0.0606,0.0636,0.1632
717629.69,1606360.02,3.20,0.0358,0.1508,0.3245
717533.10,1606312.99,8.19,0.0254,0.0352,0.0822
717633.46,1606193.47,14.82,0.0249,0.0354,0.2132
717660.09,1606344.58,5.94,0.0266,0.0273,0.0945
717605.03,1606273.31,17.23,0.0189,0.0110,0.0716
717619.16,1606334.61,-1.13,0.0518,0.0284,0.0980
717643.51,1606256.40,5.31,0.0568,0.1562,0.2850
717630.04,1606185.25,4.65,0.1303,0.1977,0.9742
717594.69,1606507.84,17.17,0.0382,0.0388,0.1692
717631.83,1606148.55,7.23,0.0118,0.0151,0.0577
717564.38,1606264.90,9.03,0.0193,0.0212,0.0598
717534.22,1606567.16,2.76,0.0356,0.0591,0.1697
717618.95,1606172.88,11.32,0.0217,0.0161,0.0792
717610.15,1606286.01,15.86,0.0345,0.0374,0.1337
717641.47,1606339.96,6.70,0.0106,0.0241,0.0476
717600.57,1606206.61,14.84,0.0175,0.0233,0.0773
717514.71,1606560.66,4.37,0.0775,0.0726,0.2351
717614.68,1606159.66,16.35,0.0108,0.0115,0.0398
717633.34,1606268.67,4.86,0.2744,0.4532,1.1642
717598.07,1606189.85,17.76,0.0309,0.0421,0.0965
717595.06,1606166.45,6.96,0.1219,0.1226,0.3001
717600.97,1606249.73,15.51,0.0377,0.0210,0.1492
717626.59,1606123.76,5.52,0.0209,0.0228,0.0618
717639.61,1606126.28,6.09,0.0156,0.0175,0.0545
717598.33,1606263.33,21.14,0.0085,0.0082,0.0252
717593.57,1606198.17,16.23,0.0107,0.0111,0.0481
717576.03,1606496.90,3.95,0.0197,0.0272,0.0837
717648.11,1606133.81,5.51,0.0204,0.0225,0.0697
717658.47,1606145.90,4.36,0.0795,0.0702,0.2573
717632.38,1606371.83,7.98,0.2140,0.0828,0.3999
717547.11,1606210.87,5.00,0.0127,0.0125,0.0375
717636.79,1606377.12,4.38,0.1311,0.0685,0.2645
717627.68,1606179.21,11.52,0.0276,0.0477,0.1123
717619.86,1606348.40,3.62,0.1454,0.0595,0.5360
717628.64,1606324.23,3.75,0.0621,0.0718,0.2911
717594.88,1606343.11,6.61,0.1023,0.0256,0.2313
717591.24,1606355.26,6.58,0.0087,0.0117,0.0291
717627.36,1606401.46,4.94,0.0289,0.0299,0.1549
717577.27,1606321.51,4.25,0.0176,0.0177,0.0445
717608.96,1606328.17,4.35,0.0418,0.0326,0.1564
717659.72,1606287.01,13.78,0.0576,0.2990,0.5855
717596.92,1606382.64,3.30,0.0271,0.0249,0.0933
717611.71,1606220.43,6.31,0.0659,0.0605,0.4855
717672.15,1606319.31,5.56,0.0356,0.0385,0.1310
717600.12,1606342.72,4.24,0.0137,0.0141,0.0390
717626.87,1606402.83,4.95,0.0337,0.0339,0.1045
717565.65,1606396.78,10.98,0.0949,0.0623,0.2546
717608.18,1606437.61,4.55,0.0148,0.0192,0.0856
717605.33,1606208.48,6.60,0.0139,0.0341,0.0813
717592.49,1606329.72,4.28,0.0265,0.0217,0.0633
717646.71,1606347.99,10.61,0.0158,0.0163,0.0719
717677.36,1606341.80,19.53,0.1422,0.1656,0.5723
717634.16,1606126.84,5.58,0.0478,0.0473,0.1230
717645.64,1606301.41,20.91,0.0320,0.0405,0.1496
717672.47,1606345.59,19.29,0.0453,0.0387,0.5421
717636.49,1606227.41,7.14,0.0400,0.0459,0.1642
717682.15,1606338.03,20.55,0.0938,0.0572,0.5984
717581.79,1606298.26,16.88,0.0146,0.0166,0.0445
717582.17,1606257.92,20.87,0.0645,0.0404,0.1542
717633.81,1606271.56,11.87,0.0678,0.1371,0.2178
717720.14,1606330.20,14.68,0.2141,0.0621,0.4535
717610.61,1606239.09,4.69,0.0360,0.0437,0.2196
717689.93,1606314.39,17.16,0.2089,0.2774,0.9637
717504.28,1606420.51,3.63,0.0075,0.0074,0.0214
717566.90,1606162.08,8.17,0.0421,0.0546,0.3900
717596.68,1606129.93,9.78,0.1490,0.1571,0.5142
717496.05,1606411.24,9.92,0.0291,0.0363,0.0950
717493.11,1606480.71,10.07,0.0143,0.0162,0.0463
717607.97,1606315.78,4.77,0.0430,0.0446,0.1520
717718.57,1606258.86,18.13,0.0485,0.0742,0.3769
717509.24,1606461.92,10.27,0.0206,0.0191,0.0834
717661.28,1606167.90,11.96,0.0415,0.0126,0.0962
717538.09,1606453.07,4.61,0.0221,0.0228,0.1034
717610.30,1606211.91,14.73,0.0304,0.0402,0.1089
717560.38,1606468.21,16.93,0.0715,0.0507,0.2550
717722.97,1606256.65,78.98,0.0207,0.0253,0.0556
717502.41,1606412.38,10.66,0.0257,0.0350,0.0696
717725.55,1606255.11,19.14,0.0145,0.0208,0.0986
717533.31,1606193.35,14.27,0.0357,0.0161,0.0792
717642.64,1606256.19,5.05,0.0521,0.0691,0.1329
717524.65,1606429.51,3.69,0.0244,0.0231,0.0806
717575.54,1606225.69,5.19,0.0836,0.0377,0.2459
717715.70,1606275.91,18.07,0.0494,0.0367,0.4474
717696.14,1606306.98,18.28,0.0558,0.0730,0.2045
717582.83,1606218.11,14.52,0.0185,0.0138,0.0693
717687.21,1606309.74,16.77,0.0418,0.0658,0.2221
717628.53,1606116.29,6.26,0.0270,0.0283,0.0841
717612.84,1606182.91,14.89,0.0276,0.0387,0.1018
717682.20,1606340.81,17.73,0.1667,0.1690,0.5850
717756.97,1606165.45,7.72,0.1541,0.0550,0.4127
717658.25,1606343.33,5.17,0.0189,0.0190,0.0660
717583.20,1606483.64,4.09,0.0314,0.0237,0.2005
717587.59,1606455.02,5.99,0.0615,0.0754,0.2279
717611.94,1606181.85,14.46,0.0120,0.0125,0.0436
717599.55,1606233.25,4.90,0.0499,0.0237,0.1154
717557.57,1606502.16,5.40,0.0149,0.0153,0.0695
717563.02,1606473.47,15.71,0.0188,0.0224,0.0798
717665.37,1606296.01,7.00,0.0125,0.0148,0.0525
717613.00,1606183.61,15.20,0.0111,0.0136,0.0395
717533.12,1606427.79,-0.40,0.0246,0.0568,0.1045
717533.71,1606146.49,12.04,0.0399,0.0233,0.0995
717665.65,1606350.31,10.60,0.0237,0.0337,0.0873
717661.14,1606340.05,5.20,0.0612,0.0438,0.1710
717555.19,1606287.53,11.19,0.2739,0.0282,0.4496
717645.00,1606328.76,61.91,0.0152,0.0149,0.0430
717569.76,1606184.75,14.60,0.0126,0.0135,0.0709
717654.72,1606123.10,6.85,0.0394,0.0592,0.1506
717542.28,1606302.26,4.64,0.0442,0.0262,0.0873
717609.12,1606269.56,18.68,0.0136,0.0166,0.0748
717583.53,1606160.34,13.30,0.0126,0.0121,0.0493
717668.61,1606341.18,18.54,0.0419,0.0906,0.3129
717670.43,1606340.23,19.62,0.0602,0.1115,0.3978
717589.62,1606247.65,16.88,0.0094,0.0090,0.0301
717652.42,1606432.70,-127.97,0.0928,0.6275,0.9988
717579.86,1606265.43,16.56,0.0722,0.0148,0.1489
717563.43,1606271.31,9.89,0.0087,0.0083,0.0239
717682.26,1606338.17,19.43,0.0766,0.0863,0.3251
