A0619 H_23.52000_15.68000
11872 10.84792 -0.42236
11873 9.59854 5.37578
11874 8.27669 -0.06906
11875 6.41106 -2.18662
11876 -2.67244 0.19620
11878 8.18567 3.86755
11879 8.34760 7.40828
11881 4.62697 1.26376
11882 -1.96735 -1.84354
11883 8.59428 5.58269
11884 1.59106 -1.05652
11885 9.79817 1.22212
11888 6.72887 4.86985
11889 10.03678 -0.15164
11890 9.73869 -3.35904
11892 7.98809 0.76424
11893 8.58307 5.55988
11895 8.25712 0.27487
11896 7.06481 -1.43231
11898 2.08258 -3.06247
11899 8.27498 1.17815
11900 6.65935 4.57884
11901 10.51391 5.66786
11902 6.85445 -1.09886
11904 3.43526 -2.68805
11906 6.83642 -3.81277
11909 3.19677 -3.69321
11911 11.19904 -3.47525
11912 6.47554 -4.24999
11913 3.72313 -4.15716
11914 8.19978 -3.91860
11915 2.38719 -0.55822
11918 4.11406 -1.12575
11919 2.22836 -4.03758
11922 6.93622 7.12056
11924 3.73069 3.45614
11926 0.59013 -3.61679
11927 8.21099 7.63836
11931 8.17305 4.62828
-99
A0641 H_23.52000_15.68000
11263 5.20739 -4.47500
11264 3.73036 -0.62284
11290 11.45444 -4.42265
11301 10.48925 2.78686
11717 10.91622 -2.37637
11718 11.03351 1.83785
11721 -0.07626 4.05727
11724 7.28368 -6.09725
11725 9.90697 -4.01057
11726 3.09345 -2.87572
11728 11.02442 2.43643
11729 8.63885 -1.77489
11732 3.12905 -4.81512
11733 5.55409 -0.14303
11734 7.70595 -6.56959
11735 11.30390 -0.14321
11736 3.73007 1.92324
11737 11.25359 3.49035
11738 5.67159 2.23935
11739 2.71924 -3.15611
11740 10.81626 0.63066
11741 4.31092 -4.78788
11742 3.94546 4.37476
11743 7.87013 -3.65460
11744 11.45964 -2.33559
11745 10.78043 -5.51306
11746 -1.49022 -4.82881
11747 8.50074 2.53123
11748 3.10733 -7.49008
11752 3.51456 4.47206
11753 4.88668 -3.22391
11754 -0.13358 3.02870
11755 11.23879 4.86755
11756 2.38689 -3.87332
11757 6.21726 -6.38146
11758 10.43877 5.78881
11759 2.93958 -5.81355
11760 7.17710 1.32406
11761 0.51913 4.53025
11763 9.05697 -0.23544
11764 6.01446 4.72959
11766 -6.52035 -7.67854
11767 7.97659 6.23625
11768 1.10372 -4.49633
11769 0.65896 6.62290
11770 -5.78366 -5.07896
11940 -8.57212 0.69368
11941 -9.04121 -2.91111
11944 2.31943 0.81062
11945 4.78733 6.06261
11946 4.98695 6.98090
11947 2.24042 7.37967
11948 -5.59866 -3.16391
11949 0.22531 3.70752
11950 2.78398 6.08084
11953 -5.90264 -3.84978
11956 5.35318 1.07713
11958 -3.13703 0.00797
11960 -3.25246 1.63626
11962 -1.31671 7.01505
11967 0.09907 -4.10213
11968 0.52963 0.31561
11969 1.64363 6.68309
-99
D0641 H_23.52000_15.68000
11408 6.85070 0.79158
11431 8.00353 -6.39949
11554 5.01202 -1.69306
11555 1.32214 1.64265
11572 7.04868 -1.02992
11574 4.19208 0.38514
11578 2.75631 0.90897
11580 4.88261 -4.45000
11582 6.00427 3.05746
11583 3.23021 -3.20778
11584 6.20352 -7.61017
11585 4.18748 -4.37215
11778 6.86512 -1.37801
11779 6.59418 5.42274
11781 8.04283 5.80965
11782 7.05749 0.54719
11784 2.80151 4.45998
11785 3.12581 4.09530
11786 7.19142 6.80405
11787 0.68418 4.76713
11790 5.72322 -5.56643
11791 7.91901 2.99925
11792 7.16942 -2.82722
11794 8.31189 5.13481
11795 5.44103 6.98740
11796 4.08483 3.33555
11797 2.01262 -1.02249
11799 5.83800 5.80277
11800 7.74584 -4.49176
11801 4.36198 2.32632
11802 5.13976 -3.54192
11803 3.75482 6.52462
11804 0.79680 -0.11486
11971 8.47635 0.79558
11972 3.31848 5.51621
11973 10.47716 5.70991
11975 8.41701 -1.55957
11976 11.02645 -4.13310
11977 8.83173 -4.66368
11978 2.72206 -0.42660
11979 1.18208 4.17331
11980 5.81588 -6.63145
11982 8.30441 -5.96185
11983 10.73334 -0.31996
11984 -0.69907 3.02082
11985 10.41875 1.83424
11986 10.14168 4.39429
11989 11.12809 -5.21935
11990 -4.72125 -3.37030
11991 8.75878 -5.32031
11993 7.76775 -0.63052
11994 10.63726 -5.04983
-99
S0641 H_23.52000_15.68000
3563 0.66130 6.90918
3584 6.80563 -3.85149
3593 4.59978 -5.53212
3608 -0.43106 4.11856
3790 5.12534 3.12222
3840 1.73828 7.49713
3842 4.97537 6.10102
4833 6.12029 3.70355
4863 -1.30915 -5.88136
5950 -8.22885 6.87611
5958 2.93646 -2.85795
7425 4.52289 -6.27336
7447 7.35163 -2.90448
7784 6.50030 -3.27254
7815 -9.89777 1.56471
7818 -9.60177 -3.64685
7819 -10.53548 1.26234
7821 -11.20630 1.32597
7829 -11.12017 -0.86084
7842 -10.42610 -1.54969
7846 -10.85172 -1.72081
7882 -10.37759 -0.74941
7889 -10.36191 3.11770
7893 -11.62563 2.41173
7895 -10.59277 3.20603
7896 -11.37715 3.46402
7904 -11.52479 4.75528
7905 -9.42989 4.29345
7908 -9.13791 4.91198
7909 -10.19538 4.86738
7912 -9.77373 3.42277
7932 3.30655 -1.76888
7940 3.58094 -2.33993
7949 6.43448 -6.63200
7952 -9.30650 5.79931
7964 1.20711 0.26525
7967 3.63822 -4.83971
7985 -8.19472 7.02062
7987 4.89440 3.80684
7989 -2.77610 4.06457
7990 0.56161 1.54131
7992 -2.01897 6.37367
7995 6.75428 -6.25446
7997 -9.89121 5.59884
7999 1.61458 2.14570
8000 2.13638 3.27611
8006 -10.91588 -6.69900
8135 -9.20379 -3.37267
8137 -0.64314 2.05650
8165 1.73462 -2.78446
8172 3.12681 -6.41692
8487 -9.93387 -6.52506
8568 -2.67319 -7.38156
8575 1.62285 -6.43658
8608 -8.47828 -5.62893
8627 -8.25264 -6.40239
8630 -7.04562 -6.37412
8695 -0.74551 -7.56788
8696 -5.22960 -5.42784
8698 -4.82176 -4.43723
8699 -6.26701 -1.72728
8700 -4.80468 -3.17218
8702 -4.26944 -2.55226
8703 -5.98984 -2.60209
8704 -0.60796 -7.43561
8706 -0.71393 -4.78678
8716 3.52378 -5.15097
8719 -1.64069 -0.03441
8722 3.86375 -0.87644
8723 5.29747 -0.65204
8724 4.77723 -2.60755
8725 7.57970 -6.59335
8726 4.44469 -2.84493
8727 6.19412 -1.05743
8728 5.83452 -5.16973
8731 7.77680 -6.78948
8732 0.06168 -4.37834
8733 -1.38534 -1.18535
8742 -3.04739 -1.78616
8743 -3.27446 0.11983
8744 -1.82116 -1.35214
8746 -2.06694 -0.88837
8748 -2.11582 -1.18374
8749 -1.01125 -7.31076
8754 -3.63882 -5.08021
8755 -3.83912 -5.39174
8757 -3.94956 -5.07873
8758 4.16695 -4.54416
8759 6.44334 -5.66159
8762 -2.59638 -4.75252
8764 -0.44046 -4.00218
8767 -7.13455 -4.02153
8768 -7.05820 -2.96343
8770 -6.89474 -4.93514
8773 4.63639 5.04797
8774 1.93398 2.83359
8775 -5.13534 -0.95811
8776 -3.82122 -0.35103
8777 -7.66678 -2.42679
8779 -4.05958 -1.34299
8780 -6.41765 2.12132
8781 -6.58129 1.85628
8782 -7.71310 -0.91532
8783 -9.11025 -1.44516
8784 -8.65528 -0.79497
8785 -8.64606 -0.44045
8786 -8.85909 1.67874
8787 -9.70956 -0.38010
8788 -9.50301 -2.72103
8789 -8.65640 1.94606
8790 -8.25705 2.05203
8791 -5.73117 4.07524
8792 -7.18938 4.36655
8794 -7.97678 3.58368
8795 -6.76625 5.53284
8796 -10.29329 -3.27369
8798 3.46749 3.50180
8799 -0.75161 -5.06049
8800 2.38511 2.45184
8801 -4.15029 7.59719
8802 -3.64284 7.47652
8803 -4.10778 7.18314
8804 -3.81826 7.19342
8805 -3.55587 6.60359
8806 -6.51491 6.46665
8807 0.17448 5.49661
8808 -4.74458 7.26688
8809 -3.52021 5.93445
8810 1.98182 6.36490
8811 3.40481 5.90474
8812 3.25730 3.88822
8813 1.77948 6.09825
8814 2.56064 5.89382
8815 1.06717 6.13747
8816 2.30308 4.87253
8817 4.84899 0.72386
8818 5.50106 -3.63892
8819 1.70507 2.29126
8820 3.66826 3.35285
8821 -9.48325 -4.11602
8822 -2.55873 3.90340
8823 5.78315 -1.68015
8824 3.52994 1.15403
8825 -6.49720 3.35686
8826 -5.63685 3.96852
8827 -1.83754 2.14187
8828 4.70673 4.55355
8829 -4.27113 4.53139
8830 -7.67851 -0.22255
8831 3.66999 -1.63269
8832 -5.56876 3.49445
8833 -4.48706 3.30118
8834 -5.32529 3.67599
8835 -4.20748 3.15684
8836 -0.69165 1.50978
8837 -3.95092 1.93451
8838 -1.50357 1.20519
8839 -6.05873 1.99858
8840 -8.00747 -0.95562
8841 -8.25618 -0.83314
8842 5.29565 -0.18916
8843 1.87815 1.28333
8844 -9.35090 -4.15705
8845 -4.41435 3.78186
8852 4.13145 1.26839
8855 7.12677 -5.01963
8859 4.00225 6.53700
8860 -0.16629 5.25144
11150 -1.38380 -5.66894
11152 -4.08960 -7.22457
11153 -6.47187 -7.58168
11158 -11.37005 -1.93462
11159 -4.74158 -7.29241
11305 -2.58391 -4.15392
11308 -0.18835 -3.74110
11477 -4.85387 3.85027
11813 0.98237 6.93114
-99
W0641 H_23.52000_15.68000
11221 7.00986 -1.92009
11224 3.61723 -5.14225
11364 1.83430 -6.15765
11366 1.47105 -7.19163
11368 5.19953 3.82236
11371 10.02569 -1.59545
11383 7.46320 4.43383
11393 8.08355 0.89942
11510 8.72594 -3.41707
11518 9.05310 -4.41941
11525 9.91371 4.05622
11534 2.05032 -6.30802
11538 9.72382 5.55406
11540 7.30629 0.22675
11541 3.50047 -7.41662
11542 3.58532 -2.58355
11543 8.50751 1.99785
11814 8.57835 6.47428
11816 6.68735 6.24091
11817 6.45071 -0.46013
11818 10.40384 7.32403
11819 -8.36597 -3.85479
11820 8.07537 7.61075
11821 9.12628 7.19954
11822 8.90689 0.41855
11823 6.77335 1.27251
11824 5.51972 -1.34869
11826 9.81296 -0.23129
11827 4.26536 2.57396
11828 7.07371 -3.40413
11829 5.11880 3.95455
11830 5.91875 3.32775
11832 6.23352 -4.00439
11833 9.86500 2.15512
11836 -8.17944 0.40927
11837 1.46158 -0.81192
11838 11.08493 -3.85455
11839 10.59256 6.46753
11840 5.75640 -3.56522
11841 4.12641 2.52223
11842 10.87194 -1.74572
11843 1.64897 -3.06226
11844 3.66689 5.53439
11845 10.50324 1.98205
11846 11.34718 -4.28957
11849 10.47792 3.54690
11851 3.18321 5.00903
11852 5.75494 -0.17907
11854 5.90232 -1.23426
11855 4.97044 -2.05750
11856 0.56927 1.38599
11857 3.94092 -0.21304
11858 2.89641 7.26341
11995 2.07547 -5.01062
11997 5.56585 -6.60264
11998 -1.24666 -6.24029
11999 -9.58769 -5.56137
12001 5.32307 -5.70713
12002 -10.50302 4.85239
12004 2.06379 -1.33775
12005 -8.80114 -5.83304
12006 -9.39630 -3.00484
12007 -9.94917 2.31526
12011 -10.70705 -5.21872
12013 6.43752 -5.57616
12014 -10.95588 -0.03220
-99
X0641 H_23.52000_15.68000
11862 10.27537 -1.46218
11863 9.46958 3.01195
11865 8.85526 1.53404
11866 6.78556 -0.79410
11868 9.07376 -4.59164
11869 6.89005 4.38069
11870 9.65639 3.70343
11871 9.00615 5.86562
11872 10.88307 -2.73854
11873 9.69928 3.89430
11874 8.11914 -2.33542
11875 6.05208 -4.75512
11876 -3.63141 -1.94622
11881 4.22535 -0.85848
11882 -2.92983 -4.20401
11883 8.64072 4.14144
11884 0.84123 -3.62240
11885 9.79888 -0.83382
11886 8.60014 2.81782
11887 6.58674 4.40274
11890 9.62884 -6.12048
11891 9.34730 -1.65219
11892 7.83919 -1.33190
11896 6.79734 -3.85885
11898 1.31756 -5.94932
11899 8.15362 -0.89656
11900 6.52114 2.90122
11901 10.68248 4.20775
11902 6.56864 -3.47856
11904 2.73929 -5.57948
11905 -6.63894 3.32367
11906 6.42329 -6.86210
11907 9.73053 1.84413
11908 6.18288 -2.50768
11909 2.47756 -6.71884
11911 11.17816 -6.27325
11912 6.01723 -7.33802
11913 3.01329 -7.27712
11914 7.92747 -6.78278
11915 1.71795 -3.01782
11916 7.50234 1.52924
11917 7.76510 -2.78131
11918 3.57756 -3.73302
11919 1.40232 -7.11157
11921 7.32625 5.16304
11922 6.87968 5.72798
11924 3.34990 1.59816
11925 5.93322 4.45725
11926 -0.34286 -6.60511
11930 4.94790 -1.81016
11933 9.26208 1.73169
12015 7.79075 6.64767
12017 9.52362 5.64254
12018 4.08261 2.08218
12019 3.37653 6.76129
12023 6.25030 6.83799
12024 3.88273 -1.77072
12025 3.42158 -2.25813
GCP_LCP-24 -0.95919 5.90272
-99
A0642 H_23.52000_15.68000
11263 11.13455 -6.10077
11264 9.31423 -2.02247
11721 5.04647 2.90301
11730 4.38559 3.68508
11733 11.32322 -1.61593
11738 11.07937 0.90856
11739 8.52404 -4.66653
11741 10.25004 -6.40417
11742 9.27208 3.13026
11746 4.31020 -6.30505
11750 2.80198 -5.28026
11751 1.77948 -2.89200
11752 8.80390 3.26281
11754 5.06899 1.86207
11764 11.22519 3.48259
11768 6.92156 -6.01833
11769 5.57090 5.54475
11939 -3.69759 -3.60438
11940 -3.29987 -0.40347
11941 -3.55351 -4.12072
11942 2.21490 -5.80143
11943 -3.16034 -4.53365
11944 7.75954 -0.50633
11945 9.85378 4.88553
11946 9.99590 5.81870
11947 7.32370 6.24788
11948 0.05566 -4.47274
11949 5.38802 2.53023
11950 7.90411 4.92347
11952 0.63725 5.58671
11953 -0.22920 -5.17091
11954 0.02038 -2.47339
11955 -1.96379 -5.85632
11956 10.97342 -0.32462
11957 -5.20338 4.08012
11958 2.32448 -1.25536
11960 2.21430 0.43302
11961 3.94310 -2.37905
11962 3.59787 5.98206
11963 -0.71087 -0.50355
11964 -4.39408 3.50760
11965 2.52299 -6.45122
12035 -4.71751 2.54808
12036 6.15492 -1.48153
12037 6.36634 -1.64309
12040 5.22701 -4.39737
12044 1.91886 -7.07587
12047 -7.19914 -1.96949
12049 -7.10957 -0.56761
12050 4.94351 -0.12462
12051 10.29627 6.78504
12052 9.98389 4.47172
12053 9.65349 1.67436
12054 10.14965 6.60156
12055 8.37198 3.89500
12056 10.01628 7.49083
12057 10.31622 7.57562
12059 8.54054 0.08301
12063 -4.27524 0.85671
12064 -4.75195 0.74318
-99
D0642 H_23.52000_15.68000
11408 3.73189 1.91201
11554 1.63073 -0.43185
11574 1.06834 1.60814
11582 3.14075 4.14037
11778 3.48772 -0.17836
11779 4.04578 6.41722
11781 5.39787 6.78418
11784 0.17119 5.59174
11785 0.45506 5.22549
11791 5.02282 4.02137
11794 5.63749 6.10519
11796 1.30551 4.45186
11797 -1.20222 0.26748
11799 3.30041 6.80976
11800 4.00963 -3.20152
11801 1.41192 3.48021
11802 1.49704 -2.20665
11971 5.33189 1.90206
11972 0.83699 6.59256
11973 7.71475 6.64878
11974 4.67902 -1.15797
11975 4.98110 -0.40067
11976 7.26184 -2.94804
11977 5.05379 -3.40870
11978 -0.49797 0.85517
11979 -1.49084 5.34341
11980 1.85829 -5.19614
11982 4.01152 -4.55458
11983 7.28368 0.76819
11984 -3.40502 4.28073
11985 7.12477 2.87000
11986 7.23735 5.36887
11987 8.52205 3.66278
11989 7.21893 -3.99824
11990 -4.26815 -2.64348
11991 4.86289 -4.04377
12066 9.81789 6.47072
12067 11.61975 2.40521
12068 8.85786 3.76915
12070 11.20262 3.91951
12075 5.61552 -2.76866
12076 5.84105 -7.35085
12077 5.33189 1.90206
-99
S0642 H_23.52000_15.68000
5918 4.42077 -5.26638
5932 10.06756 -5.66669
5937 -9.31198 -5.72517
5942 -5.93713 -6.84201
5944 -11.47095 -6.40631
6083 -9.82102 -5.32296
6084 9.57076 -3.48038
6085 7.50910 3.14607
6090 5.89264 -6.57042
6646 11.27341 -6.94607
6677 4.27177 0.07122
6678 -9.55502 -3.07517
6681 5.52221 4.33170
7123 3.96856 1.08122
7425 5.69974 -2.50244
7447 8.64134 0.83393
7784 7.81470 0.57278
7812 -11.33214 0.28876
7815 -8.49040 5.73712
7818 -8.42147 0.52469
7819 -9.14652 5.45938
7821 -9.82045 5.52997
7828 -10.75238 6.06639
7829 -9.82109 3.34773
7832 -11.26277 4.05265
7839 -8.02021 1.05091
7840 -11.11556 1.45282
7841 -11.12433 2.28351
7842 -9.16798 2.64406
7846 -9.60191 2.48307
7847 -11.43162 2.82948
7851 -11.28466 1.41986
7868 7.37933 -6.28785
7873 -9.61014 -5.57561
7874 7.39544 -0.76327
7881 -9.77638 -5.79655
7882 -9.07173 3.45303
7889 -8.88462 7.28750
7890 -11.58644 6.98862
7893 -10.18760 6.62004
7895 -9.12795 7.37286
7896 -9.88600 7.65215
7900 -10.72963 7.58547
7912 -8.29128 7.57732
7932 4.61929 2.08456
7940 4.86803 1.43953
7941 3.04941 2.17131
7949 7.59437 -2.95455
7967 4.87705 -0.90820
7995 7.96343 -2.50660
8095 -6.67062 -7.13802
8101 -7.75030 -7.52809
8109 -3.90880 -6.45773
8137 0.76876 5.97982
8142 3.89763 -3.45883
8143 -6.25758 -5.14529
8172 4.32933 -2.45361
8174 2.41404 4.19310
8182 -7.12513 -7.59547
8186 -6.65958 -7.25057
8187 -7.05109 -7.44673
8449 -7.00732 -1.49778
8450 -3.43978 -5.30025
8462 -3.80988 -4.94134
8466 -4.19943 -4.89045
8474 -5.49064 -5.28294
8478 -3.18669 -4.38721
8480 -4.16493 -4.34083
8484 -7.31572 -4.11823
8487 -8.90322 -2.40285
8531 -0.88102 -6.06562
8532 -3.64658 -4.11114
8546 0.75411 -4.50876
8575 2.80592 -2.39637
8577 2.09346 -6.91721
8580 0.65569 -6.62724
8586 2.09346 -6.91721
8630 -5.97949 -2.32812
8695 0.32786 -3.76381
8696 -4.11777 -1.41917
8697 5.70021 -4.20597
8698 -3.66298 -0.42269
8699 -5.00520 2.35735
8700 -3.59236 0.84647
8701 -5.43314 2.98594
8702 -3.02100 1.45381
8703 -4.76122 1.44563
8705 -7.18544 -0.91505
8706 0.43108 -0.91807
8709 10.63624 -7.07115
8715 6.61408 1.94205
8719 -0.29199 3.88070
8720 5.23100 -4.42371
8721 -0.02738 -6.36415
8722 5.20778 2.99913
8723 6.65088 3.14025
8724 6.06415 1.17321
8725 8.80762 -2.82545
8730 10.78541 -5.45465
8731 8.97674 -3.04283
8732 1.25292 -0.53987
8733 -0.08857 2.72419
8741 0.34630 -4.22363
8742 -1.76507 2.18020
8743 -1.92474 4.09215
8744 -0.52689 2.57293
8745 -0.93781 -3.82089
8746 -0.75688 3.04458
8747 -1.49817 0.42406
8748 -0.82020 2.74509
8749 0.04936 -3.48874
8750 -0.11351 -4.97209
8751 0.20228 -5.24097
8752 4.14375 -2.89736
8754 -2.49804 -1.12187
8755 -2.71124 -1.42586
8756 -1.24241 -1.93062
8757 -2.81180 -1.11090
8758 5.42318 -0.65209
8760 7.74856 -5.18664
8761 -1.66208 -6.36682
8762 -1.43703 -0.82066
8763 5.12286 -4.40804
8764 0.75347 -0.13758
8765 10.81582 -7.10441
8767 -5.96481 0.06433
8768 -5.85484 1.12900
8769 -3.82414 -1.85172
8770 -5.77299 -0.87172
8775 -3.83288 3.08407
8776 -2.48572 3.64710
8777 -6.41544 1.73551
8778 -3.57656 3.46834
8779 -2.75699 2.66568
8780 -4.98346 6.19860
8781 -5.15339 5.93414
8782 -6.40823 3.20294
8783 -7.83569 2.70240
8784 -7.35473 3.35615
8785 -7.32998 3.71209
8786 -7.45336 5.82869
8787 -8.38415 3.78913
8788 -8.26812 1.43429
8789 -7.23028 6.08410
8790 -6.83294 6.17697
8794 -6.48724 7.68791
8796 -9.11656 0.90484
8797 -2.13615 6.79222
8798 4.96414 7.35708
8799 0.38564 -1.19108
8800 3.80908 6.25538
8819 3.13197 6.12039
8823 7.10750 2.07739
8824 4.97371 5.11813
8825 -5.01266 7.41439
8827 -0.41570 6.03367
8830 -6.33845 3.90931
8831 4.98919 2.19075
8832 -4.08261 7.52903
8833 -3.01586 7.30604
8834 -3.84201 7.69832
8835 -2.74654 7.15839
8836 0.72216 5.44430
8837 -2.49884 6.01913
8838 -0.11412 5.10856
8839 -4.63327 6.05944
8840 -6.70770 3.17909
8841 -6.95344 3.29720
8842 6.67413 3.62486
8843 3.30622 5.21002
8844 -8.19908 -0.01712
11015 -5.49064 -5.28294
11016 -3.58256 -5.25722
11018 -3.96991 -4.62212
11150 -0.25683 -1.79287
11152 -3.02660 -3.28789
11153 -5.45195 -3.56377
11158 -10.12983 2.28365
11159 -3.70800 -3.32844
11162 -0.18357 -3.59451
11305 -1.40064 -0.22131
11308 1.01566 0.10264
11605 0.36971 3.10816
33958 6.00089 5.43130
-99
W0642 H_23.52000_15.68000
11056 7.32987 -1.30995
11224 5.89322 -1.38781
11364 4.20423 -2.24121
11366 3.87708 -3.12907
11385 4.23869 5.65056
11390 10.26356 5.96695
11509 10.15512 -0.85376
11528 4.80031 7.45427
11530 8.71799 3.22781
11539 6.70602 -2.42102
11542 5.84372 0.83846
11815 7.41442 1.35517
11829 7.30676 6.60149
11834 4.23509 5.45681
11841 6.36346 5.33985
11847 5.56271 4.38393
11850 9.76623 5.35484
11853 6.72854 4.46185
11857 6.18569 2.92161
11995 4.42922 -1.24823
11996 7.92909 -3.06573
11997 7.70340 -2.69671
11998 1.34007 -2.25169
12000 5.53789 0.13644
12003 4.88616 1.81939
12004 4.41689 1.96251
12081 8.82533 -4.03139
12082 7.82521 -7.40018
12084 6.54470 -7.50763
12086 9.45641 -4.70213
12088 -10.36299 -6.64392
12092 9.72538 -6.93440
12093 -3.04884 -5.24116
12097 -9.10971 -5.49292
12098 3.83129 -5.56443
12099 9.83489 -2.47877
12104 -9.71458 -7.60441
12107 1.70129 -6.46424
12108 -9.58491 -5.35408
12109 -9.41464 -2.55218
12110 4.78474 -6.88357
12114 8.21982 0.03317
12115 6.63488 -5.15822
12116 -3.91031 -6.58106
12117 4.67424 -6.63781
12122 1.60003 -0.84733
12125 -8.68899 -0.34521
12126 -9.81557 0.29806
12128 -9.57645 1.98590
12130 -8.84833 1.11601
12131 -8.41261 -2.44342
12132 -9.40769 3.42384
12133 -10.46139 6.25459
12135 -4.09837 4.63137
12136 -6.00158 -6.26674
12137 -8.72125 5.37785
12138 -9.20736 -6.60965
12141 -10.07798 3.48189
-99
X0642 H_23.52000_15.68000
11867 10.59714 1.69544
11870 10.11514 0.58712
11877 5.37029 -2.33137
11886 8.93432 -0.39434
11887 6.80525 1.28686
11888 6.75719 -0.06716
11889 10.19910 -6.54743
11891 9.52127 -5.58695
11895 8.16301 -5.94934
11897 10.83439 2.06894
11903 10.79756 0.77043
11908 6.05184 -6.50012
11916 7.69683 -1.81659
11917 7.75335 -6.84761
11921 7.65607 2.14188
11928 10.06085 3.38279
11929 -8.36026 -6.34256
11930 4.72518 -5.74241
11932 10.05986 2.46300
11933 9.59669 -1.65289
12015 8.21839 3.81573
12017 10.07074 2.82437
12018 3.97832 -1.23740
12019 3.54972 4.15385
12020 10.28681 4.88104
12023 6.58399 4.11414
12024 3.56789 -5.67459
12025 2.98569 -6.33795
12144 10.74988 4.94990
12145 10.24493 7.10207
12146 10.55836 5.85827
12151 11.03199 4.98105
12152 11.36047 2.02796
12153 11.38451 -2.08662
12154 -2.86147 7.35527
12155 -0.07762 5.25661
GCP_LCP-24 -1.09150 3.40662
GCP_GCP-07 -2.26872 5.99215
-99
A0643 H_23.52000_15.68000
11117 3.41373 0.46389
11721 9.90093 3.05807
11730 9.17199 3.86281
11750 8.38178 -5.45744
11751 7.09917 -2.97157
11754 10.01696 1.93953
11761 10.42479 3.53931
11939 1.50613 -3.66423
11942 7.79584 -5.98886
11943 2.19873 -4.64594
11949 10.27143 2.66485
11952 5.15843 5.82662
11954 5.23255 -2.51556
11955 3.50894 -6.01820
11961 9.22883 -2.42826
11963 4.49751 -0.51242
11965 8.14466 -6.67033
11967 11.52842 -5.76492
11968 11.19999 -1.00465
11969 11.41666 5.80383
12042 -4.58584 -7.42878
12044 7.60629 -7.32037
12159 -5.30940 -6.05848
12160 -4.36235 -0.65920
12165 5.20354 -5.59283
12167 -4.87640 -0.45110
12173 -4.66462 -4.64747
12175 4.54679 -7.17191
12176 4.91185 -7.38642
-99
D0643 H_23.52000_15.68000
11146 8.83979 4.06559
11408 -0.06706 1.98478
11554 -2.39378 -0.22935
11572 -0.28322 0.30325
11779 0.73239 6.31622
11781 1.97614 6.67504
11782 0.05430 1.75783
11791 1.39057 3.99264
11794 2.17713 6.01007
11800 -0.33130 -2.94332
11971 1.48705 1.93725
11972 -2.40789 6.54056
11973 4.18040 6.51608
11976 2.88707 -2.76562
11987 4.84396 3.58010
11993 0.48537 0.62482
11994 2.23606 -3.57901
12177 9.09797 7.12045
12178 9.11258 4.05437
12179 8.74525 1.93877
12181 9.59509 3.14985
12182 9.72454 2.20164
12183 9.57367 1.53119
-99
S0643 H_23.52000_15.68000
5916 -8.33008 2.09951
5918 4.97555 -1.06229
5932 10.50338 -1.85782
5942 -5.57041 -2.80656
5944 -11.22563 -2.33330
6083 -9.52768 -1.22388
6084 10.11724 0.59390
6085 8.12481 7.19337
6090 6.37345 -2.54711
6677 4.84689 4.13434
7266 -8.29128 -0.63239
7271 -4.60995 -7.07029
7273 3.32728 -4.23324
7327 -5.71031 -5.38276
7332 -10.47829 -1.85675
7339 4.20490 2.92445
7344 -11.24878 -2.19410
7347 8.71293 0.11692
7349 8.52766 -7.34630
7351 9.56365 -4.84590
7353 2.72714 -7.36708
7359 -2.99695 -6.50829
7368 -11.38330 -4.34727
7372 -2.17567 -4.70854
7378 -11.53900 -5.21687
7379 -4.79058 -7.60003
7412 -9.07966 2.00628
7421 -9.56919 -5.28520
7423 -10.65853 -5.20666
7425 6.24554 1.57485
7647 -3.25275 -4.74892
7806 -10.39672 -4.97813
7812 -10.90921 4.48944
7817 -10.64993 -5.04849
7820 -2.11476 -6.11271
7822 4.40845 -1.44635
7829 -9.29395 7.55856
7830 -7.64732 -7.42988
7837 -4.87935 -6.67172
7838 -9.49552 -6.33924
7839 -7.52173 5.23662
7840 -10.65652 5.65343
7841 -10.65201 6.49364
7842 -8.64805 6.84195
7845 0.63575 2.00404
7846 -9.08249 6.68716
7847 -10.94305 7.05289
7849 4.52490 -0.55255
7851 -10.82561 5.62556
7856 -8.97202 -4.39366
7860 -8.69913 -4.30220
7861 -9.29046 -4.54975
7873 -9.29148 -1.48737
7874 7.99124 3.39817
7881 -9.47084 -1.71451
7882 -8.52642 7.65000
7885 -9.21049 -1.37628
7932 5.22129 6.16305
7940 5.46061 5.45396
7941 3.71906 6.46801
7949 8.12881 1.03648
7950 -9.65613 -4.27605
7995 8.51655 1.56620
8006 -9.51903 1.60196
8095 -6.33850 -3.12463
8096 0.13658 -4.55977
8101 -7.44531 -3.50872
8108 -8.08339 -4.06111
8109 -3.51864 -2.43335
8127 -9.20625 -1.55850
8130 -7.68129 -3.67534
8135 -7.51588 4.94898
8142 4.49370 0.79986
8143 -5.85509 -1.07458
8146 -4.28509 -2.45407
8172 4.92702 1.77240
8173 -5.23239 -5.67741
8175 0.29160 -6.66939
8178 -7.53746 -3.84531
8179 2.06436 -1.78818
8182 -6.81419 -3.59113
8186 -6.32127 -3.23067
8187 -6.73203 -3.44255
8240 4.71425 -1.71421
8448 -2.69896 -4.22481
