imageName, cameraIndex, cameraName, X_opt, Y_opt, Z_opt, X_gps, Y_gps, Z_gps, X_acc, Y_acc, Z_acc, Omega, Phi, Kappa, X_uncertainty, Y_uncertainty, Z_uncertainty, Omega_uncertainty, Phi_uncertainty, Kappa_uncertainty, inlierProb
X0626.JPG, 4, Camera_43.0_6000x4000 (RGB)(5), 717446.338390, 1606180.255314, 184.046875, 717446.464878, 1606178.418212, 186.396400, 5.000000, 5.000000, 10.000000, 43.710433, 18.986100, 16.330463, 0.027603, 0.031388, 0.021105, 0.010355, 0.006542, 0.007397, 1.000000
A0627.JPG, 1, Camera_43.0_6000x4000 (RGB)(2), 717432.778523, 1606201.290574, 184.056899, 717432.868609, 1606199.317454, 186.512000, 5.000000, 5.000000, 10.000000, 21.930858, -38.936453, -59.392218, 0.029871, 0.025518, 0.021952, 0.010925, 0.006135, 0.006394, 1.000000
D0627.JPG, 2, Camera_43.0_6000x4000 (RGB)(3), 717432.819373, 1606201.196485, 184.053826, 717432.868609, 1606199.317454, 186.512000, 5.000000, 5.000000, 10.000000, -21.333211, 41.812202, 122.803958, 0.029871, 0.025518, 0.021952, 0.011221, 0.006132, 0.006615, 1.000000
S0627.JPG, 0, Camera_MID_28.0_6000x4000 (RGB)(1), 717432.797918, 1606201.244056, 184.033362, 717432.868609, 1606199.317454, 186.512000, 5.000000, 5.000000, 10.000000, 0.965775, 2.504932, -156.526514, 0.029871, 0.025518, 0.021952, 0.006936, 0.010682, 0.001882, 1.000000
W0627.JPG, 3, Camera_43.0_6000x4000 (RGB)(4), 717432.845738, 1606201.264089, 184.053532, 717432.868609, 1606199.317454, 186.512000, 5.000000, 5.000000, 10.000000, -39.239034, -14.923648, -160.821542, 0.029871, 0.025518, 0.021952, 0.007012, 0.008298, 0.007151, 1.000000
X0627.JPG, 4, Camera_43.0_6000x4000 (RGB)(5), 717432.752012, 1606201.223285, 184.056945, 717432.868609, 1606199.317454, 186.512000, 5.000000, 5.000000, 10.000000, 44.114025, 18.347905, 16.161810, 0.029871, 0.025518, 0.021952, 0.007059, 0.007350, 0.008219, 1.000000
A0628.JPG, 1, Camera_43.0_6000x4000 (RGB)(2), 717419.204691, 1606222.293405, 184.349620, 717419.130165, 1606220.447850, 186.830100, 5.000000, 5.000000, 10.000000, 21.639159, -38.554062, -59.264679, 0.026127, 0.027418, 0.021509, 0.009962, 0.007171, 0.006957, 1.000000
D0628.JPG, 2, Camera_43.0_6000x4000 (RGB)(3), 717419.245909, 1606222.199464, 184.346928, 717419.130165, 1606220.447850, 186.830100, 5.000000, 5.000000, 10.000000, -22.005677, 42.021374, 123.254438, 0.026127, 0.027418, 0.021509, 0.010402, 0.006967, 0.008013, 1.000000
S0628.JPG, 0, Camera_MID_28.0_6000x4000 (RGB)(1), 717419.224145, 1606222.246814, 184.326277, 717419.130165, 1606220.447850, 186.830100, 5.000000, 5.000000, 10.000000, 0.583548, 2.826236, -156.296305, 0.026127, 0.027418, 0.021509, 0.008105, 0.009349, 0.002125, 1.000000
W0628.JPG, 3, Camera_43.0_6000x4000 (RGB)(4), 717419.271994, 1606222.267173, 184.346050, 717419.130165, 1606220.447850, 186.830100, 5.000000, 5.000000, 10.000000, -39.508840, -14.826323, -160.425321, 0.026127, 0.027418, 0.021509, 0.008306, 0.007190, 0.006361, 1.000000
