filename,bandname,wavelength,time,sunsensor_sun_angle_degree,sunsensor_nadir_angle_degree,sun_irradiance
A0619.JPG,Red,660,1388537254.000000,,,
A0619.JPG,Green,550.000000,1388537254.000000,,,
A0619.JPG,Blue,470.000000,1388537254.000000,,,
D0619.JPG,Red,660.000000,1388537254.000000,,,
D0619.JPG,Green,550.000000,1388537254.000000,,,
D0619.JPG,Blue,470.000000,1388537254.000000,,,
S0619.JPG,Red,660.000000,1388537254.000000,,,
S0619.JPG,Green,550.000000,1388537254.000000,,,
S0619.JPG,Blue,470.000000,1388537254.000000,,,
W0619.JPG,Red,660.000000,1388537254.000000,,,
W0619.JPG,Green,550.000000,1388537254.000000,,,
W0619.JPG,Blue,470.000000,1388537254.000000,,,
X0619.JPG,Red,660.000000,1388537254.000000,,,
X0619.JPG,Green,550.000000,1388537254.000000,,,
X0619.JPG,Blue,470.000000,1388537254.000000,,,
A0620.JPG,Red,660.000000,1388537255.000000,,,
A0620.JPG,Green,550.000000,1388537255.000000,,,
A0620.JPG,Blue,470.000000,1388537255.000000,,,
D0620.JPG,Red,660.000000,1388537255.000000,,,
D0620.JPG,Green,550.000000,1388537255.000000,,,
D0620.JPG,Blue,470.000000,1388537255.000000,,,
S0620.JPG,Red,660.000000,1388537255.000000,,,
S0620.JPG,Green,550.000000,1388537255.000000,,,
S0620.JPG,Blue,470.000000,1388537255.000000,,,
W0620.JPG,Red,660.000000,1388537255.000000,,,
W0620.JPG,Green,550.000000,1388537255.000000,,,
W0620.JPG,Blue,470.000000,1388537255.000000,,,
X0620.JPG,Red,660.000000,1388537255.000000,,,
X0620.JPG,Green,550.000000,1388537255.000000,,,
X0620.JPG,Blue,470.000000,1388537255.000000,,,
A0621.JPG,Red,660.000000,1388537256.000000,,,
A0621.JPG,Green,550.000000,1388537256.000000,,,
A0621.JPG,Blue,470.000000,1388537256.000000,,,
D0621.JPG,Red,660.000000,1388537256.000000,,,
D0621.JPG,Green,550.000000,1388537256.000000,,,
D0621.JPG,Blue,470.000000,1388537256.000000,,,
S0621.JPG,Red,660.000000,1388537256.000000,,,
S0621.JPG,Green,550.000000,1388537256.000000,,,
S0621.JPG,Blue,470.000000,1388537256.000000,,,
W0621.JPG,Red,660.000000,1388537256.000000,,,
W0621.JPG,Green,550.000000,1388537256.000000,,,
W0621.JPG,Blue,470.000000,1388537256.000000,,,
X0621.JPG,Red,660.000000,1388537256.000000,,,
X0621.JPG,Green,550.000000,1388537256.000000,,,
X0621.JPG,Blue,470.000000,1388537256.000000,,,
A0622.JPG,Red,660.000000,1388537257.000000,,,
